ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,AGR3,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLDN4,CLEC14A,CLEC9A,CLECL1,CRISPLD2,CTLA4,CTTN,CX3CR1,CXCL12,CXCL16,CXCR4,CYTIP,DAPK3,DERL3,DMKN,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFR,EIF4EBP1,ELF3,ENAH,EPCAM,ERBB2,ERN1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LGALSL,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MRC1,MS4A1,MYH11,MYLK,MYO5B,MZB1,NARS,NKG7,NOSTRIN,NPM3,OCIAD2,OXTR,PCLAF,PCOLCE,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PIM1,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,SCD,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC5A6,SMAP2,SMS,SOX17,SPIB,SQLE,SRPK1,STC1,SVIL,TACSTD2,TCEAL7,TCF4,TCF7,TCIM,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
2,11,5,1,1,0,8,2,0,0,0,0,2,1,1,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,7,1,1,3,0,0,1,3,2,0,1,0,0,1,1,0,1,3,0,5,0,3,0,0,0,0,1,0,1,0,0,3,2,0,0,1,0,0,0,0,2,6,0,4,0,3,2,1,0,1,1,0,0,3,15,2,3,0,0,0,0,0,2,1,15,0,0,1,0,4,0,1,0,0,0,0,6,5,1,1,0,0,1,1,0,3,2,2,1,1,1,0,1,0,1,2,0,5,0,9,1,0,2,0,2,0,0,0,3,0,0,0,13,0,0,0,10,0,8,3,0,0,2,0,0,4,0,0,8,0,0,8,0,1,0,3,3,0,0,4,1,1,0,0,1,5,1,0,5,0,0,0,1,0,1,0,0,0,0,2,1,2,1,0,3,5,0,2,0,4,2,4,0,2,0,0,0,2,1,0,13,2,4,6,0,1,0,1,0,5,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,6,0,0,0,3,2,1,0,0,0,0,0,5,0,3,0,6,0,2,0,2,0,0,0,0,3,1,2,2,0
1,43,5,1,2,0,1,3,0,2,5,1,2,1,7,0,1,30,0,0,0,2,2,8,1,0,0,9,0,0,1,8,0,3,6,1,0,11,2,0,0,3,1,3,1,7,1,3,6,2,5,4,1,3,0,0,1,1,1,3,4,1,3,2,0,0,2,3,0,1,2,5,2,2,8,1,3,4,0,1,0,2,0,3,4,8,0,1,1,1,2,0,3,10,2,23,2,3,7,2,4,3,3,0,4,7,6,1,7,0,0,0,9,1,5,0,5,7,3,0,3,2,0,1,1,4,3,1,4,1,7,0,1,14,0,0,2,0,0,11,0,0,0,2,3,0,0,0,0,10,5,0,4,4,0,1,3,3,0,33,1,0,5,1,5,2,0,1,0,0,5,4,2,4,0,4,8,1,5,9,0,3,0,1,0,4,0,1,1,8,6,6,2,1,5,14,49,0,4,0,8,1,7,0,5,3,3,1,1,3,0,12,3,10,7,2,6,3,2,0,3,9,0,1,3,1,11,1,0,2,1,0,1,3,2,0,4,5,1,2,1,3,5,0,1,2,0,1,1,9,0,4,0,8,1,2,8,6,0,0,1,7,3,6,7,10,2
1,48,42,11,2,5,14,13,1,0,0,0,0,1,33,1,4,5,2,4,0,3,1,13,1,1,0,2,2,3,3,4,2,20,12,5,0,88,3,3,2,6,1,0,1,4,1,7,15,0,21,12,3,0,2,0,4,4,4,21,3,0,16,30,0,9,12,1,0,2,5,3,21,0,4,3,22,7,0,0,2,5,0,10,18,39,0,5,0,1,8,1,9,25,38,148,9,7,17,1,19,6,4,1,7,0,9,8,39,7,0,0,35,3,12,0,4,5,6,3,10,7,5,3,1,0,8,0,9,2,34,2,6,4,11,5,0,0,10,6,0,0,1,29,2,5,1,16,15,93,45,0,12,5,3,0,3,2,3,40,0,5,24,5,15,0,1,20,9,0,8,0,1,1,0,3,65,10,0,27,0,1,0,8,0,3,0,1,5,2,10,8,1,4,7,37,19,6,5,2,9,6,19,3,10,4,0,0,6,0,7,21,5,13,49,2,2,10,5,2,106,8,4,4,4,2,2,3,5,8,14,0,1,12,9,5,8,49,0,1,0,5,18,5,3,2,3,17,0,32,3,14,2,25,12,10,2,8,4,2,9,14,4,13,10,17,5
1,50,30,8,5,0,13,3,2,1,1,1,3,2,28,0,7,22,0,11,1,7,1,12,3,0,4,0,0,3,2,15,1,10,10,8,1,90,8,0,1,2,0,1,2,2,3,3,7,4,4,4,5,0,1,0,5,3,5,14,1,4,20,25,0,9,7,5,0,0,5,1,27,2,19,2,7,4,1,0,2,2,0,23,21,65,0,2,0,0,8,3,6,13,18,152,8,9,4,0,33,4,5,3,4,0,13,28,50,2,0,4,43,11,9,0,4,2,0,1,6,5,3,2,1,2,3,1,3,2,7,1,3,1,6,5,3,0,7,2,0,1,0,25,3,9,7,16,18,78,35,0,16,1,1,0,6,0,3,35,0,3,18,6,26,2,6,13,0,0,9,1,2,1,1,3,32,8,1,33,0,1,0,2,1,3,2,1,2,9,13,2,9,1,2,38,60,0,7,1,4,4,11,2,8,4,0,2,6,2,5,50,5,7,53,2,2,12,2,2,62,4,11,1,6,1,1,10,4,2,14,4,0,6,8,1,10,35,1,10,3,10,12,2,1,2,1,19,0,24,14,21,4,7,3,19,2,3,2,2,7,9,3,14,13,11,3
0,44,35,9,7,1,19,9,0,0,1,4,5,3,76,1,2,6,1,12,0,7,0,22,3,1,2,4,2,4,1,17,1,16,8,10,0,150,13,1,4,10,3,3,3,1,0,5,7,1,3,5,3,6,1,3,3,9,2,32,1,1,38,39,3,3,8,0,0,2,2,1,34,0,24,10,19,10,3,1,4,6,1,14,35,23,0,8,0,2,6,0,5,26,47,213,14,5,11,6,25,2,1,1,17,0,5,20,96,0,0,4,76,1,5,0,3,6,5,2,2,10,2,7,0,3,4,0,8,0,10,1,9,12,8,3,2,1,4,2,3,1,0,10,15,2,0,2,10,76,57,0,10,8,2,2,3,0,2,35,0,16,25,2,40,0,10,30,0,0,8,2,5,3,1,3,28,13,10,39,3,0,0,3,4,6,1,0,5,1,14,5,4,5,2,38,51,2,11,0,2,2,5,9,16,12,0,0,7,4,4,21,9,14,82,3,16,13,3,8,66,7,2,1,7,2,13,2,7,6,14,0,2,4,9,2,10,104,0,3,1,23,47,2,1,6,0,19,0,40,8,22,0,10,9,6,5,12,4,1,7,20,0,11,7,20,13
1,17,12,9,6,1,5,16,0,0,0,0,1,1,2,2,11,11,0,0,0,0,0,4,0,0,7,12,1,2,0,2,0,9,6,15,0,29,9,2,4,8,0,0,8,1,2,4,20,3,25,16,10,0,0,1,2,2,2,6,2,0,2,3,0,1,2,7,0,1,1,1,5,2,17,3,19,10,0,0,0,4,0,2,1,6,2,5,0,6,1,0,1,4,13,25,5,4,17,1,3,1,1,2,44,5,29,7,8,0,0,0,15,2,6,0,8,4,0,11,1,4,1,2,1,4,13,1,7,3,14,3,13,7,1,1,8,1,1,0,0,3,0,0,1,0,0,0,0,12,7,1,9,10,0,0,8,3,1,40,1,1,49,2,3,1,0,2,0,0,12,0,9,5,0,0,7,2,1,10,3,1,0,1,0,1,1,2,2,1,6,32,3,3,2,20,25,3,5,3,6,0,35,2,7,0,4,0,1,0,2,8,0,17,22,2,3,3,8,1,8,4,2,5,1,4,2,1,0,7,5,1,0,3,2,0,4,7,0,6,0,5,7,1,0,1,1,7,0,18,3,6,0,24,2,6,3,2,1,6,2,10,5,8,5,13,5
1,18,6,2,3,2,7,5,0,0,1,0,2,0,10,0,3,2,0,1,0,4,1,5,0,2,3,6,0,0,1,0,0,8,18,11,0,24,2,1,0,6,0,0,6,0,0,1,20,6,6,3,3,0,1,2,0,17,4,5,1,1,9,10,0,2,4,0,0,0,7,1,7,0,19,0,15,9,0,1,0,1,3,0,4,10,0,1,0,0,3,1,2,7,14,58,6,1,11,0,3,1,3,0,14,3,10,7,16,0,0,0,5,2,4,0,8,17,0,2,2,9,0,3,0,0,0,1,8,0,12,1,1,4,1,0,0,0,5,4,3,1,0,1,3,0,0,0,1,11,12,1,6,1,1,0,4,2,2,43,0,5,19,3,7,0,1,14,1,0,7,0,1,1,0,0,2,1,2,6,2,0,0,0,0,6,0,3,4,7,4,2,2,1,3,18,28,1,2,1,5,1,12,2,3,2,0,0,5,0,1,14,2,10,12,1,4,6,2,1,12,7,0,2,0,1,1,1,3,3,6,0,0,7,4,3,5,6,0,3,4,5,4,0,0,3,1,2,0,13,6,4,0,20,2,1,0,4,0,0,2,5,0,3,6,7,0
1,29,28,10,3,0,9,2,1,0,0,0,4,1,26,0,0,7,1,6,0,3,1,9,0,0,0,0,0,3,1,6,0,15,7,0,0,93,5,0,0,0,0,1,1,1,0,3,0,2,1,1,2,0,0,1,0,2,0,16,0,0,16,29,0,5,13,1,0,0,1,0,14,0,4,2,7,1,1,0,2,6,1,15,37,36,1,0,1,0,11,1,7,23,29,153,3,6,11,0,14,3,0,0,4,1,1,21,60,5,0,3,41,2,3,0,2,3,1,0,6,5,0,1,0,2,0,0,4,0,7,0,2,0,7,7,1,0,3,2,1,1,0,29,7,5,2,13,11,82,49,0,15,4,2,0,2,0,1,20,0,7,5,2,26,0,0,22,4,0,3,0,1,0,0,0,21,10,0,19,0,1,0,1,1,6,0,0,1,1,1,2,1,1,0,24,14,0,2,0,0,9,6,2,8,0,0,0,3,1,1,21,12,2,49,5,5,7,1,5,56,7,4,0,1,0,0,3,3,2,8,0,0,4,4,0,11,56,1,0,2,33,15,2,3,3,0,14,0,34,6,14,0,0,0,7,5,0,1,0,10,9,0,5,4,1,4
2,17,17,7,0,0,2,5,0,0,0,0,1,2,10,0,4,8,0,2,0,3,0,6,18,1,4,9,0,1,1,12,0,4,9,2,0,28,2,2,4,2,0,1,3,0,1,4,7,2,21,5,7,0,0,1,3,2,0,6,1,0,0,4,0,0,0,1,0,0,4,0,3,0,28,1,16,11,0,0,1,2,1,0,2,7,0,2,0,0,0,0,0,3,7,17,1,2,11,1,2,2,0,0,8,3,7,4,5,0,0,0,10,1,3,0,8,2,1,4,2,2,0,0,0,4,6,3,9,3,18,1,15,6,1,4,0,0,2,4,1,0,0,4,1,0,0,1,1,14,8,1,9,1,2,0,2,2,0,24,1,4,24,0,7,0,1,0,1,0,7,1,3,0,0,0,7,1,2,6,0,0,1,0,0,1,0,1,1,4,2,5,4,1,1,18,14,2,0,0,10,0,19,2,3,0,0,0,0,0,1,3,2,4,14,2,3,2,0,0,16,4,2,8,1,1,6,1,3,7,4,0,0,2,4,3,4,4,0,4,1,5,3,1,1,0,0,5,1,22,0,1,0,20,1,7,1,2,0,2,0,7,2,7,2,7,1
0,9,16,3,3,0,4,2,0,0,1,0,0,2,21,0,7,6,0,7,0,1,0,7,0,0,1,0,3,4,2,3,0,7,2,10,0,57,7,1,0,0,1,0,0,0,1,6,6,1,3,1,3,0,0,0,2,7,1,12,1,1,4,13,1,2,4,1,2,0,1,1,14,0,5,5,21,7,0,0,1,3,0,6,20,12,0,0,1,0,4,1,2,11,16,48,2,1,5,0,8,2,1,0,3,0,0,15,20,1,0,2,21,2,8,0,4,5,2,2,6,0,1,1,0,4,2,1,3,1,5,0,1,2,6,2,1,0,2,2,2,1,0,5,2,1,1,3,0,30,26,0,4,4,0,0,3,2,2,26,0,3,10,1,10,1,0,16,0,0,1,1,1,0,0,3,10,2,0,13,0,1,0,0,5,3,0,0,0,2,9,0,2,0,3,22,9,3,3,2,10,5,11,2,2,2,0,0,3,1,0,4,13,8,15,0,3,2,0,2,45,3,3,0,4,1,4,2,1,5,6,0,0,0,2,0,2,39,1,2,0,6,7,2,0,1,1,7,0,20,0,9,0,10,1,1,5,2,2,1,4,7,9,4,5,8,6
