ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,AGR3,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLDN4,CLEC14A,CLEC9A,CLECL1,CRISPLD2,CTLA4,CTTN,CX3CR1,CXCL12,CXCL16,CXCR4,CYTIP,DAPK3,DERL3,DMKN,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFR,EIF4EBP1,ELF3,ENAH,EPCAM,ERBB2,ERN1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LGALSL,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MRC1,MS4A1,MYH11,MYLK,MYO5B,MZB1,NARS,NKG7,NOSTRIN,NPM3,OCIAD2,OXTR,PCLAF,PCOLCE,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PIM1,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,SCD,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC5A6,SMAP2,SMS,SOX17,SPIB,SQLE,SRPK1,STC1,SVIL,TACSTD2,TCEAL7,TCF4,TCF7,TCIM,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
3,56,31,21,9,2,15,16,4,0,3,3,3,4,47,5,5,20,4,7,5,7,2,29,3,2,6,20,1,1,0,17,0,15,54,31,3,157,27,6,5,19,1,4,7,15,0,7,43,19,47,36,7,2,0,4,19,28,7,20,11,5,53,40,2,3,12,2,1,3,14,3,40,4,88,9,58,25,0,5,3,7,6,9,29,46,2,7,1,3,7,4,10,26,45,230,29,5,46,6,22,5,18,2,20,10,28,47,107,0,1,10,58,6,21,1,16,10,4,8,10,14,1,6,1,20,13,1,23,5,54,2,18,40,4,10,2,1,4,15,6,8,2,6,3,1,0,3,6,70,46,2,30,24,3,3,19,10,4,191,2,14,50,6,43,4,6,33,1,1,35,0,14,21,7,5,25,11,11,56,7,3,2,3,0,7,2,2,8,35,38,34,16,5,9,79,179,0,22,3,27,3,59,7,13,6,2,0,13,1,2,49,8,42,78,4,22,21,8,7,88,42,3,6,9,6,29,9,8,15,26,1,1,17,11,3,24,97,5,24,8,25,35,7,4,5,3,25,12,76,19,28,3,32,11,28,12,14,4,4,12,19,8,18,14,35,7
6,79,76,20,10,7,59,8,3,0,0,3,9,3,109,2,10,10,4,35,1,12,1,30,0,5,1,2,3,4,3,22,0,31,26,7,2,295,14,1,4,9,2,0,1,3,0,2,5,2,8,13,2,0,1,4,7,14,2,48,5,4,73,96,1,3,22,1,5,1,9,1,62,2,46,19,26,6,3,0,6,5,3,20,46,47,2,5,0,3,3,2,20,44,112,455,9,35,16,0,57,7,5,4,10,4,11,44,165,0,1,2,135,5,9,0,5,2,1,4,10,8,6,9,1,6,9,1,5,2,18,0,6,10,18,9,1,2,11,2,0,2,0,17,4,3,2,10,7,161,102,0,29,14,1,0,5,5,3,110,2,31,41,6,56,1,1,82,1,0,12,1,3,4,9,7,38,34,1,59,0,7,4,6,3,11,1,2,6,21,12,9,13,1,9,96,79,3,8,2,19,7,13,2,20,4,2,0,7,2,5,58,19,12,173,3,3,24,5,21,152,20,4,5,11,1,5,5,10,5,29,0,2,11,21,6,21,163,0,7,5,53,41,6,4,3,2,31,2,58,18,36,0,5,22,11,9,5,5,1,14,38,10,12,16,28,9
0,50,13,10,15,0,2,41,1,0,3,2,2,2,3,3,1,24,1,1,2,5,2,21,3,0,34,27,0,0,2,14,1,10,48,10,3,38,10,1,15,43,0,2,1,1,2,3,19,1,30,57,7,3,0,3,15,5,8,3,18,1,8,10,0,0,2,13,1,1,3,3,12,1,70,5,28,7,0,1,1,4,1,11,5,13,0,3,0,2,3,1,4,14,6,55,11,3,8,4,2,6,5,2,64,14,57,6,11,2,0,2,8,7,10,0,20,8,0,10,4,5,1,6,7,15,18,3,12,1,13,9,4,10,2,3,8,0,1,7,3,2,3,2,2,4,1,0,2,11,5,1,9,9,2,5,6,0,0,121,2,2,42,12,16,0,1,1,0,0,27,5,5,34,0,6,15,2,5,20,4,6,0,0,0,1,1,5,2,13,9,56,31,2,7,33,69,7,11,1,24,7,28,0,4,0,5,1,7,0,0,18,4,13,16,4,11,6,3,2,13,13,1,6,0,3,1,2,2,23,3,3,1,12,5,1,11,12,0,10,2,6,7,1,0,4,0,15,2,37,1,4,5,21,4,9,8,3,3,3,5,25,5,18,9,52,6
0,5,13,2,4,2,0,21,0,1,1,0,2,3,2,0,2,11,1,2,1,0,1,7,0,0,12,12,1,0,0,2,2,2,25,6,0,9,4,0,8,22,0,1,1,1,1,9,13,4,22,27,12,2,0,0,8,2,4,1,7,0,1,2,0,1,0,1,0,1,1,5,4,0,23,2,44,11,0,0,0,0,4,4,0,3,0,4,1,2,1,0,0,2,1,29,11,1,9,6,0,2,1,0,44,6,16,8,1,0,0,0,6,0,9,0,13,3,8,11,1,5,1,3,0,12,5,3,4,6,24,1,2,10,1,3,0,0,0,7,2,1,0,1,0,1,1,1,0,7,3,0,7,5,2,1,4,2,2,58,0,3,8,1,2,1,0,3,0,0,5,1,1,19,0,0,4,2,3,6,1,3,1,3,1,0,1,6,2,5,6,28,13,0,1,27,26,0,5,1,18,0,27,0,2,1,6,1,2,0,0,8,0,9,8,2,8,3,1,0,10,8,1,1,0,5,5,0,0,10,0,0,8,4,7,0,1,1,0,10,5,5,14,1,0,1,0,4,0,16,0,9,0,12,3,6,2,9,0,1,2,14,18,9,5,27,2
0,42,12,6,8,1,0,13,0,1,0,3,4,11,2,6,8,10,0,0,0,2,5,16,1,2,8,5,2,0,1,15,1,11,22,12,1,18,9,1,6,7,0,1,5,2,1,4,25,2,28,21,9,2,0,0,2,4,2,5,10,1,1,6,0,1,3,9,0,0,5,5,11,0,32,3,39,12,1,0,2,3,2,5,0,5,0,2,3,1,2,0,4,7,7,32,15,1,10,3,4,1,0,0,20,3,18,12,3,1,1,4,8,0,13,0,11,3,11,1,3,9,1,2,1,9,19,1,14,4,46,4,7,5,0,4,5,1,0,12,2,4,1,1,1,0,0,0,2,3,3,0,4,11,4,5,8,4,2,42,1,1,35,7,7,0,0,0,0,1,2,3,4,4,0,8,4,3,4,15,0,0,1,4,0,2,0,1,3,0,3,19,12,1,6,26,21,2,8,1,26,1,31,1,4,4,3,1,3,0,0,9,1,26,11,0,7,7,1,3,8,10,0,3,0,4,8,1,2,7,3,1,1,2,8,0,3,3,0,14,5,7,3,0,1,3,1,7,2,23,0,4,1,15,1,6,0,5,2,3,5,12,6,10,4,28,5
11,108,82,20,4,4,62,22,1,0,3,6,11,2,123,0,3,15,2,36,0,12,0,30,2,4,7,8,0,17,5,14,0,60,17,30,6,417,28,4,15,10,1,2,1,4,2,6,17,9,19,22,2,3,1,5,5,29,4,52,3,5,113,103,0,13,33,4,0,0,7,6,67,1,36,14,32,11,5,5,10,9,6,47,102,110,1,13,0,5,25,8,29,61,155,743,11,31,36,2,86,14,7,10,20,4,30,89,223,9,3,6,156,3,13,0,8,4,3,9,12,12,3,8,0,3,10,2,13,2,11,4,14,34,30,14,2,1,24,5,3,3,3,51,24,12,13,38,27,270,175,2,40,12,7,11,13,2,3,97,2,54,44,14,71,0,9,89,7,0,16,3,13,6,3,27,148,36,15,71,2,2,1,9,10,15,1,2,8,9,10,26,8,3,4,114,55,12,14,0,18,11,26,7,36,4,2,0,16,4,18,109,36,28,315,6,22,34,6,15,309,23,10,9,11,3,15,14,20,11,57,1,1,18,29,4,42,238,2,11,8,59,62,14,6,13,0,43,0,122,11,51,5,20,30,34,24,24,8,4,26,50,5,22,12,31,28
3,39,39,18,11,8,16,31,0,6,1,1,7,1,45,4,16,20,2,17,2,12,1,32,1,3,18,26,3,0,4,24,1,23,59,45,0,183,19,2,9,29,0,10,14,6,5,10,37,5,54,70,6,2,0,2,11,74,6,39,18,0,50,65,2,7,10,17,0,1,7,2,26,7,86,14,69,21,2,0,0,12,13,26,51,37,4,11,2,10,4,2,7,23,84,340,20,10,47,9,28,15,12,4,41,14,32,31,118,1,0,7,59,1,15,1,20,27,4,10,12,6,3,10,1,11,19,3,23,2,35,5,14,34,8,11,4,2,4,20,9,28,2,3,4,3,3,3,0,90,70,3,17,26,3,3,20,2,10,198,1,33,112,11,53,2,3,37,5,15,33,4,14,8,9,4,13,21,2,62,10,0,1,10,1,7,2,6,7,31,15,30,20,7,13,72,96,4,14,3,13,5,60,8,14,4,5,3,16,0,6,55,12,36,115,2,19,12,15,1,107,35,3,36,6,8,17,7,6,19,35,1,4,10,25,2,27,153,4,20,12,19,39,10,8,8,1,33,2,89,13,43,5,30,13,26,8,14,1,5,13,41,5,17,18,49,11
9,100,60,29,13,3,62,28,2,1,2,3,9,3,81,4,12,51,5,26,2,18,1,41,8,2,12,13,5,1,10,22,1,35,79,13,1,184,29,9,9,20,3,4,9,4,2,10,23,12,42,18,7,9,2,8,8,8,5,24,25,4,49,69,1,3,20,15,4,2,33,0,75,0,117,14,42,17,4,12,4,9,14,24,39,33,5,7,4,2,10,3,16,51,78,361,20,13,30,5,66,16,17,1,26,4,38,44,152,2,3,9,136,5,19,4,25,2,5,8,14,15,3,28,3,18,18,2,19,9,46,4,13,37,16,14,6,2,8,20,5,8,3,7,4,2,1,4,5,122,85,0,33,45,6,4,16,12,6,287,1,21,63,12,61,1,1,63,6,133,42,2,6,5,5,5,64,17,6,58,6,7,2,8,4,5,6,3,8,50,55,33,55,5,22,108,208,3,23,2,45,4,35,6,20,11,5,2,7,4,4,68,32,28,167,3,25,21,12,27,158,27,9,20,7,9,26,6,10,8,38,3,5,14,20,2,29,105,3,24,7,49,46,11,8,13,3,36,4,105,6,40,7,35,13,19,18,17,8,5,9,36,14,23,21,44,24
9,132,37,31,11,10,32,18,6,4,6,8,6,2,33,2,8,56,2,12,0,14,0,35,4,4,6,6,5,3,5,29,3,29,76,21,4,138,39,8,3,15,1,3,7,4,1,5,37,8,29,24,16,1,0,4,13,22,6,20,14,4,50,35,1,8,11,10,6,1,32,7,54,1,80,13,49,22,1,4,3,11,7,19,23,29,2,9,1,9,12,4,8,43,43,262,11,8,32,4,49,17,25,0,14,3,36,44,116,1,0,7,80,28,10,3,16,8,7,7,9,15,7,9,1,22,23,4,20,5,52,2,11,27,9,8,4,2,10,15,3,7,0,6,1,2,1,2,4,67,53,3,28,26,5,1,14,11,9,300,2,16,58,8,50,2,6,36,3,5,54,5,11,12,5,6,25,11,11,43,1,3,0,3,0,6,2,2,14,53,49,16,38,8,18,70,290,4,15,2,24,8,51,5,22,3,0,2,14,2,12,77,18,60,112,3,24,20,12,16,92,27,8,30,3,6,10,6,3,17,24,2,0,12,13,5,41,79,4,22,12,30,20,8,7,10,3,25,2,85,10,29,5,31,14,23,13,18,10,2,14,25,16,43,15,59,15
3,95,66,15,25,4,9,53,3,1,6,1,2,4,22,4,11,61,2,6,2,8,0,31,12,6,28,29,0,5,2,30,2,22,65,37,1,111,26,6,16,39,0,3,6,6,7,14,37,8,74,62,22,0,1,7,15,43,8,15,27,5,18,30,0,1,5,21,14,4,12,2,38,1,126,12,74,36,5,1,3,15,13,15,13,39,5,8,2,9,11,1,3,26,22,145,11,4,32,2,19,12,15,12,35,13,63,26,31,2,3,7,26,4,27,1,31,22,10,14,11,18,6,6,7,16,41,2,28,12,46,4,22,26,7,10,12,1,2,10,3,8,2,5,2,2,5,10,7,29,27,1,24,29,3,2,19,7,3,225,1,4,180,26,29,1,6,20,13,8,38,10,19,14,6,5,55,9,3,36,6,1,1,3,2,2,1,5,7,33,46,45,48,6,15,85,170,17,22,6,29,12,74,4,17,8,10,0,7,1,4,45,8,40,48,5,15,11,11,3,52,48,4,4,3,13,23,5,7,21,14,4,4,9,7,1,39,31,3,37,6,20,12,2,4,11,4,17,2,73,16,13,4,22,8,17,14,15,1,8,18,33,23,29,32,75,9
