state,row,col,state_rank,fitted_celltype
4,1.2460581361455443,60.07990133661559,2,Stromal
2,1.2404759697568823,61.30986225209357,5,Macrophages_1
1,0.9225346365184095,73.0585713841285,1,Invasive_Tumor
1,0.9395394498849329,75.978657014999,1,Invasive_Tumor
1,0.7902894069865815,78.90130799578625,1,Invasive_Tumor
5,0.7159964125642049,80.15713625915372,4,Endothelial
1,0.6587459618749975,82.8891309738773,1,Invasive_Tumor
1,1.390155079046358,91.76623393560654,1,Invasive_Tumor
1,0.8980695636496693,92.81155071193875,1,Invasive_Tumor
6,0.9123851396777627,107.90701447912312,6,CD8+_T_Cells
4,0.7494409279900147,123.97511312571824,2,Stromal
1,1.155498071166382,126.21063441397126,1,Invasive_Tumor
1,0.6772204304884097,127.88455128965141,1,Invasive_Tumor
1,0.9574519439572062,129.23942569049356,1,Invasive_Tumor
5,0.8209066877612649,130.67245874257063,4,Endothelial
5,1.0773804995718523,137.52692056016767,4,Endothelial
1,0.8978389724862254,144.68271521495598,1,Invasive_Tumor
4,0.7638735631755176,148.03961740769861,2,Stromal
4,0.994363554332269,148.9564839965217,2,Stromal
2,2.0856663741060837,0.8429370556314134,5,Macrophages_1
1,2.013303444476634,2.135281736908998,1,Invasive_Tumor
1,2.0604943795479564,10.21144283283889,1,Invasive_Tumor
2,1.8731355812638073,13.965562777964687,5,Macrophages_1
1,1.9274517668025724,15.241876982392776,1,Invasive_Tumor
1,1.8655079104448098,26.01281153840058,1,Invasive_Tumor
4,1.9280893676918918,61.787244006651065,2,Stromal
1,1.837370743591109,66.98416249883883,1,Invasive_Tumor
1,1.6547434795336646,68.89450078674224,1,Invasive_Tumor
1,2.0354852284507507,72.09204295432102,1,Invasive_Tumor
1,1.9196438127583475,72.92016662154774,1,Invasive_Tumor
1,1.673960330606791,84.98516336093013,1,Invasive_Tumor
5,2.0925564511051546,95.78292851155369,4,Endothelial
5,1.8185403271233516,111.21387129362495,4,Endothelial
1,2.0103890791592276,111.9288743153078,1,Invasive_Tumor
1,2.1458181124355074,112.7861045778424,1,Invasive_Tumor
1,2.0257965821514823,116.52629486036957,1,Invasive_Tumor
4,2.2278801369086603,119.71740512521559,2,Stromal
4,1.7530348359292693,121.10148606116043,2,Stromal
2,2.0804683282355096,124.56726688779925,5,Macrophages_1
1,1.8630379818119374,129.06170454992815,1,Invasive_Tumor
1,1.8258405701636236,135.03762270400364,1,Invasive_Tumor
1,1.8842300670471168,139.94952440626315,1,Invasive_Tumor
4,1.9376894935745255,143.72729119790907,2,Stromal
4,2.011233068445949,147.8282938109694,2,Stromal
2,2.7669700318433286,-0.16131215490026568,5,Macrophages_1
1,3.1801652973908374,4.765175274161899,1,Invasive_Tumor
1,3.093132487946092,15.810390831106728,1,Invasive_Tumor
1,2.6927512627445553,27.287025178260844,1,Invasive_Tumor
1,3.29765043875912,36.078241802434654,1,Invasive_Tumor
5,3.3791778352061166,37.26616553006776,4,Endothelial
4,3.2357559142319303,58.802231579255576,2,Stromal
4,2.96401503283753,65.91373935246087,2,Stromal
4,2.7858494756978915,66.65259008911063,2,Stromal
1,3.210890345386227,71.7619088535414,1,Invasive_Tumor
1,2.919364610605364,72.94177737046088,1,Invasive_Tumor
1,3.2444890140764855,99.91587872942547,1,Invasive_Tumor
1,3.0416549956153722,106.35547075510421,1,Invasive_Tumor
1,3.1953278072967426,107.02160931469437,1,Invasive_Tumor
1,3.0712732794348803,107.9469800232515,1,Invasive_Tumor
4,3.1413146336383897,121.09189251841589,2,Stromal
1,3.002100004144164,124.00537571054848,1,Invasive_Tumor
1,3.357174098781167,124.78285929268043,1,Invasive_Tumor
1,3.025382418540724,137.87462245120744,1,Invasive_Tumor
1,3.0803978726889403,141.27979137652545,1,Invasive_Tumor
1,3.376630139411251,145.26075754019288,1,Invasive_Tumor
1,2.7304481877715108,148.05144706366724,1,Invasive_Tumor
1,3.745903000302853,2.203897046327863,1,Invasive_Tumor
3,4.193879341631602,6.328561846878463,7,T_Cell_&_Tumor_Hybrid
1,3.765375318977168,14.91165485755645,1,Invasive_Tumor
1,4.388724237129859,20.036862967959724,1,Invasive_Tumor
1,3.9172762038480506,27.04421818059132,1,Invasive_Tumor
1,3.8505090377118485,38.83463729366141,1,Invasive_Tumor
1,4.384588405296077,40.08928632561491,1,Invasive_Tumor
5,4.296102958286885,40.771264396191604,4,Endothelial
1,4.373511792085314,42.020451997034314,1,Invasive_Tumor
1,4.181208931655077,50.94621722163208,1,Invasive_Tumor
7,3.8277548629890594,58.085909423382546,3,Prolif_Invasive_Tumor
2,4.382012990619807,65.7290277573034,5,Macrophages_1
2,3.946399325809724,66.89578010492123,5,Macrophages_1
1,4.160491279159279,77.37663282932664,1,Invasive_Tumor
1,4.18945039355475,79.97303078982127,1,Invasive_Tumor
1,3.968997981381833,82.0136288316359,1,Invasive_Tumor
1,4.122815874069216,86.86608572301438,1,Invasive_Tumor
1,4.184441334313306,91.00907418536735,1,Invasive_Tumor
1,4.075285106231126,105.0759542773078,1,Invasive_Tumor
5,3.780119841883161,108.904887203565,4,Endothelial
4,4.059647634841212,117.95010073992417,2,Stromal
2,4.2652771793374065,118.96670805466326,5,Macrophages_1
1,3.861086428053727,128.05914748776922,1,Invasive_Tumor
1,4.970073091934466,0.22610346704234907,1,Invasive_Tumor
1,4.912969289655672,0.8661348602684692,1,Invasive_Tumor
1,5.3698527456958685,2.1611961321021904,1,Invasive_Tumor
1,5.134458951402487,6.160921144823095,1,Invasive_Tumor
1,5.081492367248222,13.050966469068587,1,Invasive_Tumor
1,4.846016785110937,17.21633035052894,1,Invasive_Tumor
1,5.107849838258363,19.0198136726164,1,Invasive_Tumor
1,4.8651334678685245,24.021563257407493,1,Invasive_Tumor
1,5.00636611165487,34.96528951019162,1,Invasive_Tumor
1,4.872830784324224,36.94592724169263,1,Invasive_Tumor
1,5.1352866589893,45.95790037019473,1,Invasive_Tumor
4,5.115318163322988,53.62783576520058,2,Stromal
4,4.958340248884401,56.12005473095735,2,Stromal
4,5.079201342532329,62.93554871940016,2,Stromal
4,4.781387698253899,65.70622682466266,2,Stromal
1,4.701748481458879,72.19406439744505,1,Invasive_Tumor
1,5.0878783402529075,72.80489155241244,1,Invasive_Tumor
1,5.033334699074506,76.17189842716974,1,Invasive_Tumor
1,5.127006287378421,80.85168880552267,1,Invasive_Tumor
1,5.476628954972789,85.191777517758,1,Invasive_Tumor
1,5.1888958973980825,87.3797842045753,1,Invasive_Tumor
1,4.817435554911168,87.68098747197402,1,Invasive_Tumor
5,5.223403257619171,97.94900755831597,4,Endothelial
1,4.736818517897696,99.19136171071314,1,Invasive_Tumor
1,4.907683079037058,100.0559378139428,1,Invasive_Tumor
1,4.9863516789350735,106.0563393026647,1,Invasive_Tumor
1,5.342668544329873,107.18312068764736,1,Invasive_Tumor
1,4.851049035590312,110.84222794863368,1,Invasive_Tumor
2,4.834712292268197,118.74339060814296,5,Macrophages_1
1,4.980309495114914,127.85723803641608,1,Invasive_Tumor
1,4.867304342727579,146.2667104324307,1,Invasive_Tumor
1,6.225327184421301,-0.15278129012777708,1,Invasive_Tumor
1,5.784013698327315,1.6930083799256295,1,Invasive_Tumor
1,5.77050626951778,5.231356200294849,1,Invasive_Tumor
1,5.9124359910511135,8.89756371771112,1,Invasive_Tumor
1,5.900393509861539,10.91019824827798,1,Invasive_Tumor
1,6.385906410763397,12.721225528874145,1,Invasive_Tumor
1,6.1898841613851525,17.106077747261235,1,Invasive_Tumor
1,6.017510248277039,20.113593204640903,1,Invasive_Tumor
5,5.754912896233966,22.88990882882875,4,Endothelial
1,6.16887259528031,28.761253509629547,1,Invasive_Tumor
4,5.799956930522087,29.62157999641985,2,Stromal
5,5.691045780644478,40.1136116585807,4,Endothelial
1,6.237605958470461,49.519299056230714,1,Invasive_Tumor
5,6.06338852238497,52.08086458223193,4,Endothelial
1,6.184171764756163,53.12166438653187,1,Invasive_Tumor
4,6.063745530588604,56.029312243563915,2,Stromal
4,6.1713661223805385,67.06991532088263,2,Stromal
1,5.8697948813399705,67.953396708528,1,Invasive_Tumor
1,5.793151431643107,71.05883772878668,1,Invasive_Tumor
1,6.136318903656325,71.83979863008432,1,Invasive_Tumor
1,5.839318067165232,72.75186134353457,1,Invasive_Tumor
1,5.8620900444499595,90.02224773155751,1,Invasive_Tumor
1,5.908893499296531,95.01963244869185,1,Invasive_Tumor
1,6.003495831805012,102.76511551155127,1,Invasive_Tumor
1,5.929201217749303,110.8897137163858,1,Invasive_Tumor
1,5.725009741316396,111.92998539438543,1,Invasive_Tumor
1,5.871276319433422,113.14315669664855,1,Invasive_Tumor
4,5.555319369555114,121.03173350978778,2,Stromal
4,6.125046290205438,124.9664779842017,2,Stromal
1,5.67958846887865,126.68155682304288,1,Invasive_Tumor
5,5.77912333211431,132.05408211184124,4,Endothelial
1,6.010433015852195,136.10583984898352,1,Invasive_Tumor
1,5.852087400721738,142.43962249923706,1,Invasive_Tumor
1,6.3086029190813475,145.0892666871959,1,Invasive_Tumor
1,6.74142861805531,19.184822139152715,1,Invasive_Tumor
1,7.053410173869836,20.186732108794427,1,Invasive_Tumor
1,6.9921434363545005,24.637459564970015,1,Invasive_Tumor
1,6.76638130045176,25.975076396548356,1,Invasive_Tumor
4,7.104655332106351,27.966070931631503,2,Stromal
4,6.96569073375555,30.908006094998992,2,Stromal
1,7.154358110242733,32.17130675904374,1,Invasive_Tumor
1,7.1647008307927464,40.32534415526057,1,Invasive_Tumor
1,7.432647189856138,44.815106075203616,1,Invasive_Tumor
4,7.267305589887278,60.96880116094063,2,Stromal
4,6.9261636324115115,65.08499950275416,2,Stromal
4,6.952124164484815,65.84408971853405,2,Stromal
1,7.219931919177423,66.57669276468809,1,Invasive_Tumor
2,7.13105274614452,78.95698739485627,5,Macrophages_1
1,7.128026305219518,79.77918185813557,1,Invasive_Tumor
4,6.676608791137833,80.61230820908831,2,Stromal
2,6.995134775120213,84.18037940617367,5,Macrophages_1
1,6.852393818158863,95.32709625805632,1,Invasive_Tumor
1,7.0559849198086475,108.10578524946214,1,Invasive_Tumor
1,6.980369922071408,113.08319278542328,1,Invasive_Tumor
1,7.182035781618518,123.08681660292946,1,Invasive_Tumor
1,7.06344364303826,139.9844784069634,1,Invasive_Tumor
1,7.157265592421795,142.08983379835607,1,Invasive_Tumor
1,6.906716180652811,146.97373961850352,1,Invasive_Tumor
1,7.81111074881635,17.84981300358951,1,Invasive_Tumor
1,7.9179900613594905,24.255530357073617,1,Invasive_Tumor
1,7.996595917227712,27.14975231047405,1,Invasive_Tumor
4,8.075830347111017,28.531454609822834,2,Stromal
7,8.451861790138171,30.836278544984058,3,Prolif_Invasive_Tumor
1,7.991548569667872,31.710969767759437,1,Invasive_Tumor
1,7.808810999901445,49.26835263825464,1,Invasive_Tumor
1,7.930803644860123,53.978962088895216,1,Invasive_Tumor
7,7.907280805070781,57.271357449010694,3,Prolif_Invasive_Tumor
4,8.096296294754692,58.40280281850643,2,Stromal
7,7.691840597111075,58.725474070322456,3,Prolif_Invasive_Tumor
4,8.012652398840066,59.82851431981261,2,Stromal
7,8.031301307593075,61.66374230993534,3,Prolif_Invasive_Tumor
7,8.046436207240054,63.96988026916201,3,Prolif_Invasive_Tumor
5,7.880536786206927,70.85578720064385,4,Endothelial
4,7.952415654052799,76.61182351436189,2,Stromal
1,7.715187818203494,81.01998101191766,1,Invasive_Tumor
3,7.901336023327561,83.25636728898554,7,T_Cell_&_Tumor_Hybrid
1,7.891427704796657,83.80598411971893,1,Invasive_Tumor
5,8.083210009252285,92.24907530988807,4,Endothelial
1,7.7687635136356175,94.13937427482009,1,Invasive_Tumor
1,8.156239620342,96.98708959620849,1,Invasive_Tumor
4,8.298896908898273,122.78843193500398,2,Stromal
4,7.586002994997293,125.90615554473916,2,Stromal
1,8.08525174615562,127.42567909650762,1,Invasive_Tumor
1,8.13538160700605,137.92215184103915,1,Invasive_Tumor
5,7.872512594889554,139.11392258745886,4,Endothelial
1,7.92054563713424,143.94514010731567,1,Invasive_Tumor
1,8.973423884482608,5.780316628467694,1,Invasive_Tumor
1,8.940441824119654,9.137944172392105,1,Invasive_Tumor
1,8.938197406190575,22.32984964837553,1,Invasive_Tumor
1,8.664799238734005,35.213026528237975,1,Invasive_Tumor
1,9.230466312956624,39.32180899517729,1,Invasive_Tumor
1,9.215923718407364,46.028603334858914,1,Invasive_Tumor
4,8.83732714815916,52.999488580959,2,Stromal
4,8.706715134439497,61.10553609543925,2,Stromal
4,9.104212975290551,75.95547574818211,2,Stromal
1,8.884842406037388,80.90170299600234,1,Invasive_Tumor
1,9.028390632664156,85.68123209829609,1,Invasive_Tumor
1,8.93613431657098,88.20367461920976,1,Invasive_Tumor
1,9.138307750214038,89.00993704318732,1,Invasive_Tumor
1,9.138949828731201,100.67963024928243,1,Invasive_Tumor
1,8.854880524307283,103.63631785867716,1,Invasive_Tumor
1,8.723327208920988,114.35433133355848,1,Invasive_Tumor
4,8.683412320532984,119.21512065664265,2,Stromal
4,9.12207587582144,120.07668056014944,2,Stromal
4,8.762228148443194,120.70660050800937,2,Stromal
2,8.898636729140263,124.94704364744379,5,Macrophages_1
4,8.880737192309898,126.79358419759768,2,Stromal
1,8.98948654074609,146.92711298389187,1,Invasive_Tumor
1,9.612744038830698,8.956625157813903,1,Invasive_Tumor
1,10.037755719358765,10.85494359061827,1,Invasive_Tumor
4,10.104778204766841,24.72124610989289,2,Stromal
4,10.017684417408931,27.147741063558918,2,Stromal
1,9.937822765660306,35.04986938712262,1,Invasive_Tumor
1,10.019480033253757,40.10971035568065,1,Invasive_Tumor
1,10.079809269128026,48.22697963987051,1,Invasive_Tumor
4,9.44548144871467,59.220589480609746,2,Stromal
1,10.39118246165014,67.33264604675949,1,Invasive_Tumor
1,10.078018664537586,73.1851732392177,1,Invasive_Tumor
4,9.869518283522597,76.09182318923698,2,Stromal
1,9.92180932496248,95.91753091034202,1,Invasive_Tumor
1,10.098748355469837,97.74205373029146,1,Invasive_Tumor
1,9.976779212193128,118.11805180157741,1,Invasive_Tumor
4,9.5938631064437,119.94158787759048,2,Stromal
4,10.412898572271864,124.39952525807676,2,Stromal
1,9.977891868553506,127.89908940533064,1,Invasive_Tumor
1,10.20403454234316,129.05601569995744,1,Invasive_Tumor
1,9.861590030443121,134.05693283052713,1,Invasive_Tumor
1,10.30727541084916,138.70535322390168,1,Invasive_Tumor
4,11.057268737778456,-0.15301943360609982,2,Stromal
1,11.12176876689509,2.602667945043573,1,Invasive_Tumor
1,10.790949326770608,11.054900724064082,1,Invasive_Tumor
1,11.242229057936541,14.037336152092578,1,Invasive_Tumor
6,11.137963632906958,17.148752592280175,6,CD8+_T_Cells
1,11.260369245913,18.85496225958237,1,Invasive_Tumor
4,10.874382488071685,29.788094885173802,2,Stromal
4,10.903794576307842,30.935607465023423,2,Stromal
1,11.460783339536789,39.0826511942095,1,Invasive_Tumor
4,10.78799683545569,45.783401174071585,2,Stromal
1,10.972810059864337,49.07636973475934,1,Invasive_Tumor
4,11.22737827252054,57.098050617126816,2,Stromal
4,11.01954499354297,58.16406329962938,2,Stromal
4,11.116590735950659,58.92850686626286,2,Stromal
4,10.920110194147425,60.017427549990664,2,Stromal
1,11.074011177569504,65.24570037922476,1,Invasive_Tumor
1,10.738694629652937,74.86000629597613,1,Invasive_Tumor
4,11.331626135923639,78.99235127543868,2,Stromal
7,10.976367190974287,80.4012052800354,3,Prolif_Invasive_Tumor
1,10.86396435920063,82.06080933330394,1,Invasive_Tumor
5,11.133276616406382,90.18865474746505,4,Endothelial
1,10.907856042522289,94.0600956743851,1,Invasive_Tumor
5,10.73314830571945,96.20138676498382,4,Endothelial
1,10.730656498840489,97.09693605759033,1,Invasive_Tumor
1,11.138754630538026,97.95611603684756,1,Invasive_Tumor
1,10.968085312370746,106.95194312342748,1,Invasive_Tumor
1,10.973259688066312,108.95431607674017,1,Invasive_Tumor
1,11.215548761195253,112.1315576760947,1,Invasive_Tumor
1,10.774634838248652,113.00487441952114,1,Invasive_Tumor
1,10.853864449427036,118.9966523423305,1,Invasive_Tumor
2,10.923024038163746,126.01608903505704,5,Macrophages_1
1,11.018870317863415,129.05489981574587,1,Invasive_Tumor
1,10.991565709741884,133.31264952444798,1,Invasive_Tumor
1,10.942622561522018,134.81468406043842,1,Invasive_Tumor
1,10.98767471958087,138.21571425721947,1,Invasive_Tumor
1,10.978538944741764,140.9147559374748,1,Invasive_Tumor
1,10.856079122289641,146.93298963364046,1,Invasive_Tumor
4,11.837401402289185,0.9703414857366892,2,Stromal
4,12.054903271544788,1.7290830762803775,2,Stromal
5,11.821816983400895,4.873031134531438,4,Endothelial
1,11.76852894816183,12.972825586612494,1,Invasive_Tumor
4,11.937541549774862,17.880645835792105,2,Stromal
7,11.968466596767238,22.259416323985047,3,Prolif_Invasive_Tumor
4,12.451344699459641,23.83517054623891,2,Stromal
4,11.859059944828754,27.966549486079355,2,Stromal
1,12.188652144993899,36.87919338287206,1,Invasive_Tumor
1,12.149437666840926,39.25025846656,1,Invasive_Tumor
4,11.762211008959254,45.73142667616822,2,Stromal
1,12.15465059548052,50.083050158529595,1,Invasive_Tumor
1,11.763223871961337,51.239373948772574,1,Invasive_Tumor
4,11.468165552400652,54.28154076581661,2,Stromal
4,12.121263904871876,57.03537745229171,2,Stromal
4,11.648821883312456,58.34566638235313,2,Stromal
4,12.090186892361183,61.80966328921864,2,Stromal
1,11.863197820452557,63.889684662480825,1,Invasive_Tumor
5,12.331910159237975,64.89217611302777,4,Endothelial
1,12.213701879863201,67.05145427189976,1,Invasive_Tumor
1,11.909322839229722,71.57721361026485,1,Invasive_Tumor
1,11.862432477794263,73.1897065844365,1,Invasive_Tumor
6,11.757184519381175,86.24625521730786,6,CD8+_T_Cells
1,11.911815473541482,87.94236269367562,1,Invasive_Tumor
1,11.943928900963098,89.2516393873988,1,Invasive_Tumor
5,11.927061291121664,90.11475123967541,4,Endothelial
1,12.031340771054472,94.80462507180158,1,Invasive_Tumor
6,12.115704299545776,100.86179409521527,6,CD8+_T_Cells
1,12.069930891398634,101.89854171029012,1,Invasive_Tumor
1,11.847171215218712,103.06575061522766,1,Invasive_Tumor
1,11.712441705239684,112.18811745266456,1,Invasive_Tumor
1,12.272906369620495,113.13440140276502,1,Invasive_Tumor
1,11.862110163090012,116.87594488335353,1,Invasive_Tumor
1,11.869541280012996,119.02256992665946,1,Invasive_Tumor
4,11.895762137539778,122.87735923747378,2,Stromal
2,11.63138608996867,124.31645413670317,5,Macrophages_1
1,11.904405199191903,126.92311238081315,1,Invasive_Tumor
1,11.90406883719841,132.98652500028294,1,Invasive_Tumor
5,12.124071659668703,139.94331799816908,4,Endothelial
1,12.139691429821466,143.7600964104725,1,Invasive_Tumor
1,13.000754177817253,3.984193064517881,1,Invasive_Tumor
1,13.186369674822862,5.164374601339866,1,Invasive_Tumor
1,13.067992996760253,7.9658499456223435,1,Invasive_Tumor
1,12.99686357767949,10.66979385453866,1,Invasive_Tumor
1,13.032185633659644,13.958274867301126,1,Invasive_Tumor
1,12.96186930128372,16.85781058611312,1,Invasive_Tumor
4,12.92103009719331,27.010469370763847,2,Stromal
7,12.946453292621207,28.193071933793824,3,Prolif_Invasive_Tumor
2,12.774397733706,30.85995830422349,5,Macrophages_1
4,13.056088341063258,31.96889849101594,2,Stromal
4,12.801375277814083,34.00927228333746,2,Stromal
4,13.168326252814728,40.7144649175929,2,Stromal
4,12.95010828396781,55.07058676405153,2,Stromal
4,13.009898996330017,58.941168275189256,2,Stromal
5,13.098767355256191,62.80873760058157,4,Endothelial
5,13.128662893012585,64.73084534656758,4,Endothelial
1,12.68587531827331,70.99150037804128,1,Invasive_Tumor
4,12.958619264767206,77.1641004127453,2,Stromal
4,13.176035782416157,79.09819903453928,2,Stromal
1,12.66037883611355,88.76439153535662,1,Invasive_Tumor
1,13.077456095079013,89.9317841580928,1,Invasive_Tumor
1,12.548887154119562,92.09173602520858,1,Invasive_Tumor
1,12.79549863127288,96.23856172901242,1,Invasive_Tumor
1,13.007726110368038,102.30152310532988,1,Invasive_Tumor
1,12.668656979535609,103.04318598355502,1,Invasive_Tumor
1,12.80289785246317,111.21524006470753,1,Invasive_Tumor
1,12.705632998507282,113.72012880584303,1,Invasive_Tumor
1,13.329626986441513,115.10172454718958,1,Invasive_Tumor
1,13.032845551097466,121.31848514146695,1,Invasive_Tumor
1,13.113458055570534,121.9917114637178,1,Invasive_Tumor
1,12.95546497989697,127.27518831585161,1,Invasive_Tumor
1,12.92931365024856,128.27112082570585,1,Invasive_Tumor
5,12.676705162269794,130.1250650357251,4,Endothelial
1,12.941632527450427,149.33510035130038,1,Invasive_Tumor
1,13.847701557637675,7.941960773792559,1,Invasive_Tumor
5,14.171584784858467,8.954200916982119,4,Endothelial
1,14.228220373331515,12.304929286159924,1,Invasive_Tumor
1,14.293315743114835,13.077838968132323,1,Invasive_Tumor
4,14.170510387892246,15.751411138902723,2,Stromal
4,13.880269212615403,21.005419795291864,2,Stromal
2,13.776820602807922,22.59599523435173,5,Macrophages_1
4,14.153332636329017,24.526239309473368,2,Stromal
4,14.071258563494458,28.26443883164016,2,Stromal
4,13.646292309864593,30.898264949623226,2,Stromal
1,14.071096358548754,35.10568775306322,1,Invasive_Tumor
1,14.162903964497573,40.165043344466085,1,Invasive_Tumor
4,14.011785117836325,41.73031367978935,2,Stromal
4,13.962989265798132,55.68837517129955,2,Stromal
4,13.838470302476729,56.82602690482037,2,Stromal
1,13.710693060087323,66.98043233342054,1,Invasive_Tumor
4,14.160059589868006,75.66349977028139,2,Stromal
1,13.938177111045658,79.13125191170408,1,Invasive_Tumor
1,13.953306667691262,83.11844633672577,1,Invasive_Tumor
1,14.346544237383826,90.05966701705087,1,Invasive_Tumor
1,14.136900221371839,94.04495693193411,1,Invasive_Tumor
1,14.07416500025622,95.73622441809871,1,Invasive_Tumor
1,14.028412361037446,97.93681911283467,1,Invasive_Tumor
6,14.303998972153154,99.00833550297843,6,CD8+_T_Cells
1,14.34391786148324,100.15470348007428,1,Invasive_Tumor
5,14.185901022295905,105.02619634111413,4,Endothelial
5,14.116444918279585,118.33343184369207,4,Endothelial
1,13.581079385758771,125.12488946385008,1,Invasive_Tumor
1,14.024744382846702,133.01091227694099,1,Invasive_Tumor
1,13.973978609161259,139.09047988362073,1,Invasive_Tumor
1,14.018790645877115,143.3229592758172,1,Invasive_Tumor
4,15.188609217464503,-0.22536817107370677,2,Stromal
4,14.452064566562088,1.9279831762858053,2,Stromal
1,14.886137589305964,6.930061795111208,1,Invasive_Tumor
1,15.053980870988152,7.865848296747084,1,Invasive_Tumor
4,14.906630890789447,13.808683998237075,2,Stromal
4,14.716618777374748,15.119587841200223,2,Stromal
4,15.173792697379358,15.908645121237425,2,Stromal
4,15.055374381169226,21.12221918917698,2,Stromal
4,14.805779085911103,22.907909256788315,2,Stromal
4,15.062963440903165,23.747596157904713,2,Stromal
4,15.16431714240996,33.239609454927646,2,Stromal
4,15.001058529259872,34.35968241638546,2,Stromal
1,15.160112960686199,39.04493577105472,1,Invasive_Tumor
4,15.015652035032332,47.104617065127435,2,Stromal
4,14.92095420346913,48.347353408780315,2,Stromal
1,14.768115896720017,50.10173069765258,1,Invasive_Tumor
4,14.982813846605678,53.233007769256005,2,Stromal
4,15.038858587609154,60.14262406330652,2,Stromal
1,15.175166552317465,64.26399538077516,1,Invasive_Tumor
5,14.976978506302554,76.06222188346096,4,Endothelial
1,15.091483121244199,79.05978647590842,1,Invasive_Tumor
1,14.807077597253254,88.121734539868,1,Invasive_Tumor
1,14.843474168834495,96.73009072882469,1,Invasive_Tumor
1,14.977922140194622,98.82533673224988,1,Invasive_Tumor
1,14.789074307202997,107.27220836917884,1,Invasive_Tumor
1,15.164049567464936,112.28413095217945,1,Invasive_Tumor
1,15.09262606586372,134.08607483271896,1,Invasive_Tumor
5,15.05581915287849,144.80960166454935,4,Endothelial
7,16.06778082504319,1.2405535721228547,3,Prolif_Invasive_Tumor
1,16.40420871229696,7.015985253003264,1,Invasive_Tumor
4,15.90622716240664,14.765947769590792,2,Stromal
4,15.55971174289989,24.123908564850538,2,Stromal
4,16.039860039379292,27.178497800911334,2,Stromal
4,15.989879291807666,29.175222953225042,2,Stromal
1,15.896496191497919,36.93808381756391,1,Invasive_Tumor
4,15.804234028128246,38.89607915217963,2,Stromal
4,15.91216209563957,39.73862567143926,2,Stromal
4,16.036267685843566,45.303919770637435,2,Stromal
1,15.899436659871492,47.04257227743138,1,Invasive_Tumor
1,16.48249073590875,49.31329957617772,1,Invasive_Tumor
1,15.807899123673371,49.94821891981545,1,Invasive_Tumor
4,15.841376527458465,51.34229779757999,2,Stromal
4,15.542275991997094,53.63583676017493,2,Stromal
4,16.050296883004307,55.03269890336961,2,Stromal
1,15.596718674440048,71.83737659543337,1,Invasive_Tumor
1,15.8921090733251,72.87892908407292,1,Invasive_Tumor
1,15.944865893087888,74.73449523904331,1,Invasive_Tumor
1,15.858054406830622,76.8711656770337,1,Invasive_Tumor
1,16.347774535490903,87.38177668704104,1,Invasive_Tumor
6,16.1988788782631,87.88729093805968,6,CD8+_T_Cells
1,16.263827375260316,91.21649451079605,1,Invasive_Tumor
1,15.823516236290017,93.60961783433993,1,Invasive_Tumor
1,16.225718812902915,101.48824323186331,1,Invasive_Tumor
1,16.099200189268792,101.99654298282654,1,Invasive_Tumor
1,16.154281189735368,105.18245640551433,1,Invasive_Tumor
1,16.205887765756554,108.24793169947446,1,Invasive_Tumor
