"gene","cell_type","Z_score","p_val"
"WARS","B_Cells",0.005081334781685,0.995945698876415
"ACTG2","CD4+_T_Cells",0.000257863040657493,0.999794255063338
"ADGRE5","CD4+_T_Cells",0.00435451723341716,0.99652560890984
"ANKRD28","CD4+_T_Cells",0.00334669116768563,0.997329731772182
"ANKRD29","CD4+_T_Cells",0.00334669116768563,0.997329731772182
"APOBEC3B","CD4+_T_Cells",0.00435451723341716,0.99652560890984
"BACE2","CD4+_T_Cells",0.00435451723341716,0.99652560890984
"CD247","CD4+_T_Cells",0.00435451723341716,0.99652560890984
"CD3D","CD4+_T_Cells",0.00417659665999915,0.996667567696758
"CD3E","CD4+_T_Cells",0.00417659665999915,0.996667567696758
"CD3G","CD4+_T_Cells",0.00415744011266887,0.996682852277409
"CD4","CD4+_T_Cells",0.00334669116768563,0.997329731772182
"CD69","CD4+_T_Cells",0.00389116394768085,0.996895308197366
"CTLA4","CD4+_T_Cells",0.00435451723341716,0.99652560890984
"CTTN","CD4+_T_Cells",0.000932969356631158,0.999255598262634
"CXCR4","CD4+_T_Cells",0.00303930002318397,0.997574993169292
"CYTIP","CD4+_T_Cells",0.00366730017335714,0.997073924370693
"DSC2","CD4+_T_Cells",0.0031403054410302,0.997494402890563
"EGFL7","CD4+_T_Cells",0.00389116394768085,0.996895308197366
"ESM1","CD4+_T_Cells",0.00334669116768563,0.997329731772182
"FAM107B","CD4+_T_Cells",0.00444852789185586,0.996450599983541
"FBLIM1","CD4+_T_Cells",0.00435451723341716,0.99652560890984
"GLIPR1","CD4+_T_Cells",0.00275544239974735,0.997801477833093
"HDC","CD4+_T_Cells",0.0011777217119799,0.999060314246317
"HMGA1","CD4+_T_Cells",0.0027109103728894,0.997837009117068
"HPX","CD4+_T_Cells",0.00435451723341716,0.99652560890984
"IGF1","CD4+_T_Cells",0.00435451723341716,0.99652560890984
"IL2RG","CD4+_T_Cells",0.00372527024155456,0.997027671264264
"IL3RA","CD4+_T_Cells",0.00389116394768085,0.996895308197366
"IL7R","CD4+_T_Cells",0.00435451723341716,0.99652560890984
"KLRB1","CD4+_T_Cells",0.00435451723341716,0.99652560890984
"LDHB","CD4+_T_Cells",0.00299187706249193,0.997612831045407
"LPXN","CD4+_T_Cells",0.00290293896281937,0.997683793073748
"MDM2","CD4+_T_Cells",0.00115212738608557,0.999080735549936
"MMP2","CD4+_T_Cells",0.00358089828084736,0.997142862654007
"MYLK","CD4+_T_Cells",0.00400648822169876,0.996803293457098
"NARS","CD4+_T_Cells",0.00194184033715401,0.998450636549149
"PCLAF","CD4+_T_Cells",0.00348876430318549,0.997216374473015
"POLR2J3","CD4+_T_Cells",0.00083040790687805,0.999337430428082
"PTPRC","CD4+_T_Cells",0.00371413991516738,0.997036551918408
"RHOH","CD4+_T_Cells",0.000672923692752203,0.999463084615476
"S100A4","CD4+_T_Cells",0.00435451723341716,0.99652560890984
"SELL","CD4+_T_Cells",0.00435451723341716,0.99652560890984
"SLC25A37","CD4+_T_Cells",0.003546337406178,0.997170438067216
"SMAP2","CD4+_T_Cells",0.00334669116768563,0.997329731772182
"SRPK1","CD4+_T_Cells",0.00209281433454381,0.998330176972776
"STC1","CD4+_T_Cells",0.00435451723341716,0.99652560890984
"TMEM147","CD4+_T_Cells",0.000484105417151165,0.999613739776941
"TOMM7","CD4+_T_Cells",0.00267986013026349,0.997861783536272
"TRAC","CD4+_T_Cells",0.00433641497355261,0.996540052287133
"TRAPPC3","CD4+_T_Cells",0.00120187388567361,0.999041043613458
"TUBA4A","CD4+_T_Cells",0.00292497892502864,0.99766620780284
"TYROBP","CD4+_T_Cells",0.00341144299458914,0.997278067584175
"ZEB1","CD4+_T_Cells",0.00358420802815478,0.997140221874677
"ZEB2","CD4+_T_Cells",0.00173434200958556,0.998616195981134
"ACTG2","CD8+_T_Cells",0.0420910829342962,0.966426088660342
"ADGRE5","CD8+_T_Cells",0.00234523292671043,0.998128776571616
"AIF1","CD8+_T_Cells",0.00230712907480585,0.998159178964501
"BACE2","CD8+_T_Cells",0.00234523292671043,0.998128776571616
"C1QA","CD8+_T_Cells",0.00232244025567645,0.998146962442406
"C2orf42","CD8+_T_Cells",0.00229789353373306,0.9981665478406
"CCDC6","CD8+_T_Cells",0.00184314273921549,0.99852938569768
"CCL5","CD8+_T_Cells",0.00270615926935545,0.997840799935319
"CD247","CD8+_T_Cells",0.00234523292671043,0.998128776571616
"CD3E","CD8+_T_Cells",0.0430921648993876,0.965628065003935
"CD3G","CD8+_T_Cells",0.0410914087767241,0.967223023623482
"CD4","CD8+_T_Cells",0.00231699478261041,0.998151307289601
"CD69","CD8+_T_Cells",0.0020803364622289,0.998340132852775
"CD8A","CD8+_T_Cells",0.0023154703778535,0.998152523585359
"CD8B","CD8+_T_Cells",0.00234523292671043,0.998128776571616
"CXCL12","CD8+_T_Cells",0.00209748630050158,0.998326449291451
"CXCR4","CD8+_T_Cells",0.0247635407878553,0.9802435723706
"CYTIP","CD8+_T_Cells",0.0359892531810795,0.971290928123435
"DAPK3","CD8+_T_Cells",0.0020164475705866,0.998391108706069
"DNTTIP1","CD8+_T_Cells",0.00203115163161475,0.99837937658682
"DSC2","CD8+_T_Cells",0.00229766160874168,0.998166732889481
"DUSP2","CD8+_T_Cells",0.0431585239418616,0.965575167360757
"ESR1","CD8+_T_Cells",0.00234523292671043,0.998128776571616
"FAM107B","CD8+_T_Cells",0.0784651084404109,0.93745808405412
"GLIPR1","CD8+_T_Cells",0.00207367598828258,0.998345447130641
"GPR183","CD8+_T_Cells",0.00234523292671043,0.998128776571616
"GZMA","CD8+_T_Cells",0.00234523292671043,0.998128776571616
"HDC","CD8+_T_Cells",0.000300453766170325,0.999760272582344
"HMGA1","CD8+_T_Cells",0.00553042382826856,0.995587382706489
"IL2RG","CD8+_T_Cells",0.00301543792826711,0.997594032279167
"JUP","CD8+_T_Cells",0.00207250155538687,0.998346384190503
"KRT15","CD8+_T_Cells",0.00229789353373306,0.9981665478406
"LAG3","CD8+_T_Cells",0.00234523292671043,0.998128776571616
"LARS","CD8+_T_Cells",0.00223242217888457,0.998218786289783
"LDHB","CD8+_T_Cells",0.0020950638932231,0.998328382088572
"LPL","CD8+_T_Cells",0.0020803364622289,0.998340132852775
"LPXN","CD8+_T_Cells",0.00230712907480585,0.998159178964501
"MAP3K8","CD8+_T_Cells",0.0378714294554606,0.969790192692873
"MEDAG","CD8+_T_Cells",0.00234523292671043,0.998128776571616
"OCIAD2","CD8+_T_Cells",0.0411976874644151,0.967138297245366
"PDE4A","CD8+_T_Cells",0.00228519088504225,0.998176683061261
"PIM1","CD8+_T_Cells",0.0410914087767241,0.967223023623482
"POLR2J3","CD8+_T_Cells",0.0179890826806965,0.985647562761996
"PTPRC","CD8+_T_Cells",0.00219043857309275,0.998252284278738
"QARS","CD8+_T_Cells",0.00181203908138962,0.998554202784597
"S100A4","CD8+_T_Cells",0.00234523292671043,0.998128776571616
"SERPINB9","CD8+_T_Cells",0.00230693750614902,0.998159331813767
"SLAMF1","CD8+_T_Cells",0.0410914087767241,0.967223023623482
"SMS","CD8+_T_Cells",0.00208134830957137,0.99833932551715
"TOMM7","CD8+_T_Cells",0.040414600348035,0.967762590364766
"TRAC","CD8+_T_Cells",0.0458692096585671,0.963414495468594
"TRAPPC3","CD8+_T_Cells",0.00224917371868435,0.998205420528363
"TUBA4A","CD8+_T_Cells",0.00209551954510767,0.998328018531766
"ACTA2","Endothelial",0.0372146760743023,0.97031383690325
"ACTG2","Endothelial",0.046970530278736,0.962536715025774
"ADAM9","Endothelial",0.0456952641822244,0.963553138503434
"AKR1C1","Endothelial",0.01015854558163,0.991894792724672
"ANGPT2","Endothelial",0.0121325752296818,0.99031984302756
"ANKRD28","Endothelial",0.0108335814053556,0.991356221740443
"AQP1","Endothelial",0.0441781752174098,0.964762378718729
"AVPR1A","Endothelial",0.0106473416925023,0.991504810961034
"BACE2","Endothelial",0.0121325752296818,0.99031984302756
"BTNL9","Endothelial",0.0435186922051585,0.965288064415768
"CAV1","Endothelial",0.0611766648208245,0.951218513691806
"CAVIN2","Endothelial",0.0121325752296818,0.99031984302756
"CCL8","Endothelial",0.01015854558163,0.991894792724672
"CCND1","Endothelial",0.00433597452383909,0.996540403711855
"CCPG1","Endothelial",0.0368779144668529,0.970582349468922
"CD93","Endothelial",0.0546363598393885,0.956428171045517
"CDC42EP1","Endothelial",0.0107613079910445,0.991413884220483
"CLEC14A","Endothelial",0.0487254248756028,0.961138113816107
"CTTN","Endothelial",0.00233162422504803,0.998139634714878
"CXCL12","Endothelial",0.0491466522232672,0.960802425204809
"DAPK3","Endothelial",0.0441983997849535,0.964746257595314
"DNTTIP1","Endothelial",0.0404221284163183,0.967756588739572
"DST","Endothelial",0.0214279057971291,0.98290431306625
"EDNRB","Endothelial",0.0441781752174098,0.964762378718729
"EGFL7","Endothelial",0.0435186922051585,0.965288064415768
"EIF4EBP1","Endothelial",0.0477086614867994,0.96194843109693
"ENAH","Endothelial",0.0341957498128769,0.972721055718566
"ESM1","Endothelial",0.0108335814053556,0.991356221740443
"FBLIM1","Endothelial",0.0121325752296818,0.99031984302756
"FLNB","Endothelial",0.0511700480124201,0.959190018789695
"HDC","Endothelial",0.0107586163243798,0.991416031735438
"HOXD8","Endothelial",0.0117570667277633,0.99061943408853
"HOXD9","Endothelial",0.0435186922051585,0.965288064415768
"IL3RA","Endothelial",0.0435186922051585,0.965288064415768
"JUP","Endothelial",0.0491266439355708,0.960818370248089
"KARS","Endothelial",0.0380263036685139,0.969666709896359
"KDR","Endothelial",0.0121325752296818,0.99031984302756
"LARS","Endothelial",0.0100375000895198,0.991991368129897
"LDHB","Endothelial",0.0524071619359509,0.958204267561471
"LGALSL","Endothelial",0.0121325752296818,0.99031984302756
"LPL","Endothelial",0.0435186922051585,0.965288064415768
"MMRN2","Endothelial",0.0426325070037602,0.965994482197103
"MYLK","Endothelial",0.051015208866492,0.959313401405884
"NARS","Endothelial",0.00350068671153299,0.997206861825556
"NOSTRIN","Endothelial",0.0475871410095815,0.962045280407457
"OXTR","Endothelial",0.0121325752296818,0.99031984302756
"PCOLCE","Endothelial",0.0121325752296818,0.99031984302756
"PDE4A","Endothelial",0.00937832574560067,0.992517288369381
"PDGFRB","Endothelial",0.0108335814053556,0.991356221740443
"PECAM1","Endothelial",0.343395110803861,0.731301237183944
"PELI1","Endothelial",0.0440860272997323,0.964835830555734
"PPARG","Endothelial",0.0451596970746416,0.963980018530667
"PTN","Endothelial",0.0121325752296818,0.99031984302756
"PTRHD1","Endothelial",0.040353362178259,0.967811411528332
"QARS","Endothelial",0.0084428974708482,0.993263622490655
"RAMP2","Endothelial",0.0576583947802406,0.954020734686236
"RAPGEF3","Endothelial",0.0121325752296818,0.99031984302756
"SMS","Endothelial",0.0392792644256211,0.968667738447579
"SNAI1","Endothelial",0.0121325752296818,0.99031984302756
"SOX17","Endothelial",0.0121325752296818,0.99031984302756
"SQLE","Endothelial",0.00936288190486698,0.992529610230469
"SVIL","Endothelial",0.0445823294692134,0.964440227694914
"TCF4","Endothelial",0.0416048837972557,0.966813679907512
"TCIM","Endothelial",0.0108487988292147,0.991344080706388
"TMEM147","Endothelial",0.00952114852907623,0.992403337363497
"TOMM7","Endothelial",0.0036091086275938,0.997120354199334
"TRAPPC3","Endothelial",0.00940726165829432,0.992494201869812
"TUBA4A","Endothelial",0.0319534385400537,0.974509182580018
"TUBB2B","Endothelial",0.000168739420533576,0.999865365422196
"VWF","Endothelial",3.25831020703133,0.00112077818058723
"WARS","Endothelial",0.00984253984398566,0.992146916214956
"ZEB1","Endothelial",0.0408636489293615,0.967404597179526
"ZEB2","Endothelial",0.0480802351334489,0.961652298064171
"ABCC11","Invasive_Tumor",2.59289280951133,0.00951724281083302
"ACTG2","Invasive_Tumor",0.0643431979106814,0.948696957736369
"ADAM9","Invasive_Tumor",0.057177148253738,0.954404081426015
"ANKRD30A","Invasive_Tumor",1.41829168096953,0.15610562447267
"AR","Invasive_Tumor",1.35800253681714,0.174462879198412
"C2orf42","Invasive_Tumor",0.000393660522058902,0.999685904355364
"C6orf132","Invasive_Tumor",0.0538287540796075,0.957071600281455
"CCDC6","Invasive_Tumor",1.41837899422804,0.156080144993062
"CCND1","Invasive_Tumor",0.00600423612253753,0.995209341482983
"CD9","Invasive_Tumor",1.77176706361816,0.0764332320304702
"CDH1","Invasive_Tumor",0.041752605488301,0.966695917379161
"CEACAM6","Invasive_Tumor",0.005787165424765,0.995382535830916
"CLDN4","Invasive_Tumor",2.71038505511822,0.00672051379273219
"CTTN","Invasive_Tumor",0.0129468983916369,0.989670158248931
"DAPK3","Invasive_Tumor",0.000554996007502753,0.999557177277039
"DMKN","Invasive_Tumor",0.00867410629415523,0.993079151296821
"DNTTIP1","Invasive_Tumor",0.0484149683381125,0.961385530285354
"DSC2","Invasive_Tumor",1.5973309644961,0.110191952062992
"DSP","Invasive_Tumor",1.40888552235958,0.158869021157432
"DST","Invasive_Tumor",0.749605557848123,0.453492302483803
"EIF4EBP1","Invasive_Tumor",0.0537122610318057,0.957164414013991
"ELF3","Invasive_Tumor",0.0691576285017995,0.944864149873677
"ENAH","Invasive_Tumor",0.0237595628388468,0.981044395115888
"EPCAM","Invasive_Tumor",0.0438383600199298,0.965033249588432
"ERBB2","Invasive_Tumor",0.0108133699015553,0.991372347242716
"FASN","Invasive_Tumor",0.0618764543141438,0.950661218295267
"FLNB","Invasive_Tumor",0.0535480661174124,0.957295234333322
"FOXA1","Invasive_Tumor",3.37807252891358,0.000729958251078967
"FSTL3","Invasive_Tumor",0.00867410629415523,0.993079151296821
"GATA3","Invasive_Tumor",0.128481400503595,0.897768016474583
"HDC","Invasive_Tumor",1.5393949921533,0.123707895869975
"HMGA1","Invasive_Tumor",0.661310487218797,0.508413217339827
"HOOK2","Invasive_Tumor",0.0536495180228527,0.957214403614248
"JUP","Invasive_Tumor",0.00642850841248595,0.9948708277165
"KARS","Invasive_Tumor",0.0533440429735732,0.957457788916663
"KLF5","Invasive_Tumor",0.0478961277813212,0.961799025433752
"KRT15","Invasive_Tumor",0.000393660522058902,0.999685904355364
"KRT7","Invasive_Tumor",0.0298977201851069,0.976148624066856
"KRT8","Invasive_Tumor",0.0343983423194175,0.972559505328528
"LARS","Invasive_Tumor",0.068564566973375,0.945336223923678
"LYPD3","Invasive_Tumor",0.00574385999004109,0.995417087994397
"MDM2","Invasive_Tumor",0.0046582376322186,0.996283277554344
"MLPH","Invasive_Tumor",0.0515358290944082,0.958898552283552
"MYO5B","Invasive_Tumor",0.0607199251309628,0.951582262998883
"NARS","Invasive_Tumor",0.774483330750912,0.438645021977704
"OCIAD2","Invasive_Tumor",0.0660159036763756,0.947365163772175
"OXTR","Invasive_Tumor",0.00867410629415523,0.993079151296821
"POLR2J3","Invasive_Tumor",0.00394930022890823,0.996848922512592
"PTRHD1","Invasive_Tumor",0.051379017605305,0.959023504211973
"QARS","Invasive_Tumor",0.0643904293138143,0.948659350514765
"RORC","Invasive_Tumor",0.00867410629415523,0.993079151296821
"S100A14","Invasive_Tumor",0.0594681616985588,0.952579223864776
"SCD","Invasive_Tumor",0.0502816528157967,0.959897944205925
"SDC4","Invasive_Tumor",0.051102427227452,0.959243901874087
"SERHL2","Invasive_Tumor",0.0647134582772805,0.948402147129138
"SH3YL1","Invasive_Tumor",0.279615818319428,0.779772269754922
"SLC5A6","Invasive_Tumor",0.0228894120607098,0.981738486135997
"SMS","Invasive_Tumor",0.0416627014885764,0.96676758802879
"SQLE","Invasive_Tumor",0.066169032275169,0.947243251388203
"TACSTD2","Invasive_Tumor",0.0345080967896439,0.972471985890568
"TCIM","Invasive_Tumor",1.65965996948294,0.0969828767110779
"TFAP2A","Invasive_Tumor",0.0502298055072009,0.959939260165426
"TMEM147","Invasive_Tumor",0.068722910640116,0.945210181261074
"TOMM7","Invasive_Tumor",0.00838537442249668,0.993309517618156
"TRAF4","Invasive_Tumor",1.11519164154539,0.26476830711411
"TRAPPC3","Invasive_Tumor",0.0580115849283266,0.953739400630364
"TUBB2B","Invasive_Tumor",0.0482847888346318,0.961489277165244
"USP53","Invasive_Tumor",2.74691034401631,0.00601595773627183
"ZNF562","Invasive_Tumor",0.0565727063481304,0.954885576892467
"ACTG2","Macrophages_1",0.0054565610653585,0.995646315775358
"ADAM9","Macrophages_1",0.00692171351825907,0.994477315748258
"AIF1","Macrophages_1",0.0445874882641281,0.96443611566111
"APOC1","Macrophages_1",0.012059866293919,0.990377852120767
"BASP1","Macrophages_1",0.0483330459086342,0.961450818493636
"C1QC","Macrophages_1",0.0395799353198887,0.968428024197582
"CCDC6","Macrophages_1",0.00224652928454758,0.998207530476202
"CCL8","Macrophages_1",0.0103601035973886,0.991733981159296
"CCND1","Macrophages_1",0.0917415505009907,0.926903384048057
"CD14","Macrophages_1",0.00838489517188926,0.993309899991374
"CD163","Macrophages_1",0.0451250641797993,0.964007623441302
"CD4","Macrophages_1",0.00987696715997546,0.992119448526224
"CD68","Macrophages_1",0.042890389399761,0.965788909850124
"CD83","Macrophages_1",0.0395799353198887,0.968428024197582
"CD86","Macrophages_1",0.0395799353198887,0.968428024197582
"CEACAM6","Macrophages_1",0.00970821385842393,0.992254087724201
"CLDN4","Macrophages_1",0.00819296922749308,0.993463029478412
"CXCL16","Macrophages_1",0.0115426806647388,0.990790477810558
"DSC2","Macrophages_1",0.0218624616422482,0.982557668882685
"EIF4EBP1","Macrophages_1",0.0286441478367242,0.977148401633793
"ENAH","Macrophages_1",0.0866516721737982,0.93094839187205
"ERBB2","Macrophages_1",0.00502664212972401,0.995989336741678
"FCER1G","Macrophages_1",0.00907762731915794,0.992757200785239
"FCGR3A","Macrophages_1",0.103809428463575,0.91732058406673
"FGL2","Macrophages_1",0.0383230062827041,0.969430147896436
"GLIPR1","Macrophages_1",0.0409933910989027,0.967301164574168
"GPR183","Macrophages_1",0.0115426806647388,0.990790477810558
"HAVCR2","Macrophages_1",0.0115426806647388,0.990790477810558
"HMGA1","Macrophages_1",0.00660169905291413,0.994732644511333
"IGSF6","Macrophages_1",0.00841756336748148,0.993283835462324
"ITGAM","Macrophages_1",0.0115426806647388,0.990790477810558
"ITGAX","Macrophages_1",0.0115426806647388,0.990790477810558
"KARS","Macrophages_1",0.0315870818324545,0.974801345454696
"LGALSL","Macrophages_1",0.0115426806647388,0.990790477810558
"LPL","Macrophages_1",0.0105319405575039,0.991596882582274
"LYZ","Macrophages_1",0.0091731934620875,0.992680953210042
"MAP3K8","Macrophages_1",0.00882378840225788,0.992959726824554
"MDM2","Macrophages_1",0.00664808686640076,0.994695633203353
"MNDA","Macrophages_1",0.0115426806647388,0.990790477810558
"MRC1","Macrophages_1",0.0115426806647388,0.990790477810558
"NARS","Macrophages_1",0.00968481280805173,0.992272758183258
"PDE4A","Macrophages_1",0.00898385334004434,0.992832018544435
"PDK4","Macrophages_1",0.0409933910989027,0.967301164574168
"PELI1","Macrophages_1",0.0090722836532133,0.992761464238233
"PTRHD1","Macrophages_1",0.0084622124921099,0.99324821188392
"S100A14","Macrophages_1",0.00915761662235805,0.992693381207952
"SH3YL1","Macrophages_1",0.0298124434991459,0.976216634701385
"SMS","Macrophages_1",0.0356379452922248,0.971571051559879
"TMEM147","Macrophages_1",0.0424630786927154,0.966129544122849
"TOMM7","Macrophages_1",0.0028998483516084,0.997686259014337
"TRAPPC3","Macrophages_1",0.00929484993139406,0.99258388952978
"TUBB2B","Macrophages_1",0.00990011314522266,0.992100981604851
"TYROBP","Macrophages_1",0.0103601035973886,0.991733981159296
"USP53","Macrophages_1",0.0391184797411694,0.96879592754236
"ZEB2","Macrophages_1",0.00836379993985103,0.993326730961137
"ZNF562","Macrophages_1",0.00619247774490298,0.995059149191867
"ABCC11","Prolif_Invasive_Tumor",0.0729594437034548,0.941838390696366
"ACTG2","Prolif_Invasive_Tumor",0.00323290192979171,0.997420521956933
"ADAM9","Prolif_Invasive_Tumor",0.081413202968123,0.935113349516139
"ANKRD28","Prolif_Invasive_Tumor",0.00370291937518439,0.99704550455246
"ANKRD30A","Prolif_Invasive_Tumor",0.0841075534397459,0.932970919149933
"AR","Prolif_Invasive_Tumor",0.0036246181063871,0.9971079795066
"BASP1","Prolif_Invasive_Tumor",0.00368341345724316,0.997061067917091
"C2orf42","Prolif_Invasive_Tumor",0.0036592226688162,0.997080369243612
"C6orf132","Prolif_Invasive_Tumor",0.0763452366304199,0.939144437208891
"CCDC6","Prolif_Invasive_Tumor",0.067699968226192,0.946024474606839
"CCND1","Prolif_Invasive_Tumor",0.0382887426915472,0.969457466236816
"CD9","Prolif_Invasive_Tumor",0.0033379038375798,0.997336743008043
"CDH1","Prolif_Invasive_Tumor",0.0448917774046233,0.964193570919327
"CEACAM6","Prolif_Invasive_Tumor",0.0871703127189264,0.930536136526606
"CENPF","Prolif_Invasive_Tumor",0.00448485352684383,0.996421616609354
"CLDN4","Prolif_Invasive_Tumor",0.00409106769240025,0.996735809356407
"CTTN","Prolif_Invasive_Tumor",0.00228117478165416,0.998179887439796
"DAPK3","Prolif_Invasive_Tumor",0.00366112452200431,0.997078851794481
"DMKN","Prolif_Invasive_Tumor",0.00370634089807717,0.997042774590903
"DNTTIP1","Prolif_Invasive_Tumor",0.00265948016108313,0.997878044341084
"DSP","Prolif_Invasive_Tumor",0.00364808599042759,0.997089254968048
"DST","Prolif_Invasive_Tumor",0.00324531314879314,0.997410619288859
"EIF4EBP1","Prolif_Invasive_Tumor",0.00363124123884851,0.997102695046242
"ELF3","Prolif_Invasive_Tumor",0.00262502034014804,0.997905539204197
"ENAH","Prolif_Invasive_Tumor",0.0435058207833703,0.965298324606995
"EPCAM","Prolif_Invasive_Tumor",1.04205350651502,0.297386872534754
"FASN","Prolif_Invasive_Tumor",1.56873125731553,0.116710572080822
"FOXA1","Prolif_Invasive_Tumor",0.0792192063066352,0.936858268177059
"FSTL3","Prolif_Invasive_Tumor",0.00370634089807717,0.997042774590903
"GATA3","Prolif_Invasive_Tumor",0.010654808062106,0.991498853997906
"HDC","Prolif_Invasive_Tumor",0.0746707105141148,0.940476712217543
"HMGA1","Prolif_Invasive_Tumor",0.0505946863825641,0.959648497056784
"HOOK2","Prolif_Invasive_Tumor",0.076538789467206,0.938990454935391
"JUP","Prolif_Invasive_Tumor",0.00368923908599008,0.997056419769439
"KARS","Prolif_Invasive_Tumor",0.0750759657714457,0.940154270381778
"KLF5","Prolif_Invasive_Tumor",0.0036570553726576,0.997082098484185
"KRT7","Prolif_Invasive_Tumor",0.00518677899601886,0.995861567674606
"KRT8","Prolif_Invasive_Tumor",0.0350679429123664,0.972025563531975
"LARS","Prolif_Invasive_Tumor",0.00340241389371357,0.997285271722552
"LYPD3","Prolif_Invasive_Tumor",2.39548272199255,0.0165984965160372
"MDM2","Prolif_Invasive_Tumor",0.0477330916666435,0.961928960815903
"MKI67","Prolif_Invasive_Tumor",0.0849247901249169,0.932321183309264
"MLPH","Prolif_Invasive_Tumor",0.0815968930367928,0.934967272054888
"MYO5B","Prolif_Invasive_Tumor",0.00287057953638753,0.997709612052913
"NARS","Prolif_Invasive_Tumor",0.00168218594132744,0.998657810442025
"OCIAD2","Prolif_Invasive_Tumor",0.00720149938468139,0.994254084491763
"OXTR","Prolif_Invasive_Tumor",0.00370634089807717,0.997042774590903
"PCLAF","Prolif_Invasive_Tumor",0.00366562816680547,0.997075258429939
"POLR2J3","Prolif_Invasive_Tumor",0.0227647919734465,0.981837892676941
"PTRHD1","Prolif_Invasive_Tumor",0.00336216064015318,0.997317388988378
"QARS","Prolif_Invasive_Tumor",0.0662575227375636,0.947172800818522
"RORC","Prolif_Invasive_Tumor",0.00370634089807717,0.997042774590903
"RTKN2","Prolif_Invasive_Tumor",0.0036988884093063,0.997048720775873
"S100A14","Prolif_Invasive_Tumor",0.00343216961718763,0.997261530228823
"SCD","Prolif_Invasive_Tumor",0.040254553848187,0.967890185163052
"SDC4","Prolif_Invasive_Tumor",0.0850628936841648,0.932211389899924
"SERHL2","Prolif_Invasive_Tumor",0.00337232103509455,0.997309282212082
"SH3YL1","Prolif_Invasive_Tumor",0.00263673179302637,0.9978961948491
"SLC5A6","Prolif_Invasive_Tumor",2.13132013444812,0.0330627774274677
"SMS","Prolif_Invasive_Tumor",0.0057932095101401,0.99537771342935
"SQLE","Prolif_Invasive_Tumor",0.00230408237910621,0.9981616098695
"SRPK1","Prolif_Invasive_Tumor",0.00366141228209794,0.997078622196684
"STC1","Prolif_Invasive_Tumor",0.00370634089807717,0.997042774590903
