,state,row,col,state_rank,fitted_celltype
69,0,2.0103890791592276,36.23588399624053,3,Prolif_Invasive_Tumor
70,6,2.1458181124355074,38.16732719743155,1,Invasive_Tumor
71,6,2.0257965821514823,42.02774905025804,1,Invasive_Tumor
72,6,2.2278801369086603,42.74513612645312,1,Invasive_Tumor
73,3,1.7530348359292693,48.71953389342294,2,Stromal
74,5,2.0804683282355096,51.93858630263171,8,B_Cells
75,3,1.8630379818119374,56.657216922089944,2,Stromal
76,4,1.8258405701636236,59.0810160546369,6,CD8+_T_Cells
77,3,1.8842300670471168,60.71783533732393,2,Stromal
78,6,1.9376894935745255,63.03298254585094,1,Invasive_Tumor
79,0,2.011233068445949,65.94237370945466,3,Prolif_Invasive_Tumor
80,0,1.7669700318433286,71.1423570536194,3,Prolif_Invasive_Tumor
81,4,2.1801652973908374,72.8124104809477,6,CD8+_T_Cells
82,6,2.093132487946092,76.05474588990495,1,Invasive_Tumor
83,4,1.6927512627445553,76.72103196143307,6,CD8+_T_Cells
84,8,2.29765043875912,82.15910991035388,4,Endothelial
85,3,2.3791778352061166,94.9770076467445,2,Stromal
86,3,2.2357559142319303,97.09917013379308,2,Stromal
87,6,2.96401503283753,-0.26410506936560646,1,Invasive_Tumor
88,6,2.7858494756978915,4.099816855134353,1,Invasive_Tumor
89,6,3.210890345386227,6.061240679260742,1,Invasive_Tumor
90,0,2.919364610605364,13.072739578542672,3,Prolif_Invasive_Tumor
91,6,3.2444890140764855,14.062526792602798,1,Invasive_Tumor
92,6,3.0416549956153722,15.961307223441931,1,Invasive_Tumor
93,6,3.1953278072967426,20.2482598440632,1,Invasive_Tumor
94,8,3.0712732794348803,22.96882040284686,4,Endothelial
95,6,3.1413146336383897,34.852166159921836,1,Invasive_Tumor
96,7,3.002100004144164,36.98825476132621,7,T_Cell_&_Tumor_Hybrid
97,6,3.357174098781167,37.809896410911094,1,Invasive_Tumor
98,6,3.025382418540724,38.90720071533383,1,Invasive_Tumor
99,6,3.0803978726889403,40.96455067676212,1,Invasive_Tumor
100,6,3.376630139411251,42.924089175870826,1,Invasive_Tumor
101,4,2.7304481877715108,48.0398794145611,6,CD8+_T_Cells
102,3,2.745903000302853,49.389152278261264,2,Stromal
103,3,3.193879341631602,55.114189967969224,2,Stromal
104,3,2.765375318977168,59.21446012945762,2,Stromal
105,6,3.3887242371298587,63.899258112526354,1,Invasive_Tumor
106,6,2.9172762038480506,66.88259674229897,1,Invasive_Tumor
107,0,2.8505090377118485,72.9243643906214,3,Prolif_Invasive_Tumor
108,4,3.384588405296077,75.17057781945377,6,CD8+_T_Cells
109,0,3.296102958286885,75.57037630435381,3,Prolif_Invasive_Tumor
110,4,3.373511792085314,76.79336704494173,6,CD8+_T_Cells
111,8,3.181208931655077,81.02046716936684,4,Endothelial
112,3,2.8277548629890594,88.95518152658741,2,Stromal
113,4,3.3820129906198066,98.39354593642861,6,CD8+_T_Cells
114,6,3.946399325809724,1.0895366431485312,1,Invasive_Tumor
115,6,4.160491279159279,1.8675617112939038,1,Invasive_Tumor
116,6,4.18945039355475,6.684478586292131,1,Invasive_Tumor
117,6,3.968997981381833,9.931887993012428,1,Invasive_Tumor
118,6,4.122815874069216,10.739355983464318,1,Invasive_Tumor
119,6,4.184441334313306,16.093350130083685,1,Invasive_Tumor
120,6,4.075285106231126,17.032221264448335,1,Invasive_Tumor
121,6,3.780119841883161,19.064006386418548,1,Invasive_Tumor
122,8,4.059647634841212,29.415835332959006,4,Endothelial
123,6,4.2652771793374065,29.81850680371594,1,Invasive_Tumor
124,7,3.861086428053727,38.961519158440815,7,T_Cell_&_Tumor_Hybrid
125,6,3.970073091934466,39.75749685110222,1,Invasive_Tumor
126,6,3.9129692896556727,41.983880296769975,1,Invasive_Tumor
127,7,4.3698527456958685,43.31865472319001,7,T_Cell_&_Tumor_Hybrid
128,3,4.134458951402487,44.11374447982409,2,Stromal
129,7,4.081492367248222,55.97710259088216,7,T_Cell_&_Tumor_Hybrid
130,5,3.846016785110937,57.05032604976398,8,B_Cells
131,6,4.107849838258363,61.75782887241128,1,Invasive_Tumor
132,6,3.865133467868525,63.92125325766112,1,Invasive_Tumor
133,6,4.00636611165487,66.01705051491408,1,Invasive_Tumor
134,0,3.872830784324224,69.01988439734171,3,Prolif_Invasive_Tumor
135,6,4.1352866589893,69.69387675112027,1,Invasive_Tumor
136,3,4.115318163322988,71.06552463584696,2,Stromal
137,6,3.958340248884401,72.05583929850285,1,Invasive_Tumor
138,4,4.079201342532329,73.92458975874544,6,CD8+_T_Cells
139,4,3.7813876982538988,76.0008349998165,6,CD8+_T_Cells
140,4,3.701748481458879,76.7033016893264,6,CD8+_T_Cells
141,5,4.0878783402529075,86.70404087693512,8,B_Cells
142,3,4.033334699074506,94.02693745246765,2,Stromal
143,3,4.127006287378421,96.86645536181676,2,Stromal
144,6,5.476628954972789,6.9976888959551395,1,Invasive_Tumor
145,6,5.1888958973980825,9.16789813446352,1,Invasive_Tumor
146,6,4.817435554911168,9.965214013938969,1,Invasive_Tumor
147,6,5.223403257619171,11.437866389034161,1,Invasive_Tumor
148,6,4.736818517897696,13.96986927239582,1,Invasive_Tumor
149,0,4.907683079037058,14.903791195601192,3,Prolif_Invasive_Tumor
150,6,4.9863516789350735,17.953061129135417,1,Invasive_Tumor
151,8,5.342668544329873,20.179946162514312,4,Endothelial
152,6,4.851049035590312,36.68429396281178,1,Invasive_Tumor
153,7,4.834712292268197,38.0487913247816,7,T_Cell_&_Tumor_Hybrid
154,7,4.980309495114914,39.31406078238225,7,T_Cell_&_Tumor_Hybrid
155,7,4.867304342727579,41.87481137700631,7,T_Cell_&_Tumor_Hybrid
156,3,5.225327184421301,43.094465577237145,2,Stromal
157,1,4.784013698327315,45.19326115579416,5,Macrophages_1
158,3,4.77050626951778,46.04204628782042,2,Stromal
159,3,4.9124359910511135,48.862980603933714,2,Stromal
160,5,4.900393509861539,51.8580957978584,8,B_Cells
161,8,5.385906410763397,62.148760030753195,4,Endothelial
162,8,5.1898841613851525,64.11842981815634,4,Endothelial
163,6,5.017510248277039,64.84270631698575,1,Invasive_Tumor
164,0,4.754912896233966,67.76470536912778,3,Prolif_Invasive_Tumor
165,3,5.16887259528031,82.7438386571702,2,Stromal
166,3,4.799956930522087,84.33233037223695,2,Stromal
167,3,4.691045780644478,91.9864109759219,2,Stromal
168,3,5.237605958470461,96.47204571713068,2,Stromal
169,0,6.06338852238497,5.111109120614109,3,Prolif_Invasive_Tumor
170,0,6.184171764756163,9.08790446456676,3,Prolif_Invasive_Tumor
171,6,6.063745530588604,10.061254497661036,1,Invasive_Tumor
172,0,6.1713661223805385,11.199829970039474,3,Prolif_Invasive_Tumor
173,6,5.8697948813399705,18.806787362991187,1,Invasive_Tumor
174,8,5.793151431643107,20.432002621674147,4,Endothelial
175,8,6.136318903656325,20.979939659477633,4,Endothelial
176,8,5.839318067165232,26.859319981561438,4,Endothelial
177,6,5.8620900444499595,31.060512200457683,1,Invasive_Tumor
178,6,5.908893499296531,37.21846777520616,1,Invasive_Tumor
179,6,6.003495831805012,37.798489024843406,1,Invasive_Tumor
180,0,5.929201217749303,45.11337387448821,3,Prolif_Invasive_Tumor
181,4,5.725009741316396,49.856711168482704,6,CD8+_T_Cells
182,3,5.871276319433422,53.8987452933651,2,Stromal
183,4,5.555319369555114,58.90210351624899,6,CD8+_T_Cells
184,4,6.125046290205438,61.15270829329718,6,CD8+_T_Cells
185,0,5.67958846887865,69.77818545364113,3,Prolif_Invasive_Tumor
186,6,5.77912333211431,71.03852322200692,1,Invasive_Tumor
187,3,6.010433015852195,93.93131642718348,2,Stromal
188,5,5.852087400721738,98.8305579644083,8,B_Cells
189,6,7.3086029190813475,0.7572952794491039,1,Invasive_Tumor
190,6,6.74142861805531,4.759422335096799,1,Invasive_Tumor
191,6,7.053410173869836,5.6732407964694405,1,Invasive_Tumor
192,6,6.9921434363545005,10.179233438749854,1,Invasive_Tumor
193,6,6.76638130045176,10.951669367473755,1,Invasive_Tumor
194,6,7.104655332106351,12.03173038601325,1,Invasive_Tumor
195,6,6.96569073375555,14.23563787289632,1,Invasive_Tumor
196,6,7.154358110242733,14.75597656861369,1,Invasive_Tumor
197,8,7.1647008307927464,16.811690864936857,4,Endothelial
198,1,7.432647189856138,19.050943107338757,5,Macrophages_1
199,6,7.267305589887278,19.635184089583927,1,Invasive_Tumor
200,6,6.9261636324115115,38.88425829740063,1,Invasive_Tumor
201,6,6.952124164484815,39.81502138537991,1,Invasive_Tumor
202,6,7.219931919177423,42.06590448843391,1,Invasive_Tumor
203,1,7.13105274614452,42.914836826727225,5,Macrophages_1
204,3,7.128026305219518,47.40162985587539,2,Stromal
205,4,6.676608791137833,57.18757827441388,6,CD8+_T_Cells
206,3,6.995134775120213,60.82935230314494,2,Stromal
207,6,6.852393818158863,66.92253731250862,1,Invasive_Tumor
208,0,7.0559849198086475,68.93048309741691,3,Prolif_Invasive_Tumor
209,4,6.980369922071408,74.6613148698221,6,CD8+_T_Cells
210,4,7.182035781618518,77.69796007120438,6,CD8+_T_Cells
211,0,7.06344364303826,82.04070794008092,3,Prolif_Invasive_Tumor
212,6,7.157265592421795,82.5831135729277,1,Invasive_Tumor
213,1,6.906716180652811,85.99861251175882,5,Macrophages_1
214,5,6.81111074881635,90.3819781123818,8,B_Cells
215,6,7.9179900613594905,2.9183089136651783,1,Invasive_Tumor
216,6,7.996595917227712,4.22091088429441,1,Invasive_Tumor
217,0,8.075830347111017,5.9867769548093595,3,Prolif_Invasive_Tumor
218,0,8.451861790138171,6.915500256634913,3,Prolif_Invasive_Tumor
219,6,7.991548569667872,7.949668728210721,1,Invasive_Tumor
220,6,7.808810999901445,11.882619470964,1,Invasive_Tumor
221,6,7.930803644860123,12.874788345622035,1,Invasive_Tumor
222,6,7.907280805070781,16.733961117535102,1,Invasive_Tumor
223,6,8.096296294754692,20.30136014578989,1,Invasive_Tumor
224,8,7.691840597111075,22.92138472084131,4,Endothelial
225,8,8.012652398840066,28.05875486215315,4,Endothelial
226,7,8.031301307593075,35.824693629712044,7,T_Cell_&_Tumor_Hybrid
227,7,8.046436207240054,40.22339811188307,7,T_Cell_&_Tumor_Hybrid
228,5,7.880536786206927,45.945288844418435,8,B_Cells
229,7,7.952415654052799,51.98179346642844,7,T_Cell_&_Tumor_Hybrid
230,3,7.715187818203494,55.63420467294081,2,Stromal
231,3,7.901336023327561,59.079195242227925,2,Stromal
232,6,7.891427704796657,67.36230114096405,1,Invasive_Tumor
233,6,8.083210009252285,70.82618448280002,1,Invasive_Tumor
234,4,7.7687635136356175,78.90835416925951,6,CD8+_T_Cells
235,1,8.156239620342,84.77233520835699,5,Macrophages_1
236,3,8.298896908898273,87.02583243484807,2,Stromal
237,3,7.586002994997293,92.01280483958136,2,Stromal
238,3,8.08525174615562,93.1410162202989,2,Stromal
239,3,8.13538160700605,98.11029470936019,2,Stromal
240,6,8.872512594889555,4.83749679076288,1,Invasive_Tumor
241,6,8.920545637134241,6.044989609812875,1,Invasive_Tumor
242,6,8.973423884482608,10.934339778655506,1,Invasive_Tumor
243,6,8.940441824119654,14.781793404524658,1,Invasive_Tumor
244,1,8.938197406190575,19.97462882540748,5,Macrophages_1
245,6,8.664799238734005,33.760332042993426,1,Invasive_Tumor
246,6,9.230466312956624,36.46303412680119,1,Invasive_Tumor
247,6,9.215923718407364,37.02796531955353,1,Invasive_Tumor
248,3,8.83732714815916,41.34777144160215,2,Stromal
249,4,8.706715134439497,42.99092332717075,6,CD8+_T_Cells
250,3,9.104212975290551,44.98937233211171,2,Stromal
251,4,8.884842406037388,46.61008564247405,6,CD8+_T_Cells
252,3,9.028390632664156,47.80797888681114,2,Stromal
253,1,8.93613431657098,52.843300147202704,5,Macrophages_1
254,3,9.138307750214038,54.02150380633309,2,Stromal
255,5,9.138949828731201,59.00279690697185,8,B_Cells
256,6,8.854880524307283,66.88421152972163,1,Invasive_Tumor
257,6,8.723327208920988,67.88223736009323,1,Invasive_Tumor
258,0,8.683412320532984,72.9667693728784,3,Prolif_Invasive_Tumor
259,0,9.12207587582144,77.72371766986355,3,Prolif_Invasive_Tumor
260,0,8.762228148443194,78.87747228792628,3,Prolif_Invasive_Tumor
261,6,8.898636729140263,82.92374202603834,1,Invasive_Tumor
262,4,8.880737192309898,83.75021021338543,6,CD8+_T_Cells
263,3,8.98948654074609,87.93395242134709,2,Stromal
264,5,8.612744038830698,89.8330385672931,8,B_Cells
265,3,9.037755719358765,91.2470764784019,2,Stromal
266,1,9.104778204766841,94.95123924057218,5,Macrophages_1
267,6,10.017684417408931,0.9620908663486849,1,Invasive_Tumor
268,6,9.937822765660306,2.0856056214042735,1,Invasive_Tumor
269,6,10.019480033253757,3.111393663368126,1,Invasive_Tumor
270,6,10.079809269128026,3.6527516391399697,1,Invasive_Tumor
271,0,9.44548144871467,6.924643178178493,3,Prolif_Invasive_Tumor
272,6,10.39118246165014,11.818193534749582,1,Invasive_Tumor
273,8,10.078018664537586,14.970965951161356,4,Endothelial
274,6,9.869518283522597,15.892733495760217,1,Invasive_Tumor
275,6,9.92180932496248,20.03141389257156,1,Invasive_Tumor
276,8,10.098748355469837,21.80390815088757,4,Endothelial
277,1,9.976779212193128,24.88644655169596,5,Macrophages_1
278,8,9.5938631064437,26.88176806621553,4,Endothelial
279,8,10.412898572271864,28.216518274094177,4,Endothelial
280,8,9.977891868553506,29.073600731856107,4,Endothelial
281,6,10.20403454234316,33.073777741517134,1,Invasive_Tumor
282,6,9.861590030443121,34.94273634383799,1,Invasive_Tumor
283,6,10.30727541084916,36.92305642958129,1,Invasive_Tumor
284,6,10.057268737778456,39.112200577699525,1,Invasive_Tumor
285,7,10.12176876689509,42.15548678675876,7,T_Cell_&_Tumor_Hybrid
286,5,9.790949326770608,58.00302935712577,8,B_Cells
287,6,10.242229057936541,68.22832958909522,1,Invasive_Tumor
288,6,10.137963632906958,70.25483100550304,1,Invasive_Tumor
289,6,10.260369245913,72.66706039212222,1,Invasive_Tumor
290,6,9.874382488071685,81.0860757769566,1,Invasive_Tumor
291,6,9.903794576307842,83.9914796143018,1,Invasive_Tumor
292,6,10.460783339536789,85.07765776279365,1,Invasive_Tumor
293,5,9.78799683545569,89.22319530560534,8,B_Cells
294,3,9.972810059864337,95.81589236738171,2,Stromal
295,0,11.22737827252054,6.675945179515487,3,Prolif_Invasive_Tumor
296,6,11.01954499354297,8.22123829457021,1,Invasive_Tumor
297,6,11.116590735950659,10.800303071013918,1,Invasive_Tumor
298,6,10.920110194147425,11.862756097215794,1,Invasive_Tumor
299,6,11.074011177569504,14.04092417868393,1,Invasive_Tumor
300,6,10.738694629652937,15.862779635767728,1,Invasive_Tumor
301,8,11.331626135923639,21.68155787433688,4,Endothelial
302,2,10.976367190974287,25.006837953483146,9,CD4+_T_Cells
303,1,10.86396435920063,29.843703068207628,5,Macrophages_1
304,6,11.133276616406382,32.119571975574054,1,Invasive_Tumor
305,6,10.907856042522289,35.89878468878427,1,Invasive_Tumor
306,0,10.73314830571945,37.86231077225584,3,Prolif_Invasive_Tumor
307,6,10.730656498840489,39.95799989217796,1,Invasive_Tumor
308,3,11.138754630538026,43.210430695367734,2,Stromal
309,7,10.968085312370746,57.18158081632754,7,T_Cell_&_Tumor_Hybrid
310,6,10.973259688066312,59.781354763508055,1,Invasive_Tumor
311,6,11.215548761195253,61.55994152981739,1,Invasive_Tumor
312,2,10.774634838248652,63.934844735083,9,CD4+_T_Cells
313,6,10.853864449427036,65.7695168542081,1,Invasive_Tumor
314,6,10.923024038163746,69.17764639800976,1,Invasive_Tumor
315,6,11.018870317863415,73.92766550852913,1,Invasive_Tumor
316,6,10.991565709741884,75.43074390156794,1,Invasive_Tumor
317,4,10.942622561522018,76.1694816710963,6,CD8+_T_Cells
318,6,10.98767471958087,77.96025603073825,1,Invasive_Tumor
319,6,10.978538944741764,80.31506137554643,1,Invasive_Tumor
320,6,10.856079122289641,83.16982304229408,1,Invasive_Tumor
321,6,10.837401402289185,88.75422096061303,1,Invasive_Tumor
322,6,11.054903271544788,91.17767882191448,1,Invasive_Tumor
323,3,10.821816983400895,92.89670251161031,2,Stromal
324,6,11.76852894816183,2.983334742950665,1,Invasive_Tumor
325,6,11.937541549774862,10.026210889843492,1,Invasive_Tumor
326,6,11.968466596767238,10.824180797546747,1,Invasive_Tumor
327,6,12.451344699459641,11.73333154422186,1,Invasive_Tumor
328,6,11.859059944828754,13.07355680218406,1,Invasive_Tumor
329,8,12.188652144993899,17.72235330026603,4,Endothelial
330,8,12.149437666840926,21.484959474646146,4,Endothelial
331,8,11.762211008959254,28.832778879125716,4,Endothelial
332,6,12.15465059548052,31.06621848429768,1,Invasive_Tumor
333,6,11.763223871961337,31.946023773286008,1,Invasive_Tumor
334,0,11.468165552400652,33.25342618812402,3,Prolif_Invasive_Tumor
335,6,12.121263904871876,39.03675069908634,1,Invasive_Tumor
336,0,11.648821883312456,39.84673806961058,3,Prolif_Invasive_Tumor
337,5,12.090186892361183,53.9120832899041,8,B_Cells
338,6,11.863197820452557,63.71269172814616,1,Invasive_Tumor
339,6,12.331910159237975,69.21715944494119,1,Invasive_Tumor
340,6,12.213701879863201,76.72377998278341,1,Invasive_Tumor
341,6,11.909322839229722,77.81591847357615,1,Invasive_Tumor
342,0,11.862432477794263,78.96794275591428,3,Prolif_Invasive_Tumor
343,6,11.757184519381175,82.00047065289816,1,Invasive_Tumor
344,6,11.911815473541482,83.69946992729804,1,Invasive_Tumor
345,0,11.943928900963098,85.8188928409561,3,Prolif_Invasive_Tumor
346,6,11.927061291121664,87.05300812044787,1,Invasive_Tumor
347,6,12.031340771054472,88.2259446717994,1,Invasive_Tumor
348,6,12.115704299545776,89.06980071241803,1,Invasive_Tumor
349,0,12.069930891398634,90.99483804768182,3,Prolif_Invasive_Tumor
350,0,11.847171215218712,92.68751825322597,3,Prolif_Invasive_Tumor
351,0,11.712441705239684,96.87653153068958,3,Prolif_Invasive_Tumor
352,6,13.272906369620495,1.104298848262211,1,Invasive_Tumor
353,6,12.862110163090012,2.2161893339709775,1,Invasive_Tumor
354,0,12.869541280012996,11.177875181631052,3,Prolif_Invasive_Tumor
355,7,12.895762137539778,12.027614328889122,7,T_Cell_&_Tumor_Hybrid
356,6,12.63138608996867,28.240920093329837,1,Invasive_Tumor
357,8,12.904405199191903,29.57629214263279,4,Endothelial
358,6,12.90406883719841,30.88122761692346,1,Invasive_Tumor
359,6,13.124071659668703,33.84737684093099,1,Invasive_Tumor
360,6,13.139691429821466,35.30369658515595,1,Invasive_Tumor
361,6,13.000754177817253,36.047092905077086,1,Invasive_Tumor
362,0,13.186369674822862,40.02246153768545,3,Prolif_Invasive_Tumor
363,7,13.067992996760253,42.078474865531824,7,T_Cell_&_Tumor_Hybrid
364,3,12.99686357767949,46.869102698963005,2,Stromal
365,3,13.032185633659644,53.79304094304988,2,Stromal
366,1,12.96186930128372,54.844570498090334,5,Macrophages_1
367,6,12.92103009719331,67.2491892513662,1,Invasive_Tumor
368,8,12.946453292621207,67.71267186706308,4,Endothelial
369,8,12.774397733706,74.0997309291297,4,Endothelial
370,6,13.056088341063258,74.8884625079949,1,Invasive_Tumor
371,6,12.801375277814083,76.92932662225694,1,Invasive_Tumor
372,6,13.168326252814728,78.14859019532166,1,Invasive_Tumor
373,6,12.95010828396781,83.16879778267158,1,Invasive_Tumor
374,6,13.009898996330017,86.06859530757339,1,Invasive_Tumor
375,0,13.098767355256191,86.6253760675268,3,Prolif_Invasive_Tumor
376,6,13.128662893012585,89.31419294173516,1,Invasive_Tumor
377,0,12.68587531827331,95.2620393034399,3,Prolif_Invasive_Tumor
378,4,12.958619264767206,99.01828736663823,6,CD8+_T_Cells
379,6,14.176035782416157,0.002051563391882325,1,Invasive_Tumor
380,6,13.66037883611355,4.360289841724031,1,Invasive_Tumor
381,6,14.077456095079013,5.1894448542587455,1,Invasive_Tumor
382,6,13.548887154119562,6.9941411192850165,1,Invasive_Tumor
383,0,13.79549863127288,7.941532264829771,3,Prolif_Invasive_Tumor
384,6,14.007726110368038,9.961292577797794,1,Invasive_Tumor
385,6,13.668656979535609,11.235446410879433,1,Invasive_Tumor
386,6,13.80289785246317,12.207998356941337,1,Invasive_Tumor
387,8,13.705632998507282,14.677315397700239,4,Endothelial
388,6,14.329626986441513,22.092928479773214,1,Invasive_Tumor
389,6,14.032845551097466,30.172824266275523,1,Invasive_Tumor
390,4,14.113458055570534,36.69870736680566,6,CD8+_T_Cells
391,0,13.95546497989697,39.99940704971234,3,Prolif_Invasive_Tumor
392,3,13.92931365024856,48.6445912787247,2,Stromal
393,5,13.676705162269794,53.02589856718828,8,B_Cells
394,5,13.941632527450427,56.58335309961741,8,B_Cells
395,6,13.847701557637675,58.86365089525842,1,Invasive_Tumor
396,6,14.171584784858467,60.877786817100976,1,Invasive_Tumor
397,6,14.228220373331515,61.85823003597148,1,Invasive_Tumor
398,0,14.293315743114835,64.29030560339491,3,Prolif_Invasive_Tumor
399,0,14.170510387892246,66.10710211394782,3,Prolif_Invasive_Tumor
400,0,13.880269212615403,67.92008622793531,3,Prolif_Invasive_Tumor
401,1,13.776820602807922,69.81338443182118,5,Macrophages_1
402,1,14.153332636329017,73.95224473663096,5,Macrophages_1
403,6,14.071258563494458,75.79417740634014,1,Invasive_Tumor
404,6,13.646292309864593,79.19461600082994,1,Invasive_Tumor
405,6,14.071096358548754,84.39935320030956,1,Invasive_Tumor
406,6,14.162903964497573,89.21063997961642,1,Invasive_Tumor
407,6,14.011785117836325,92.06633806910904,1,Invasive_Tumor
408,0,13.962989265798132,92.96687424334137,3,Prolif_Invasive_Tumor
409,6,13.838470302476729,95.91897874210771,1,Invasive_Tumor
410,7,14.710693060087323,0.34905691453751886,7,T_Cell_&_Tumor_Hybrid
411,0,15.160059589868006,4.884812878495693,3,Prolif_Invasive_Tumor
412,0,14.938177111045658,9.31221971137915,3,Prolif_Invasive_Tumor
413,0,14.953306667691262,9.77369215159597,3,Prolif_Invasive_Tumor
414,0,15.346544237383826,10.940753669120358,3,Prolif_Invasive_Tumor
415,8,15.136900221371839,22.657188681455843,4,Endothelial
416,8,15.07416500025622,27.031846840245656,4,Endothelial
417,6,15.028412361037446,31.747254475624757,1,Invasive_Tumor
418,6,15.303998972153154,33.33300988135809,1,Invasive_Tumor
419,6,15.34391786148324,35.082454454332215,1,Invasive_Tumor
420,4,15.185901022295905,38.10747934937536,6,CD8+_T_Cells
421,3,15.116444918279585,47.056535689832955,2,Stromal
422,1,14.581079385758771,49.78149183712177,5,Macrophages_1
423,0,15.024744382846702,53.02482365754677,3,Prolif_Invasive_Tumor
424,6,14.973978609161259,58.36741613757355,1,Invasive_Tumor
425,6,15.018790645877115,62.001710985201264,1,Invasive_Tumor
426,0,15.188609217464503,63.79659675967504,3,Prolif_Invasive_Tumor
427,0,14.452064566562088,64.62953146866099,3,Prolif_Invasive_Tumor
428,6,14.886137589305964,65.85733460192158,1,Invasive_Tumor
429,6,15.053980870988152,67.64755422049183,1,Invasive_Tumor
430,6,14.906630890789447,78.16610347380852,1,Invasive_Tumor
