"gene","cell_type","Z_score","p_val"
"ACTG2","CD4+_T_Cells",0.0287815996310157,0.977038776167887
"ADGRE5","CD4+_T_Cells",0.12536399870334,0.900235388092293
"ANKRD28","CD4+_T_Cells",0.0563625900448092,0.955052958377808
"APOBEC3B","CD4+_T_Cells",2.94875033021618,0.00319061621829467
"BACE2","CD4+_T_Cells",0.0275117478821678,0.978051569939852
"CD247","CD4+_T_Cells",2.18032380922028,0.0292334673980426
"CD3D","CD4+_T_Cells",0.830624554517023,0.406185758956102
"CD3E","CD4+_T_Cells",0.00214867700578793,0.998285605110103
"CD3G","CD4+_T_Cells",0.0552021448458278,0.955977420203246
"CD4","CD4+_T_Cells",1.48363596662178,0.137905522288393
"CD69","CD4+_T_Cells",2.08946100170702,0.0366662449540249
"CTLA4","CD4+_T_Cells",0.0494683718899864,0.960546041903921
"CTTN","CD4+_T_Cells",0.0584009073082772,0.953429292080155
"CXCR4","CD4+_T_Cells",0.613533953295129,0.53952333945208
"CYTIP","CD4+_T_Cells",0.0529245139184247,0.957792052481865
"DSC2","CD4+_T_Cells",0.0198688374255002,0.984148004367857
"EGFL7","CD4+_T_Cells",0.00419013283967368,0.996656767482489
"ESM1","CD4+_T_Cells",0.00446582063664907,0.99643680250651
"FAM107B","CD4+_T_Cells",0.0561292741193566,0.955238823317831
"FBLIM1","CD4+_T_Cells",0.00396759742555382,0.996834323576261
"GLIPR1","CD4+_T_Cells",0.871541905979943,0.383458335023857
"HDC","CD4+_T_Cells",0.0563745358465047,0.955043442137606
"HMGA1","CD4+_T_Cells",0.0927323267569702,0.926116214616428
"HPX","CD4+_T_Cells",0.0838315190800338,0.933190387614407
"IGF1","CD4+_T_Cells",0.043745388191998,0.965107359279299
"IL2RG","CD4+_T_Cells",0.790075029089517,0.429483952070461
"IL3RA","CD4+_T_Cells",0.100098846223336,0.920265851313591
"IL7R","CD4+_T_Cells",1.45674050799524,0.145188023478598
"KLRB1","CD4+_T_Cells",0.773757353409079,0.439074296356151
"LDHB","CD4+_T_Cells",0.200411727259485,0.841158588514923
"LPXN","CD4+_T_Cells",0.0575479456872256,0.954108714227547
"MDM2","CD4+_T_Cells",0.649354827440435,0.516109054786648
"MMP2","CD4+_T_Cells",0.0593676807086477,0.952659254696482
"MYLK","CD4+_T_Cells",0.0414447127541107,0.966941367775658
"NARS","CD4+_T_Cells",0.067676696370214,0.946043000372929
"POLR2J3","CD4+_T_Cells",0.576321712851889,0.564397749331382
"PTPRC","CD4+_T_Cells",0.951889419824159,0.341153065855429
"RHOH","CD4+_T_Cells",0.591846434378812,0.55395342589437
"S100A4","CD4+_T_Cells",0.602254454171158,0.547004773302865
"SELL","CD4+_T_Cells",0.262397452045692,0.793015036856218
"SLC25A37","CD4+_T_Cells",0.562152231460609,0.574012304188101
"SMAP2","CD4+_T_Cells",0.0566372485162885,0.954834162128624
"SRPK1","CD4+_T_Cells",1.13545109293485,0.256186362504439
"STC1","CD4+_T_Cells",0.0351523834375049,0.971958231254516
"TMEM147","CD4+_T_Cells",0.0037905973751219,0.996975548121043
"TOMM7","CD4+_T_Cells",1.27656693970613,0.201755179907454
"TRAC","CD4+_T_Cells",0.167135363932902,0.86726354095754
"TRAPPC3","CD4+_T_Cells",0.0421954531372213,0.966342887204856
"TUBA4A","CD4+_T_Cells",0.0924505644777328,0.926340066766627
"TYROBP","CD4+_T_Cells",0.0044934093606784,0.996414790110418
"ZEB1","CD4+_T_Cells",0.777191682460455,0.437045688714422
"ZEB2","CD4+_T_Cells",0.0589398402528235,0.953000025259596
"ACTG2","CD8+_T_Cells",0.224826064083579,0.822114588890606
"ADGRE5","CD8+_T_Cells",1.29077201712554,0.196782743741038
"AIF1","CD8+_T_Cells",0.186473087028421,0.852073782135617
"BACE2","CD8+_T_Cells",1.143131292743,0.252984083541711
"C1QA","CD8+_T_Cells",0.0529088978528561,0.957804494866837
"C2orf42","CD8+_T_Cells",1.32871857707091,0.18394083366484
"CCDC6","CD8+_T_Cells",0.481050011245445,0.630480954983722
"CCL5","CD8+_T_Cells",1.24818693210699,0.211962608430896
"CD247","CD8+_T_Cells",0.792104888163973,0.428299520122327
"CD3E","CD8+_T_Cells",0.0306605043309643,0.975540289320463
"CD3G","CD8+_T_Cells",0.283461390781728,0.77682317410553
"CD4","CD8+_T_Cells",0.0639534077934241,0.949007326010065
"CD69","CD8+_T_Cells",0.171774505061003,0.863614809591023
"CD8A","CD8+_T_Cells",0.276520207997378,0.782148540753909
"CD8B","CD8+_T_Cells",0.132837913793132,0.894321569181845
"CXCL12","CD8+_T_Cells",0.881127682609012,0.378248715516929
"CXCR4","CD8+_T_Cells",0.491604011560101,0.622999306990153
"CYTIP","CD8+_T_Cells",0.0994615782033017,0.920771792740704
"DAPK3","CD8+_T_Cells",0.00496754735167111,0.996036486964007
"DNTTIP1","CD8+_T_Cells",0.0403563172697179,0.967809055625572
"DSC2","CD8+_T_Cells",0.0674336286839922,0.946236498289162
"DUSP2","CD8+_T_Cells",0.866889078983832,0.386002787861044
"ESR1","CD8+_T_Cells",0.0431227538519601,0.965603681217098
"FAM107B","CD8+_T_Cells",1.14432664453775,0.252488197324912
"GLIPR1","CD8+_T_Cells",1.11470284210879,0.264977782706606
"GPR183","CD8+_T_Cells",0.269767145637791,0.787339399991095
"GZMA","CD8+_T_Cells",0.673907040910375,0.500370415486103
"HDC","CD8+_T_Cells",0.057862597304767,0.95385807620806
"HMGA1","CD8+_T_Cells",0.281890852200859,0.778027204105669
"IL2RG","CD8+_T_Cells",1.4453209133924,0.148367766228142
"JUP","CD8+_T_Cells",0.0606162352598452,0.951664843432767
"LAG3","CD8+_T_Cells",0.698849945851579,0.484645811324482
"LARS","CD8+_T_Cells",0.585713101893273,0.558068328037606
"LDHB","CD8+_T_Cells",0.691913197356146,0.48899184223874
"LPL","CD8+_T_Cells",0.330165373265546,0.741275009265624
"LPXN","CD8+_T_Cells",0.444556396503954,0.656640364292937
"MAP3K8","CD8+_T_Cells",0.0550327653921164,0.95611236032878
"MEDAG","CD8+_T_Cells",0.0566906915705203,0.954791589142456
"OCIAD2","CD8+_T_Cells",2.06794667791227,0.0386450374410147
"PDE4A","CD8+_T_Cells",0.358114541945352,0.720257596886054
"PIM1","CD8+_T_Cells",0.650127906952396,0.515609604225921
"POLR2J3","CD8+_T_Cells",1.44614167830659,0.148137467815165
"PTPRC","CD8+_T_Cells",0.381614809933885,0.702747097427887
"QARS","CD8+_T_Cells",0.906434433558446,0.364705954185159
"S100A4","CD8+_T_Cells",0.697766096955102,0.48532348465185
"SERPINB9","CD8+_T_Cells",1.61281929652515,0.10678377254438
"SLAMF1","CD8+_T_Cells",0.0469220923569256,0.962575320330093
"SMS","CD8+_T_Cells",0.5475127748294,0.584026496377233
"TOMM7","CD8+_T_Cells",2.11719994175999,0.0342428823482715
"TRAC","CD8+_T_Cells",0.0730732133225912,0.941747857329846
"TRAPPC3","CD8+_T_Cells",1.80126163888672,0.071661651129412
"TUBA4A","CD8+_T_Cells",0.233528183775063,0.815351286978008
"ACTA2","Endothelial",1.4646176532346,0.143025262905517
"ACTG2","Endothelial",0.338082966928698,0.735300666014321
"ADAM9","Endothelial",1.89022106578664,0.0587284004361997
"AKR1C1","Endothelial",0.056186513805266,0.955193224615425
"ANGPT2","Endothelial",0.156153845923614,0.875911755976876
"ANKRD28","Endothelial",0.533530185849418,0.593666621201135
"AQP1","Endothelial",2.10064060799063,0.0356725265312537
"AVPR1A","Endothelial",0.35625924851557,0.721646424780336
"BACE2","Endothelial",0.745109289504341,0.456205653781091
"BTNL9","Endothelial",1.87668552707413,0.0605612074099809
"CAV1","Endothelial",0.97414297609165,0.329985553524535
"CAVIN2","Endothelial",0.649846109048029,0.515791631630982
"CCL8","Endothelial",0.291165319239534,0.77092488524825
"CCND1","Endothelial",0.460208863605813,0.645366309462868
"CCPG1","Endothelial",1.33234608154101,0.182746491113077
"CD93","Endothelial",0.979675871505394,0.327246140043572
"CDC42EP1","Endothelial",0.7347013752442,0.462521382585865
"CLEC14A","Endothelial",1.38938823057976,0.164714727233662
"CTTN","Endothelial",1.05188039457219,0.292854427918273
"CXCL12","Endothelial",0.534646133739384,0.592894576093943
"DAPK3","Endothelial",0.474144706904306,0.635396719831031
"DNTTIP1","Endothelial",1.22534571073445,0.220444992502519
"DST","Endothelial",1.7598837913901,0.0784275120762075
"EDNRB","Endothelial",0.93828615485558,0.348097372916808
"EGFL7","Endothelial",1.83623128374632,0.06632345774762
"EIF4EBP1","Endothelial",0.530755429331502,0.595588269747658
"ENAH","Endothelial",0.796591145808621,0.425688521350452
"ESM1","Endothelial",0.848318879074129,0.396260406328248
"FBLIM1","Endothelial",0.34220409105285,0.732197306673045
"FLNB","Endothelial",0.0936261203556569,0.925406159706428
"HDC","Endothelial",0.622867455080044,0.533371626208668
"HOXD8","Endothelial",0.0852266252276218,0.932081223713955
"HOXD9","Endothelial",0.438725245425252,0.66086063224183
"IL3RA","Endothelial",0.0505025140610245,0.959721946032102
"JUP","Endothelial",1.49730302061222,0.134314429275227
"KARS","Endothelial",0.606383357318412,0.544260217294092
"KDR","Endothelial",0.187299402117269,0.851425891733202
"LARS","Endothelial",0.18404841012905,0.85397547774932
"LDHB","Endothelial",0.383270935839422,0.701518886774002
"LGALSL","Endothelial",1.01945778743264,0.307985683704784
"LPL","Endothelial",0.0531410919856814,0.957619491019504
"MMRN2","Endothelial",0.126998625533178,0.898941486407171
"MYLK","Endothelial",0.500580104956328,0.616666667025959
"NARS","Endothelial",1.97358717255094,0.0484287034913505
"NOSTRIN","Endothelial",0.572535972327546,0.566958922735633
"OXTR","Endothelial",1.30135146552406,0.193138178482764
"PCOLCE","Endothelial",0.775896907261433,0.437809858858665
"PDE4A","Endothelial",0.836777814971022,0.402717469813101
"PDGFRB","Endothelial",1.94013485443751,0.052363303119222
"PECAM1","Endothelial",1.22451279021555,0.220758844349484
"PELI1","Endothelial",0.65450815506505,0.512784474876909
"PPARG","Endothelial",0.326819447104668,0.743804449770311
"PTN","Endothelial",0.921461387744232,0.356809591449333
"PTRHD1","Endothelial",1.0950413733269,0.273498511161159
"QARS","Endothelial",0.151856044679459,0.879300477395987
"RAMP2","Endothelial",1.13027856354251,0.258358864326354
"RAPGEF3","Endothelial",1.56127215128704,0.118459551469812
"SMS","Endothelial",0.155746988612106,0.876232457518036
"SNAI1","Endothelial",1.35872664914206,0.174233224238703
"SOX17","Endothelial",0.212993643964802,0.831331920321451
"SQLE","Endothelial",0.0846908477109393,0.932507172294533
"SVIL","Endothelial",1.68283910647578,0.092406242298872
"TCF4","Endothelial",0.952364903949579,0.340911952042055
"TCIM","Endothelial",1.02729889192633,0.304279743995936
"TMEM147","Endothelial",0.591330428390639,0.554299045434296
"TOMM7","Endothelial",0.469766524102399,0.63852183372301
"TRAPPC3","Endothelial",0.258111373513355,0.796320954123127
"TUBA4A","Endothelial",1.18300606428757,0.236806744031831
"TUBB2B","Endothelial",0.406907121440349,0.684076205336203
"VWF","Endothelial",0.160169621393584,0.872747459030147
"WARS","Endothelial",0.388315484068954,0.697782579939776
"ZEB1","Endothelial",0.843478389238243,0.398960947107013
"ZEB2","Endothelial",0.279886715473331,0.779564419581132
"ABCC11","Invasive_Tumor",0.433658718925708,0.664536287921053
"ACTG2","Invasive_Tumor",0.444304593753506,0.656822380449859
"ADAM9","Invasive_Tumor",0.481449013700958,0.630197408615348
"ANKRD30A","Invasive_Tumor",0.907045386723461,0.364382796525188
"AR","Invasive_Tumor",0.689486771911064,0.49051699480543
"C2orf42","Invasive_Tumor",0.282398509387949,0.777637957839522
"C6orf132","Invasive_Tumor",0.463739772117787,0.642834198543778
"CCDC6","Invasive_Tumor",0.17653170647656,0.859876241636262
"CCND1","Invasive_Tumor",0.0169502937480348,0.986476269909826
"CD9","Invasive_Tumor",0.851904860979288,0.394266898664513
"CDH1","Invasive_Tumor",1.51057123715392,0.130897726788606
"CEACAM6","Invasive_Tumor",0.714719225207428,0.474782555739451
"CLDN4","Invasive_Tumor",0.236655668637321,0.81292392932873
"CTTN","Invasive_Tumor",0.961870747034564,0.336114534617646
"DAPK3","Invasive_Tumor",0.453167776321847,0.650427934086739
"DMKN","Invasive_Tumor",1.82554483142061,0.067918852343779
"DNTTIP1","Invasive_Tumor",0.602332772183077,0.546952650242783
"DSC2","Invasive_Tumor",0.0932834914476648,0.925678346807858
"DSP","Invasive_Tumor",0.934090523630787,0.350257199758965
"DST","Invasive_Tumor",0.446912241090881,0.654938425241771
"EIF4EBP1","Invasive_Tumor",0.896674460075121,0.369892652737086
"ELF3","Invasive_Tumor",0.418167723182999,0.675824492768589
"ENAH","Invasive_Tumor",2.63495357159269,0.00841487924367328
"EPCAM","Invasive_Tumor",0.508160551491555,0.611340753475113
"ERBB2","Invasive_Tumor",0.328902872731643,0.742229102887801
"FASN","Invasive_Tumor",0.563317670246416,0.573218587777869
"FLNB","Invasive_Tumor",1.9983495872935,0.0456787730213756
"FOXA1","Invasive_Tumor",1.08809909411924,0.276551363605067
"FSTL3","Invasive_Tumor",0.0178452670727878,0.98576229259799
"GATA3","Invasive_Tumor",0.237674468318869,0.81213358761401
"HDC","Invasive_Tumor",0.939117487049758,0.347670426910246
"HMGA1","Invasive_Tumor",0.206044183016265,0.836756398633108
"HOOK2","Invasive_Tumor",1.10245412843861,0.270264290495186
"JUP","Invasive_Tumor",0.634445628546862,0.525790039747244
"KARS","Invasive_Tumor",0.286651147097283,0.774379447324338
"KLF5","Invasive_Tumor",1.50765585470323,0.131642629442251
"KRT15","Invasive_Tumor",0.704327704221231,0.481228717149588
"KRT7","Invasive_Tumor",0.678432817510599,0.497497307159566
"KRT8","Invasive_Tumor",0.324280837070736,0.745725426289126
"LARS","Invasive_Tumor",0.290152068059379,0.77169990367097
"LYPD3","Invasive_Tumor",1.12239270736135,0.261695503815831
"MDM2","Invasive_Tumor",1.50060012942023,0.133459017856533
"MLPH","Invasive_Tumor",0.0130003762435836,0.989627492687307
"MYO5B","Invasive_Tumor",1.17881611619037,0.23847140550109
"NARS","Invasive_Tumor",0.184647651185029,0.853505408283903
"OCIAD2","Invasive_Tumor",1.4461913288643,0.148123545130605
"OXTR","Invasive_Tumor",0.224380432929137,0.82246129481197
"POLR2J3","Invasive_Tumor",0.393995154037446,0.693584616997065
"PTRHD1","Invasive_Tumor",1.29172224373577,0.196453351392244
"QARS","Invasive_Tumor",1.14313178927498,0.252983877416939
"RORC","Invasive_Tumor",1.50812226953513,0.131523236584371
"S100A14","Invasive_Tumor",0.0691944976519837,0.944834802849611
"SCD","Invasive_Tumor",0.0903380760588205,0.928018563514876
"SDC4","Invasive_Tumor",0.10158529710551,0.919085850279497
"SERHL2","Invasive_Tumor",0.699663568610069,0.484137433233711
"SH3YL1","Invasive_Tumor",0.556095140334245,0.578145817065959
"SLC5A6","Invasive_Tumor",0.403426146851351,0.68663475493133
"SMS","Invasive_Tumor",2.36551458847772,0.0180050339198853
"SQLE","Invasive_Tumor",1.27152364016029,0.203542422796735
"TACSTD2","Invasive_Tumor",0.685317736489301,0.493143441933809
"TCIM","Invasive_Tumor",0.785898142571217,0.431927162829116
"TFAP2A","Invasive_Tumor",0.511531204085915,0.608979144251055
"TMEM147","Invasive_Tumor",2.50235527182969,0.0123370055134821
"TOMM7","Invasive_Tumor",0.0720046023215165,0.942598245237875
"TRAF4","Invasive_Tumor",0.948786821403263,0.342729045849831
"TRAPPC3","Invasive_Tumor",0.958098805488291,0.338012937763866
"TUBB2B","Invasive_Tumor",0.792095788177521,0.428304825760701
"USP53","Invasive_Tumor",1.1571838172203,0.247197267922286
"ZNF562","Invasive_Tumor",0.955133577824503,0.339510150435294
"ACTG2","Macrophages_1",1.07872363968562,0.280710944124202
"ADAM9","Macrophages_1",2.19478924685886,0.0281787192018515
"AIF1","Macrophages_1",1.60582759164569,0.108311796458234
"APOC1","Macrophages_1",0.393995732189925,0.693584190148167
"BASP1","Macrophages_1",1.41567989237854,0.156869248168817
"C1QA","Macrophages_1",0.382243346892758,0.70228087233287
"C1QC","Macrophages_1",0.645154414133056,0.518827124257887
"CCDC6","Macrophages_1",0.167426140813455,0.867034758071379
"CCL8","Macrophages_1",0.0605244996573811,0.95173790370997
"CCND1","Macrophages_1",0.550625815584701,0.581890208249695
"CD14","Macrophages_1",1.03030613433579,0.302866320348997
"CD163","Macrophages_1",1.05329160262935,0.292207366376419
"CD4","Macrophages_1",0.90531021711786,0.365301065146446
"CD68","Macrophages_1",0.358894818825075,0.719673775755266
"CD83","Macrophages_1",0.428705616969382,0.668137472432732
"CD86","Macrophages_1",0.209615612743482,0.83396769314597
"CEACAM6","Macrophages_1",0.195004121718228,0.845389720902193
"CLDN4","Macrophages_1",0.297262303407837,0.766266259040619
"CXCL16","Macrophages_1",0.123254446919804,0.901905611798743
"DNTTIP1","Macrophages_1",0.404667453887244,0.685721968576389
"DSC2","Macrophages_1",0.28056472534348,0.779044274773985
"EIF4EBP1","Macrophages_1",0.377341135459949,0.705920106017786
"ENAH","Macrophages_1",2.94794084284372,0.00319898274795763
"ERBB2","Macrophages_1",0.824463701307345,0.409676132569759
"FCER1G","Macrophages_1",0.0404743213442956,0.967714978860194
"FCGR3A","Macrophages_1",0.227485017422418,0.820046618234067
"FGL2","Macrophages_1",1.15905232221891,0.246434858363965
"GLIPR1","Macrophages_1",0.951620220232909,0.341289622991693
"GPR183","Macrophages_1",2.44650873684297,0.0144247301289924
"HAVCR2","Macrophages_1",0.41114187125573,0.680968508897675
"HMGA1","Macrophages_1",1.06356396476859,0.28752627402651
"IGSF6","Macrophages_1",0.546242151889414,0.58489949474256
"ITGAM","Macrophages_1",0.277952367632582,0.781048923544006
"ITGAX","Macrophages_1",0.99762860441159,0.318459485205428
"KARS","Macrophages_1",1.26667217970565,0.205272531564313
"LGALSL","Macrophages_1",0.05210115689751,0.958448091149076
"LPL","Macrophages_1",0.114319125416352,0.908984821998621
"LYZ","Macrophages_1",0.952675516864204,0.340754501914005
"MAP3K8","Macrophages_1",0.269580736240611,0.787482822078644
"MDM2","Macrophages_1",0.88842441162737,0.374312498922071
"MNDA","Macrophages_1",1.01634342703747,0.309465875453608
"MRC1","Macrophages_1",0.827877010479031,0.407740155746963
"NARS","Macrophages_1",0.191513671405811,0.84812317054069
"PDE4A","Macrophages_1",0.599873539649699,0.548590518097425
"PDK4","Macrophages_1",0.464836364934,0.642048643826257
"PELI1","Macrophages_1",0.128830872326657,0.897491476501301
"PTRHD1","Macrophages_1",0.703317955270011,0.481857623496681
"QARS","Macrophages_1",0.737476460867621,0.460832652775744
"S100A14","Macrophages_1",0.712912976126713,0.475899609034736
"SH3YL1","Macrophages_1",0.651220215782642,0.514904342356717
"SMS","Macrophages_1",1.13386868791949,0.25684963325201
"TMEM147","Macrophages_1",1.44624068456878,0.148109706117643
"TOMM7","Macrophages_1",0.63916660909054,0.522714551712547
"TRAPPC3","Macrophages_1",0.500271850358323,0.616883672292549
"TUBB2B","Macrophages_1",0.0475641254861616,0.962063623367398
"TYROBP","Macrophages_1",0.66838359878407,0.503888762102942
"USP53","Macrophages_1",0.303916681829305,0.761191368305097
"ZEB2","Macrophages_1",0.256242528833149,0.797763571290354
"ZNF562","Macrophages_1",0.70109211211075,0.483245532610331
"ABCC11","Prolif_Invasive_Tumor",2.27618722654094,0.0228348061066372
"ACTG2","Prolif_Invasive_Tumor",0.776329868793036,0.437554241526174
"ADAM9","Prolif_Invasive_Tumor",1.37993288283981,0.167607310930711
"ANKRD28","Prolif_Invasive_Tumor",2.01274127402855,0.0441418548541355
"ANKRD30A","Prolif_Invasive_Tumor",1.22885075027905,0.219127769577981
"AR","Prolif_Invasive_Tumor",0.0424202006287374,0.966163725069278
"BASP1","Prolif_Invasive_Tumor",1.33590150149424,0.181581470128737
"C2orf42","Prolif_Invasive_Tumor",0.400967296645174,0.688444201760849
"C6orf132","Prolif_Invasive_Tumor",0.968994164744262,0.332548100621576
"CCDC6","Prolif_Invasive_Tumor",0.249084944796852,0.803295074827716
"CCND1","Prolif_Invasive_Tumor",0.629057664094591,0.529311305487106
"CD9","Prolif_Invasive_Tumor",0.694593652329894,0.487309991389831
"CDH1","Prolif_Invasive_Tumor",1.75316634183331,0.0795734586135302
"CEACAM6","Prolif_Invasive_Tumor",0.0537427054561427,0.957140157912474
"CENPF","Prolif_Invasive_Tumor",0.00201369191310596,0.998393307398164
"CLDN4","Prolif_Invasive_Tumor",0.400890354382159,0.688500851761287
"CTTN","Prolif_Invasive_Tumor",0.376354966762634,0.706653020347164
"DAPK3","Prolif_Invasive_Tumor",2.10844169326095,0.0349928012248656
"DMKN","Prolif_Invasive_Tumor",0.883413549463207,0.377012872676967
"DNTTIP1","Prolif_Invasive_Tumor",0.0670005842000647,0.946581238122694
"DSP","Prolif_Invasive_Tumor",0.677737734496002,0.497937996462921
"DST","Prolif_Invasive_Tumor",0.12913125369147,0.897253792166315
"EIF4EBP1","Prolif_Invasive_Tumor",0.0628595520201456,0.949878343926715
"ELF3","Prolif_Invasive_Tumor",0.173203507781374,0.862491466503664
"ENAH","Prolif_Invasive_Tumor",0.149934073610975,0.88081662871232
"EPCAM","Prolif_Invasive_Tumor",0.707669092173079,0.479150775483768
"ERBB2","Prolif_Invasive_Tumor",1.37150395258146,0.170217912221068
"FASN","Prolif_Invasive_Tumor",2.04642471472638,0.0407146025330675
"FOXA1","Prolif_Invasive_Tumor",0.596721677983094,0.550693216872776
"FSTL3","Prolif_Invasive_Tumor",1.6463028339912,0.099701426313838
"GATA3","Prolif_Invasive_Tumor",1.30919736213866,0.190467505549584
"HDC","Prolif_Invasive_Tumor",0.234284294003903,0.814764278224828
"HMGA1","Prolif_Invasive_Tumor",1.14667541339653,0.251515795620325
"HOOK2","Prolif_Invasive_Tumor",0.374033340788169,0.708379511164429
"JUP","Prolif_Invasive_Tumor",2.38232085399717,0.0172039004440133
"KARS","Prolif_Invasive_Tumor",0.750521735278226,0.452940538195017
"KLF5","Prolif_Invasive_Tumor",1.52163372807842,0.128100881526501
"KRT7","Prolif_Invasive_Tumor",1.59720509412043,0.110219997576769
"KRT8","Prolif_Invasive_Tumor",0.353344213285658,0.723830403052529
"LARS","Prolif_Invasive_Tumor",1.5616714613481,0.118365405187595
"LYPD3","Prolif_Invasive_Tumor",0.318750598484488,0.749915642293543
"MDM2","Prolif_Invasive_Tumor",1.22191176008662,0.221740997742815
"MKI67","Prolif_Invasive_Tumor",0.319024719734613,0.749707767799786
"MLPH","Prolif_Invasive_Tumor",1.34376735163008,0.179023630074273
"MYO5B","Prolif_Invasive_Tumor",0.845047517794185,0.398084308932974
"NARS","Prolif_Invasive_Tumor",1.98667189306947,0.0469587684980156
"OCIAD2","Prolif_Invasive_Tumor",1.06081460178664,0.288774164984732
"OXTR","Prolif_Invasive_Tumor",0.541818260503516,0.587943710610715
"PCLAF","Prolif_Invasive_Tumor",1.09753078738696,0.272409429879447
"POLR2J3","Prolif_Invasive_Tumor",0.801471340725028,0.422858829028265
"PTRHD1","Prolif_Invasive_Tumor",1.35488367392137,0.175454621995584
"QARS","Prolif_Invasive_Tumor",0.840186842171616,0.400803634649159
"RORC","Prolif_Invasive_Tumor",0.0484929126780421,0.961323412662146
"RTKN2","Prolif_Invasive_Tumor",0.515668630434491,0.606085867671842
"S100A14","Prolif_Invasive_Tumor",0.865625347056147,0.386695650883513
"SCD","Prolif_Invasive_Tumor",0.483314590197663,0.628872381990444
"SDC4","Prolif_Invasive_Tumor",0.112654023860128,0.910304852770439
"SERHL2","Prolif_Invasive_Tumor",0.440046486895375,0.659903438612754
"SH3YL1","Prolif_Invasive_Tumor",0.448931997988294,0.65348071255367
"SLC5A6","Prolif_Invasive_Tumor",0.815955708519174,0.414525468286705
"SMS","Prolif_Invasive_Tumor",0.611596311079101,0.540804879363205
"SQLE","Prolif_Invasive_Tumor",0.364337645246369,0.715605891954903
"SRPK1","Prolif_Invasive_Tumor",0.654004817732079,0.513108701736186
"STC1","Prolif_Invasive_Tumor",0.654963983128484,0.51249094346263
"SVIL","Prolif_Invasive_Tumor",0.851826453577274,0.394310421660186
"TACSTD2","Prolif_Invasive_Tumor",0.512429337280346,0.608350563121262
"TFAP2A","Prolif_Invasive_Tumor",0.850364587042352,0.395122418279889
"TMEM147","Prolif_Invasive_Tumor",0.502034396061905,0.615643326122003
"TOMM7","Prolif_Invasive_Tumor",1.3967834472359,0.162478701403872
"TOP2A","Prolif_Invasive_Tumor",1.3034326334779,0.192427101442259
