state,row,col,niche,state_rank,cell_type,niche_name,cortical_depth
0,5.014389335075296,98.07174957624225,0,1,L2/3 IT,superficial (L2/3),0.10635605450706072
0,5.269374747713866,103.96399456238342,0,1,L2/3 IT,superficial (L2/3),0.13107878585054214
1,4.83068820922798,106.99064919085747,0,2,L4/5 IT,superficial (L2/3),0.13725578989991047
0,5.04226632940786,111.11146317449766,0,1,L2/3 IT,superficial (L2/3),0.1453215266621222
0,5.620884326415593,80.29568090829416,0,1,L2/3 IT,superficial (L2/3),0.05118131609633789
1,6.101477024572669,81.91071076280261,0,2,L4/5 IT,superficial (L2/3),0.0663168053135066
0,5.761219308647054,82.50808261669067,0,1,L2/3 IT,superficial (L2/3),0.07226891098575666
2,6.401143211624147,84.21707184956674,0,5,L5 ET,superficial (L2/3),0.07695120200494361
0,5.706770031461041,84.65290197338172,0,1,L2/3 IT,superficial (L2/3),0.08037298512361093
0,6.360226068651342,87.92939034728265,0,1,L2/3 IT,superficial (L2/3),0.08485856950531762
0,5.818953490779142,88.99949809402143,0,1,L2/3 IT,superficial (L2/3),0.08541801400217634
0,5.648415995688776,93.11182951014443,0,1,L2/3 IT,superficial (L2/3),0.09156155504567633
0,6.049832582753434,93.88310549290739,0,1,L2/3 IT,superficial (L2/3),0.09505676421054511
2,6.051457557936269,95.85721245080882,0,5,L5 ET,superficial (L2/3),0.10434745540152636
0,5.791611061720664,97.46914041616348,0,1,L2/3 IT,superficial (L2/3),0.10974225678790296
0,5.722453234304687,101.11790171054614,0,1,L2/3 IT,superficial (L2/3),0.1302505974963711
0,5.474229529403501,102.04775175091581,0,1,L2/3 IT,superficial (L2/3),0.12537308209747416
0,5.926679723077808,102.68798569064585,0,1,L2/3 IT,superficial (L2/3),0.13760703331995244
0,6.07557368784971,105.91150958370176,0,1,L2/3 IT,superficial (L2/3),0.14569714861047717
1,5.553870620508208,109.94611336225586,0,2,L4/5 IT,superficial (L2/3),0.15532760103119905
0,6.0289115871146315,114.80774650280082,0,1,L2/3 IT,superficial (L2/3),0.16412859266745036
0,7.35271150441612,74.10512465149066,0,1,L2/3 IT,superficial (L2/3),0.012111353352022474
1,6.611850998628297,75.89885522797911,0,2,L4/5 IT,superficial (L2/3),0.026121841394002598
0,7.124630863535874,76.67787841018826,0,1,L2/3 IT,superficial (L2/3),0.034489668368741705
0,7.120733376314132,79.29228139603558,0,1,L2/3 IT,superficial (L2/3),0.05249011462589077
0,6.864670304421549,81.15884994441608,0,1,L2/3 IT,superficial (L2/3),0.069596961518345
0,7.071180040556031,81.35200538851247,0,1,L2/3 IT,superficial (L2/3),0.069596961518345
1,6.757297437764502,87.70810169289156,0,2,L4/5 IT,superficial (L2/3),0.09642078539277406
0,7.09913111179239,94.08636827320998,0,1,L2/3 IT,superficial (L2/3),0.10552731108912163
1,7.355839446271598,95.42234655163082,0,2,L4/5 IT,superficial (L2/3),0.10943206417275939
2,6.924679712893227,95.85644758315595,0,5,L5 ET,superficial (L2/3),0.11399722163109549
0,6.862832995885862,96.73654803792866,0,1,L2/3 IT,superficial (L2/3),0.11901423116739202
0,6.556742207735863,97.77417240981896,0,1,L2/3 IT,superficial (L2/3),0.12423482999627425
0,7.411596674386575,99.26968878663348,0,1,L2/3 IT,superficial (L2/3),0.12940728821718198
0,7.412103581011055,101.26689443215852,0,1,L2/3 IT,superficial (L2/3),0.13884449030130266
0,6.889679685576552,102.10672929487352,0,1,L2/3 IT,superficial (L2/3),0.14290325531006476
0,7.019820667592375,104.95363177733168,0,1,L2/3 IT,superficial (L2/3),0.15279388118503154
0,6.979332192136036,105.94103593647849,0,1,L2/3 IT,superficial (L2/3),0.15566889616587393
1,7.2993066609226585,113.49688743159491,0,2,L4/5 IT,superficial (L2/3),0.1734072392768754
1,7.654634640926095,61.29938824254509,0,2,L4/5 IT,superficial (L2/3),0.002384019471500225
1,8.148808694139158,66.83851170586247,0,2,L4/5 IT,superficial (L2/3),0.006079262168212955
1,7.503704945587879,68.94189112312445,0,2,L4/5 IT,superficial (L2/3),0.006606105328382949
0,8.143795517349716,75.8393299184811,0,1,L2/3 IT,superficial (L2/3),0.03580931144830221
0,7.835921184555598,80.70731475210513,0,1,L2/3 IT,superficial (L2/3),0.07997897320577067
0,8.287492312897399,85.93576211342932,0,1,L2/3 IT,superficial (L2/3),0.1052267079117567
0,8.120848218325191,93.90333335270554,0,1,L2/3 IT,superficial (L2/3),0.11609609774623551
0,7.865320264258474,97.6508827626398,0,1,L2/3 IT,superficial (L2/3),0.13335384395701685
2,7.837894735192196,101.06928522182322,0,5,L5 ET,superficial (L2/3),0.14751646863208875
0,7.737020856717032,103.90535785469325,0,1,L2/3 IT,superficial (L2/3),0.15884281611649176
0,8.370050004827396,104.69762783900707,0,1,L2/3 IT,superficial (L2/3),0.16211890988686095
0,8.23439301510142,108.14329058881796,0,1,L2/3 IT,superficial (L2/3),0.17147572093411156
0,7.866776007029969,111.80601401004398,0,1,L2/3 IT,superficial (L2/3),0.1825636344275243
0,7.70661809113794,117.42967492399407,0,1,L2/3 IT,superficial (L2/3),0.19010236875402597
0,9.109132702372285,59.172485580024606,0,1,L2/3 IT,superficial (L2/3),0.010825951290226303
0,9.002902639145601,61.573706288950454,0,1,L2/3 IT,superficial (L2/3),0.017415001331889897
0,8.893253788482504,63.397622766342536,0,1,L2/3 IT,superficial (L2/3),0.018418339238613423
3,9.02548279295543,67.17998663345567,0,4,L5 IT,superficial (L2/3),0.018055050130019384
3,9.146320947623412,69.42789102849953,0,4,L5 IT,superficial (L2/3),0.01791120924225078
0,8.994157615066575,74.05383239086242,0,1,L2/3 IT,superficial (L2/3),0.032101210359843035
0,9.137108240776536,80.78307078295583,0,1,L2/3 IT,superficial (L2/3),0.09043433798091428
3,8.999176887624627,84.14879614017454,0,4,L5 IT,superficial (L2/3),0.10958276540486654
0,9.059833238279923,87.21524762075471,0,1,L2/3 IT,superficial (L2/3),0.11822424435445734
0,8.88083946889616,89.70512393129148,0,1,L2/3 IT,superficial (L2/3),0.12069037806997877
0,9.174634627976076,92.24313759702248,0,1,L2/3 IT,superficial (L2/3),0.12258189071985828
1,9.034322832153252,92.68140825198888,0,2,L4/5 IT,superficial (L2/3),0.12432861456876033
0,8.932988531396335,96.45066369527841,0,1,L2/3 IT,superficial (L2/3),0.13380394736491236
0,9.041768252076508,97.14544146529933,0,1,L2/3 IT,superficial (L2/3),0.13812927421873125
0,8.948945530924261,98.96988071575834,0,1,L2/3 IT,superficial (L2/3),0.1474415506791925
0,8.958121187895815,100.26852164953452,0,1,L2/3 IT,superficial (L2/3),0.1520374416778654
0,9.11558448872327,100.95268428924331,0,1,L2/3 IT,superficial (L2/3),0.15640888723986518
0,9.192072922569968,106.06524796320473,0,1,L2/3 IT,superficial (L2/3),0.1746705620416462
8,8.641188389422823,107.23810557870777,0,9,L6b,superficial (L2/3),0.17797429759647937
0,8.958188313950588,108.71458474459514,0,1,L2/3 IT,superficial (L2/3),0.18443447864156398
0,9.017883875169519,112.81277297752888,0,1,L2/3 IT,superficial (L2/3),0.19539930655318297
0,8.753634718896738,113.84896637777611,0,1,L2/3 IT,superficial (L2/3),0.19742084104105392
0,9.096218659226132,114.96362811117928,0,1,L2/3 IT,superficial (L2/3),0.19908836131619806
0,8.947436876754626,116.95079181831741,0,1,L2/3 IT,superficial (L2/3),0.20131335530880462
3,9.881772115548404,61.860282517247,0,4,L5 IT,superficial (L2/3),0.029607785294704227
0,9.610851822843394,62.739880251646944,0,1,L2/3 IT,superficial (L2/3),0.030517302633362154
1,9.682357107058687,64.26497421723118,0,2,L4/5 IT,superficial (L2/3),0.030855161988794795
0,10.020559055489702,67.76486690728467,0,1,L2/3 IT,superficial (L2/3),0.02941688904587956
0,10.394460671742564,68.95765005964977,0,1,L2/3 IT,superficial (L2/3),0.02945655995081409
0,9.908249835604517,71.72472744573989,0,1,L2/3 IT,superficial (L2/3),0.03436542576212761
7,9.538605799010602,75.0246572738229,0,8,L6 IT Car3,superficial (L2/3),0.04972225424788741
0,10.272562208188376,79.22026299953166,0,1,L2/3 IT,superficial (L2/3),0.0836999863645437
1,10.038041753498993,87.25116972581961,0,2,L4/5 IT,superficial (L2/3),0.12935737486503937
1,10.257795143025497,88.70930022459942,0,2,L4/5 IT,superficial (L2/3),0.13146796793514454
0,9.861712226346832,92.97391787459594,0,1,L2/3 IT,superficial (L2/3),0.1353838688829493
0,10.190022817103817,95.7681225414558,0,1,L2/3 IT,superficial (L2/3),0.14408314618564683
0,10.076926634904833,98.1511318825612,0,1,L2/3 IT,superficial (L2/3),0.15249928055333467
0,9.725329206587169,103.99273925266334,0,1,L2/3 IT,superficial (L2/3),0.17706532606956796
0,9.922297624754048,105.94292369431737,0,1,L2/3 IT,superficial (L2/3),0.18397537851386458
0,10.027223113544295,106.72041902083932,0,1,L2/3 IT,superficial (L2/3),0.1873609920683734
0,9.806919154773801,109.51814943311025,0,1,L2/3 IT,superficial (L2/3),0.19717869867353627
0,10.262807872076579,115.40816654076698,0,1,L2/3 IT,superficial (L2/3),0.2094853299402194
0,10.911923684167208,51.693949513033964,0,1,L2/3 IT,superficial (L2/3),0.004197760493634588
8,11.195004544127567,53.181758127897275,0,9,L6b,superficial (L2/3),0.01011788537276059
0,10.947116449856813,56.90694702963731,0,1,L2/3 IT,superficial (L2/3),0.028311228537783194
0,11.143438864549456,59.11509646537836,0,1,L2/3 IT,superficial (L2/3),0.03467546688014794
2,11.125149247902796,63.63972449580938,0,5,L5 ET,superficial (L2/3),0.04197861601240661
0,10.581226676830081,65.87667401622997,0,1,L2/3 IT,superficial (L2/3),0.04164682035547986
0,10.94640297743722,66.99381737131587,0,1,L2/3 IT,superficial (L2/3),0.041285346446886396
1,11.161912572056188,67.93634182108032,0,2,L4/5 IT,superficial (L2/3),0.041089257953486835
0,10.926314896688451,71.11987601516114,0,1,L2/3 IT,superficial (L2/3),0.04382407275983479
1,11.33492590304276,73.19868982303872,0,2,L4/5 IT,superficial (L2/3),0.050424919167478176
0,11.287939893664785,74.16181437035289,0,1,L2/3 IT,superficial (L2/3),0.05552165536487721
0,10.830871483414185,77.30480130794491,0,1,L2/3 IT,superficial (L2/3),0.0773037332082026
0,11.041613210215262,82.33777295132413,0,1,L2/3 IT,superficial (L2/3),0.11914418485408669
0,11.126048945803667,84.20976205530458,0,1,L2/3 IT,superficial (L2/3),0.13082305382675652
0,10.856353722656461,85.80401159949785,0,1,L2/3 IT,superficial (L2/3),0.13809195876640082
0,11.371929073655695,86.70816928935606,0,1,L2/3 IT,superficial (L2/3),0.14026594207237103
0,11.180538425924711,92.30990828484825,0,1,L2/3 IT,superficial (L2/3),0.14502472963317498
0,11.024105293961368,92.73203345792945,0,1,L2/3 IT,superficial (L2/3),0.14649103663229782
0,10.832582122376115,100.92682743744336,0,1,L2/3 IT,superficial (L2/3),0.17534582140261823
0,10.816458959625374,102.28817172875087,0,1,L2/3 IT,superficial (L2/3),0.17925612865018198
0,10.84110910508049,108.15092224061078,0,1,L2/3 IT,superficial (L2/3),0.20006666292987518
0,11.178266160411162,110.4655551551156,0,1,L2/3 IT,superficial (L2/3),0.2065568826657489
2,10.814423698862239,111.7556338552248,0,5,L5 ET,superficial (L2/3),0.21248112508390046
3,11.201821102672126,113.04013569513326,0,4,L5 IT,superficial (L2/3),0.21509865305163028
0,11.518044426174392,116.02591467877085,0,1,L2/3 IT,superficial (L2/3),0.23036149101846065
0,11.708599434936987,53.9649523442581,0,1,L2/3 IT,superficial (L2/3),0.026875094350631852
3,11.863177559480004,54.94128853863619,0,4,L5 IT,superficial (L2/3),0.031480942260808706
0,12.250389962357069,57.67311423075934,0,1,L2/3 IT,superficial (L2/3),0.04223631378635224
0,12.066559257208716,62.16047731835855,0,1,L2/3 IT,superficial (L2/3),0.05071382612443334
0,11.812662159308154,67.88071493704683,0,1,L2/3 IT,superficial (L2/3),0.052851758917966035
0,11.989781061336606,69.0973254023123,0,1,L2/3 IT,superficial (L2/3),0.05344506908959568
3,11.994660041333821,71.05257780318473,0,4,L5 IT,superficial (L2/3),0.0566154621000382
0,12.166182717057517,74.14253163406926,0,1,L2/3 IT,superficial (L2/3),0.06859507134401752
0,11.810664946172555,81.78959299896533,0,1,L2/3 IT,superficial (L2/3),0.12976242164484106
0,11.943100957423749,82.98337743472794,0,1,L2/3 IT,superficial (L2/3),0.13599541774145607
0,11.97225667222467,84.11871266058462,0,1,L2/3 IT,superficial (L2/3),0.14122038735865172
0,12.080809270922463,85.9361329908104,0,1,L2/3 IT,superficial (L2/3),0.1485960132892834
0,11.953403037549698,89.71458591865414,0,1,L2/3 IT,superficial (L2/3),0.15435555614653715
0,11.677589618177997,92.4972019162606,0,1,L2/3 IT,superficial (L2/3),0.15617841195323925
0,11.712710580122385,99.256892054374,0,1,L2/3 IT,superficial (L2/3),0.17749617888330832
0,12.27083922299161,103.82022009485162,0,1,L2/3 IT,superficial (L2/3),0.1963709469855242
0,11.896010182438003,108.04755539067024,0,1,L2/3 IT,superficial (L2/3),0.20947633447083344
0,12.025749961988168,108.97134820756345,0,1,L2/3 IT,superficial (L2/3),0.2126790774083081
0,12.008570504178856,113.05984174499463,0,1,L2/3 IT,superficial (L2/3),0.22437874742819394
0,12.085784514987344,115.5383188898942,0,1,L2/3 IT,superficial (L2/3),0.23036149101846065
0,12.302714184582946,116.31433471261734,0,1,L2/3 IT,superficial (L2/3),0.23036149101846065
0,13.011665187818132,49.03105755380473,0,1,L2/3 IT,superficial (L2/3),0.005551655537328146
1,13.178629034810628,51.19410493087874,0,2,L4/5 IT,superficial (L2/3),0.02027629631047093
0,13.116687748875016,51.818313482054364,0,1,L2/3 IT,superficial (L2/3),0.02677635308776541
0,13.061296298970802,53.20872110211724,0,1,L2/3 IT,superficial (L2/3),0.03256436838028556
0,12.760223250799758,56.939280612416695,0,1,L2/3 IT,superficial (L2/3),0.04900057284740067
0,12.90526240221334,57.76870422235803,0,1,L2/3 IT,superficial (L2/3),0.051840556709976456
0,13.208653555862062,59.14116382552057,0,1,L2/3 IT,superficial (L2/3),0.05432808943089973
0,12.934548337021301,60.15070951932819,0,1,L2/3 IT,superficial (L2/3),0.056491519998078686
2,12.926523170287908,61.084009114281685,0,5,L5 ET,superficial (L2/3),0.05833434421216842
0,12.94193370289404,62.63420925997728,0,1,L2/3 IT,superficial (L2/3),0.06105847883414463
8,12.737970784137882,65.97873660958413,0,9,L6b,superficial (L2/3),0.06328956514880707
0,12.821451973586575,66.77521493368248,0,1,L2/3 IT,superficial (L2/3),0.06392098777718297
2,13.046448863841235,68.16041122235745,0,5,L5 ET,superficial (L2/3),0.06474407955259032
0,12.80810375861287,69.87365428444473,0,1,L2/3 IT,superficial (L2/3),0.0676346087770234
0,12.722247576582577,70.97531253151563,0,1,L2/3 IT,superficial (L2/3),0.07003369122817389
1,13.160481112646192,74.05997263106255,0,2,L4/5 IT,superficial (L2/3),0.08244254304986161
0,13.182283289113482,74.97232218069767,0,1,L2/3 IT,superficial (L2/3),0.08841851474275443
0,12.987727544656495,76.03302244926537,0,1,L2/3 IT,superficial (L2/3),0.09519932715516378
0,12.781746147083094,76.9808273520336,0,1,L2/3 IT,superficial (L2/3),0.10261091250084074
0,13.218565581494227,78.02872023171847,0,1,L2/3 IT,superficial (L2/3),0.11042239658753954
0,13.09435896080757,79.91842990079024,0,1,L2/3 IT,superficial (L2/3),0.12617238438589665
2,12.65472339927141,81.06781189553448,0,5,L5 ET,superficial (L2/3),0.13357396819990353
1,12.791585466181763,86.41545356721653,0,2,L4/5 IT,superficial (L2/3),0.15881685144923188
0,12.68114146118327,86.91137632281917,0,1,L2/3 IT,superficial (L2/3),0.16123109368069646
0,12.544971629377807,92.83010294163324,0,1,L2/3 IT,superficial (L2/3),0.1688567133960325
0,13.27722159736636,97.87285299197315,0,1,L2/3 IT,superficial (L2/3),0.18453373043153495
0,13.311327389686102,99.44239245218012,0,1,L2/3 IT,superficial (L2/3),0.188576832124257
0,12.528457490697344,102.22272631084859,0,1,L2/3 IT,superficial (L2/3),0.20002174412408905
0,13.112685314359293,104.03803407053623,0,1,L2/3 IT,superficial (L2/3),0.2067106470269494
0,12.955365632938001,106.95940137624413,0,1,L2/3 IT,superficial (L2/3),0.21604038705867643
0,13.04705489794321,109.27907248555071,0,1,L2/3 IT,superficial (L2/3),0.22213105569390423
2,13.167855513078266,112.29602622476777,0,5,L5 ET,superficial (L2/3),0.23083991595185838
0,14.173058475330766,49.17968954161268,0,1,L2/3 IT,superficial (L2/3),0.01581229011308026
0,13.986453073062137,55.13265342715547,0,1,L2/3 IT,superficial (L2/3),0.05178999842098132
3,13.861951382823696,60.82332548236511,0,4,L5 IT,superficial (L2/3),0.0666781583255067
2,14.123732907172727,62.07796715623613,0,5,L5 ET,superficial (L2/3),0.06831842407644757
0,14.373950034322414,64.91011557307951,0,1,L2/3 IT,superficial (L2/3),0.07249458521628747
0,13.702259586186134,72.9071726238067,0,1,L2/3 IT,superficial (L2/3),0.09182363560910452
0,13.817946699422187,78.10696711615519,0,1,L2/3 IT,superficial (L2/3),0.12315722098750591
0,13.9430849186327,79.95406005138456,0,1,L2/3 IT,superficial (L2/3),0.1376649370705294
0,13.793415686943113,81.13246399332009,0,1,L2/3 IT,superficial (L2/3),0.14452278288806358
0,13.89421173235454,83.16226357226022,0,1,L2/3 IT,superficial (L2/3),0.15652173145761514
0,14.180622094680054,84.87253423689674,0,1,L2/3 IT,superficial (L2/3),0.16548737964495014
0,14.066826584870155,85.97511425210197,0,1,L2/3 IT,superficial (L2/3),0.16875400602838098
0,13.944912705451918,88.11476074897537,0,1,L2/3 IT,superficial (L2/3),0.17318023410355116
2,13.97712253811142,91.76324155169813,0,5,L5 ET,superficial (L2/3),0.1784043122161109
0,13.817225570469986,92.92925236883188,0,1,L2/3 IT,superficial (L2/3),0.18017232384677695
0,14.147174537301336,98.02790984432394,0,1,L2/3 IT,superficial (L2/3),0.19624471268950763
0,13.868202091734329,104.51003829631249,0,1,L2/3 IT,superficial (L2/3),0.22051930222214708
0,13.739588206266768,106.34845191583707,0,1,L2/3 IT,superficial (L2/3),0.22338786989039267
3,13.86012292325213,109.75089476532014,0,4,L5 IT,superficial (L2/3),0.23461077457869958
0,13.97725398277945,111.30045771630324,0,1,L2/3 IT,superficial (L2/3),0.23733480252582745
1,14.304685702287498,112.77510630781806,0,2,L4/5 IT,superficial (L2/3),0.24246339722174073
1,14.968822592693986,46.86812113000807,0,2,L4/5 IT,superficial (L2/3),0.008484240226224179
1,14.884517412290574,51.42358938849419,0,2,L4/5 IT,superficial (L2/3),0.04078134833432399
0,15.446207155207977,53.02167821618304,0,1,L2/3 IT,superficial (L2/3),0.0526350615820975
0,14.971898132723737,57.041978661390246,0,1,L2/3 IT,superficial (L2/3),0.06669518006450911
0,15.266088015296376,62.14783606831709,0,1,L2/3 IT,superficial (L2/3),0.07637374727197682
