GeneNames,P_values
PTGDS,0.391505770738448
PTN,0.72404899366729
PTPRC,0.26039451111088
PTRHD1,0.536503782125823
QARS,0.179240996294404
RAB30,0.838464092593094
RAMP2,0.315701270474309
RAPGEF3,0.894486186251914
RHOH,0.347589761083571
RORC,0.945071056310217
RTKN2,0.311606678132079
RUNX1,0.109807234552807
S100A14,0.102674752385252
S100A4,0.440147383094265
SCD,0.000102696312941242
SDC4,0.601675396113342
SEC11C,0.212545281399256
SEC24A,0.282677004469479
SELL,0.934744606356963
SERHL2,0.0284154359462291
SERPINA3,0.814108230287304
SERPINB9,0.557832559149979
SFRP4,0.478553276569795
SH3YL1,0.12918878516482
SLAMF1,0.940023960609256
SLAMF7,0.308113016089866
SLC25A37,0.787737202156419
SLC5A6,0.31876642602175
SMAP2,0.691767764607996
SMS,0.117303644870962
SNAI1,0.962862656345615
SOX17,0.969772017143706
SQLE,0.2541105108169
SRPK1,0.305973578845947
STC1,0.644029881065113
SVIL,0.373034408743784
TACSTD2,0.00879858527899313
TCF4,0.443072085716675
TCIM,0.00466549687753481
TENT5C,0.0662159371372841
TFAP2A,0.296066881231933
THAP2,0.80507728289798
TIFA,0.787944630960096
TMEM147,0.138615236242407
TOMM7,0.0160693334972695
TOP2A,0.0106420306538137
TPD52,0.0451545084202551
TRAC,0.536397054909723
TRAF4,0.191131146320764
TRAPPC3,0.433677984227733
TRIB1,0.417825348836959
TUBA4A,0.21538159091344
TUBB2B,0.838712476308256
TYROBP,0.959913327335669
USP53,0.222168888485007
VOPP1,0.275828070932057
VWF,0.0766599739417182
WARS,0.428188264808619
ZEB1,0.472517656119653
ZEB2,0.139354524429366
ZNF562,0.280276050468635
