GeneID	gene	Marker	LRindex	role	marker_amplitude	Type_0	Type_1	Type_2	Type_3	Type_4	Type_5	Type_6	Type_7	Type_8
15	Marker_04_1	3	-1	generic marker for L5 IT	7.778338574587913	0.8901595903114047	0.4629171447879096	0.2984047181008923	8.40270320383395	0.43627867989037555	1.0332035382451337	0.4269909326870648	0.4317861160080695	0.8035914216249321
16	Marker_04_2	3	-1	generic marker for L5 IT	7.62934001169975	1.1688080796144118	2.129026538197664	0.7970228088477402	8.470640157346375	0.5319116153465234	1.5536495675068767	1.3941912669509655	0.38304657631236483	0.3443954201029741
17	Marker_05_1	4	-1	generic marker for L5/6 NP	5.828532022035314	1.3447251166052083	0.8820813053901603	0.20561269282838507	3.420536223470394	6.929475329908886	2.3579650382951804	0.23469577442054965	0.6740433945197265	1.9700721313536675
18	Marker_05_2	4	-1	generic marker for L5/6 NP	7.800466025753639	0.5824312085545487	1.3204462895357403	0.39379396589351323	0.39508881892278813	7.974706687318415	0.24850546244147187	0.5521075367915494	0.7404787984055227	0.9509142210172612
19	Marker_06_1	5	-1	generic marker for L6 CT	6.046463385887807	0.6319999517221062	0.7391976857726842	0.3127622210346691	1.0495603712847283	0.48357331729737646	6.886544709002714	1.0578433692628373	0.2661796334112071	1.8547185797173174
20	Marker_06_2	5	-1	generic marker for L6 CT	5.958056819837777	1.0756781384647742	0.32059882388325334	0.5676130337588465	1.0349319720693801	1.525363610776239	6.7852526416059025	0.25470897543096327	0.44136682758599843	0.9889615958563128
21	Marker_07_1	6	-1	generic marker for L6 IT	5.853879458141755	0.707906318831788	0.5190080867362421	1.7521790838137237	1.0273589332180177	0.7523364113959286	0.4853490223284177	6.207590446952478	0.378572344777445	0.8083543050456008
22	Marker_07_2	6	-1	generic marker for L6 IT	3.211765639142905	0.48612220556985053	1.197593618073764	0.6851598321455421	1.336227822534641	0.3516032230477629	0.4992136890732056	4.567938194850746	0.938943199412339	1.8157028370812225
23	Marker_08_1	7	-1	generic marker for L6 IT Car3	9.05258406952205	1.7929413662291418	0.4241113916091136	0.6407157668691161	1.749243779407326	1.824093323633238	0.6314606329626256	0.5494494199893604	9.705078887532848	0.8517476468989867
24	Marker_08_2	7	-1	generic marker for L6 IT Car3	3.6170208025053667	1.4761438955818624	0.5105401946341651	2.238249906655535	0.699140180612673	1.1306624544625195	0.47904542305630743	0.7812494798851216	4.24529831778652	0.32839986602448834
25	Marker_09_1	8	-1	generic marker for L6b	10.461345348414277	0.5488722185000079	1.0329854664647038	0.49451091966120153	2.6596262708697025	0.6022227231586018	0.8457446540615816	1.1162734201652675	1.6852368730957425	11.094953403229168
26	Marker_09_2	8	-1	generic marker for L6b	7.190544352094207	2.0886939966467675	0.5564640651610329	0.474124169977631	1.066735861188596	0.6429666300314263	1.1159916512258203	0.5355269915259763	0.6675044114909283	7.799739439314705
27	Background_001	-1	-1	background gene	0.0	0.35763338112470155	0.40975481561860966	0.5962046032420009	0.9406696337174646	1.4466787952242144	0.37834814143626794	0.49061879862413166	1.2980263566746264	1.614430478678658
28	Background_002	-1	-1	background gene	0.0	2.204853078813267	2.1041524285640705	1.3482837632505456	0.12193603059408809	0.9006255042067447	1.0373867396735934	0.22782684177427626	0.5465444600266587	1.2606354465119693
29	Background_003	-1	-1	background gene	0.0	1.2612948871129057	2.3273180876539836	1.013166419184693	0.27559853333210493	1.2067041457894299	0.19961725492199905	0.7623569852429085	0.1154216900620873	2.2287863521655065
30	Background_004	-1	-1	background gene	0.0	2.6700904693105465	3.453400693659563	1.1743218090238703	0.4727503097239103	0.3186750146965582	0.2652586290891051	0.24500802516016681	1.398207481456852	0.20717339843976085
31	Background_005	-1	-1	background gene	0.0	0.8759046941728755	0.20377517250757932	0.180969177297529	0.25379784538246697	0.8189434847685634	0.49868607907112106	0.32604512072615294	0.29383212980688345	0.4140305307608705
32	Background_006	-1	-1	background gene	0.0	3.637955368760648	1.518161688132403	0.393347507557482	0.7539093728710247	0.8960464964941052	1.4750942230184683	1.027283289548467	1.2205504494044173	1.900645140186997
33	Background_007	-1	-1	background gene	0.0	0.4936458183909607	1.1071220609874255	0.15037530325492024	0.46135983926605423	0.42924901279164107	1.582984753933237	0.5178327888430219	0.1857329938012141	1.8526571618712957
34	Background_008	-1	-1	background gene	0.0	0.33729905266572136	1.4322472555217634	0.5292515088239369	0.7864059759986136	0.32163564244908605	0.6079452986337331	0.15071665325182293	0.6361107403450863	0.4319461036097648
35	Background_009	-1	-1	background gene	0.0	1.2067563781981863	0.5219478497806167	1.0269267127570927	1.568124410786128	0.3866332890571531	0.1094303701038945	0.42286475868585743	1.2891614596322878	0.15132558848989036
36	Background_010	-1	-1	background gene	0.0	0.38549137787094534	0.30086326927913726	0.938754159300976	0.394395729102956	0.48405706412963423	1.2749716418853385	0.3029914368476577	0.1843876244418493	1.1171986630110762
37	Background_011	-1	-1	background gene	0.0	0.2131326724753058	0.11551277245373415	1.8295581279071604	0.19617002949096046	0.5865653091847066	0.5778599387764671	0.2844652992620161	2.1939871180115675	0.2904887215693452
38	Background_012	-1	-1	background gene	0.0	1.5679956199957608	1.7290462229865586	0.12232218086321217	0.23076991515766673	0.9862888066930056	0.4228454844963509	0.8850230236349824	0.7914795363390561	0.6487217612278403
39	Background_013	-1	-1	background gene	0.0	0.9001726638593627	1.0484904614171167	0.29299062854905944	0.7925143469858031	1.8933956589800973	0.41757745104260685	1.6467518165130062	2.086510984004271	0.6208201896744984
40	Background_014	-1	-1	background gene	0.0	0.711388210728099	0.4544808518015481	0.28715785339074196	0.44573035153964674	0.10751091609108793	0.7073315563080396	0.2514949019866967	1.4661438070216397	0.28787698943428924
41	Background_015	-1	-1	background gene	0.0	0.7477744807784175	0.32236270591588134	0.5659009242176773	0.8902313959074388	1.1757503908053286	0.394602142881563	0.29800318826648536	0.781007503005721	0.6474445848472398
42	Background_016	-1	-1	background gene	0.0	0.5585347938280701	1.685030989489935	0.31192899543046276	0.45844937104739353	0.5332699297547069	0.7881195241963223	0.7343921325535092	0.49344282140676016	0.46791392059855236
43	Background_017	-1	-1	background gene	0.0	1.4225406156016296	0.9133516338993038	0.4266426516333419	0.8330645068148599	0.42221317262978786	0.3248116516022308	0.41552605982166535	0.606699951278683	0.6259507254403723
44	Background_018	-1	-1	background gene	0.0	1.781071147417191	0.09999729459540513	0.31336663567870443	0.2644775625180637	0.49856807113495966	0.0898895093449804	0.9210755859676805	0.1449869666803631	0.43465054629094657
45	Background_019	-1	-1	background gene	0.0	0.6314962355519892	0.2405292895983024	0.21462756392097163	0.444871059925965	0.6474890123816629	0.426759616278443	0.188605042302436	1.8491130208507616	2.4350573964360294
46	Background_020	-1	-1	background gene	0.0	0.6915854518216528	0.31054735547252565	0.374360370689078	0.4608520493945242	0.3633006835179353	0.6528240562812752	0.8273642059027064	0.8478900224486021	0.4726869541153908
47	Background_021	-1	-1	background gene	0.0	0.30044316286717787	0.3019959239528597	2.1017014690077827	0.3835184632902512	0.18168135857935677	0.45824671051280397	1.4578224402079794	2.5418137942348245	0.9493519632847429
48	Background_022	-1	-1	background gene	0.0	0.1727459498808854	0.4767574541089694	0.945582027486431	0.6393897836394348	0.7991219836603484	0.4027173600937291	0.7488725583207156	0.19296555265629042	0.2843775159016005
49	Background_023	-1	-1	background gene	0.0	1.1979898753274825	1.2623125173712857	0.18529699833179472	0.11111980003009342	0.3666137863004949	0.20584176935886925	0.5619387214713716	1.321483568271567	1.3912960828169105
50	Background_024	-1	-1	background gene	0.0	0.25328451575419175	1.0574630307265303	0.49963232028434224	0.976800283406702	0.24765962304986544	0.7034807010315489	1.948938498334824	1.1253500040233688	0.5296511963598157
51	Background_025	-1	-1	background gene	0.0	3.7709678905917112	0.823104213617956	0.1858473183539532	0.07558883402802336	0.5382770507199038	0.3516475033858463	1.0081444286584786	0.4385483040987625	1.1990236249373978
52	Background_026	-1	-1	background gene	0.0	0.710700735159081	0.07649446316662734	0.40402129658791086	0.7539922067105564	0.6456561026853125	0.38274180257768753	1.0623162694856025	0.47075549427865815	0.8175696087972414
53	Background_027	-1	-1	background gene	0.0	0.31563171103164295	0.23273604712876203	0.30570206314965465	0.29079236303192907	0.9555371293828404	1.5737665678615027	0.23611746887672924	0.5962721942222702	0.3175404998718264
54	Background_028	-1	-1	background gene	0.0	0.37633809865348156	1.4975821526745763	0.0684057375824628	0.27974975740031655	0.9522896625543825	3.1112689494758325	0.517508413318363	0.5554008039891464	0.5755826418613514
55	Background_029	-1	-1	background gene	0.0	0.1868022321051292	0.2898919520314141	0.3177034829744058	0.23939221319265322	0.4256304037203219	0.23309722604376681	0.705396110000632	2.6441733548601785	0.17977250028894606
56	Background_030	-1	-1	background gene	0.0	0.42144882130769273	0.6783267720350509	0.4111262889303124	0.07225979684551641	0.5527391374657075	0.557921467484773	2.2193607895346914	0.3144166565073001	0.6965724207638966
57	Background_031	-1	-1	background gene	0.0	0.40188216124040615	1.1602740143565127	1.4230793978705436	0.2559553702594318	0.4846113636939293	0.7644148669858852	0.3211539167878723	0.2765679380328254	0.6340225076851663
58	Background_032	-1	-1	background gene	0.0	0.32436955178303345	0.45223598358317435	1.6558686334274868	0.12383745783985675	0.4306680754429865	0.4352704750928876	1.7416249007480948	2.9279046179901003	0.848774882270765
59	Background_033	-1	-1	background gene	0.0	0.4923277099582138	0.27220075079865025	0.09079942072656881	1.0532262221122914	0.5333946774040745	0.36171431789858444	0.8225983204025642	0.2406977762777736	1.7272686548522613
60	Background_034	-1	-1	background gene	0.0	0.5644612302227648	0.19129228927652442	0.550966050194917	0.9885834114211569	0.5911230063303095	0.4943122515592465	1.3533260454865401	2.122931113043682	1.9667633358970704
61	Background_035	-1	-1	background gene	0.0	1.2753080113122799	1.518647904438943	2.2841198927941204	0.3401203928633663	0.6996249992665017	1.8050573460541535	0.6567290527871259	0.490789972722512	0.5893160421197703
62	Background_036	-1	-1	background gene	0.0	1.4970077817808798	0.44127572989465674	0.1788734247033805	0.9287820650613938	0.481670936530779	0.7448764620106706	0.9669389680658722	0.7186589212149256	0.7074738908647459
63	Background_037	-1	-1	background gene	0.0	1.0519860799115541	0.4714646021091596	0.986003455774493	0.6055982895214027	2.5695306432475	0.29000336232889207	0.5921923970170633	0.9799983740765474	0.17992043409514452
64	Background_038	-1	-1	background gene	0.0	1.3206662028866647	0.46101597249663084	1.0063336943015584	0.8609605593547351	0.43313022324678513	0.6897087186741067	0.2861502261746786	0.5654249219347969	2.1017660286123663
65	Background_039	-1	-1	background gene	0.0	0.32153255597225416	0.7131621037498359	0.6257993615587015	0.8632136866014846	1.542205027543688	0.8265058377608586	1.774161172163255	0.17895765490271254	1.8803605439298887
66	Background_040	-1	-1	background gene	0.0	1.5811063779117323	0.8229894746020974	0.9709441815004992	0.24059012153857598	0.3967080092292279	0.32949100800231657	1.1162301056357538	0.30280846068113554	0.9033102669279174
67	Background_041	-1	-1	background gene	0.0	1.2072191342809029	0.3097206808138575	0.701595975713531	1.5311440775095555	0.847817411280993	0.38563792875103176	0.2917226936024633	1.3400711041403095	0.1557322793034474
68	Background_042	-1	-1	background gene	0.0	0.7142001634599651	0.19883631714696154	1.6767172820205059	0.6273500076310035	0.6363640248942608	0.5764564697401651	0.40451529732397806	0.4252578184920304	1.133634489281169
69	Background_043	-1	-1	background gene	0.0	0.5339310402722096	0.21352613770320816	0.5292280470729297	0.3125029591740631	1.6088680374663986	0.22281201243823037	0.3873418634578296	0.7164139014335464	0.3015976819671894
70	Background_044	-1	-1	background gene	0.0	1.3350504317941347	0.19303757293201054	0.5687991016449585	0.04614527951215645	1.4676246928425878	1.4538318824183463	0.5801008477260143	0.6383199995288712	0.834421910507945
71	Background_045	-1	-1	background gene	0.0	1.7968891228657056	1.7113390474045367	1.099511195545445	0.650562648347277	1.0528094032192725	0.1308874948894986	0.9581753159935262	0.3879011820841796	0.6406055915288699
72	Background_046	-1	-1	background gene	0.0	0.8802547583042015	0.20173134494980985	0.4958723756946529	0.4767563738119065	0.529633650423817	1.9800671753233643	0.5624806492693499	0.10221129472091448	0.7144548931462834
73	Background_047	-1	-1	background gene	0.0	0.8201705661564673	0.48998005255569	0.6788652236545506	0.6190703572970552	1.908586303993852	1.1621985690060934	0.2559183511450224	0.2992619317425535	1.0988194191687195
74	Background_048	-1	-1	background gene	0.0	0.13001766903424028	0.8242599843917643	0.36241751422385626	0.3105656451525038	0.2904196465094512	0.3821585385917306	0.4966131188380106	1.1265411271558041	0.5026907591791918
75	Background_049	-1	-1	background gene	0.0	0.28311827304671694	1.5133508056131082	0.048439532379095186	1.1532274881666298	1.5495138230624526	0.28376422647888583	0.2156556658046831	1.3351168569333016	0.20913482130904432
76	Background_050	-1	-1	background gene	0.0	1.104731519293524	0.6443858826538947	1.3970052670817572	0.5378893270020989	0.18571215233747113	0.8548032471283807	0.07699275671292283	0.10277478696519077	1.1337663349762368
77	Background_051	-1	-1	background gene	0.0	0.8952184813161104	2.148212681661062	0.4538378513327636	0.9776992873027889	0.4456717621950209	1.9310337162139577	1.6122909072243827	0.6707379668755054	0.4745345771292342
78	Background_052	-1	-1	background gene	0.0	1.6422278182681016	2.376939604603466	0.5508573780163496	0.9991194721104932	1.2540347156201523	0.17081133373675994	1.3590853650915065	1.6377524982717258	1.239780931099145
79	Background_053	-1	-1	background gene	0.0	1.4058496467192059	0.4449205809327251	0.6502047828181363	0.9114710607862507	1.518714356240889	0.38354350015929695	1.1310561943263437	0.11310108555158258	0.5901363086942271
80	Background_054	-1	-1	background gene	0.0	0.755129593578575	0.5160497247248629	0.7845504641293317	0.45657269112041976	0.09602036762905306	0.6627489514879701	0.3715324076350305	1.2739558916131788	0.15394862471867835
81	Background_055	-1	-1	background gene	0.0	2.7994742296033297	0.06644586004834716	1.090347018682472	1.3141046312645344	0.6501355677309276	0.3214433386000428	0.7536837325541331	0.4359835246881589	0.8996355135918056
82	Background_056	-1	-1	background gene	0.0	0.4821047044516688	0.131147947232238	0.08499621570408217	0.19463264919030748	0.19072494066851736	0.12020937344018373	1.2429319508407988	0.6278254375058825	0.7248969156457853
83	Background_057	-1	-1	background gene	0.0	0.4042390342016377	0.7663080538970634	0.2094354057173246	0.4049864084460354	1.156298081894402	1.1349386595740734	0.1388485483203033	0.9816979456997932	0.09570782417009283
84	Background_058	-1	-1	background gene	0.0	0.2978029840906524	2.1474417889071735	1.166258398106804	0.1976361128128665	0.9939086145811211	0.48187924886979694	0.8680902600205649	0.23102489758468342	0.08020958444867853
85	Background_059	-1	-1	background gene	0.0	0.07952819955728839	1.073463559045228	0.4072422269842014	0.37235281753788835	0.9779138111661344	0.7862108460872054	0.6491374143271401	0.13955793241577122	0.2848979781762477
86	Background_060	-1	-1	background gene	0.0	0.4138206066365742	0.22592524105791603	0.34923620583463216	2.1990374611502097	1.2854951500787877	0.0819177814745996	0.5761313691315666	1.5186627836473507	0.2402542538625699
87	Background_061	-1	-1	background gene	0.0	2.4372226305873896	0.2754653740192714	0.686166214088617	0.07712532093542317	0.455597200658464	0.7718345325557564	0.7785892261764602	2.0135205848589766	0.5298270278257731
88	Background_062	-1	-1	background gene	0.0	0.2350753865869455	1.2515659333325309	0.9078329214200772	0.15759348675817894	1.216687560854315	0.21457002611520148	0.8011163268473729	0.7505605896638444	0.5064423448755413
89	Background_063	-1	-1	background gene	0.0	0.37985312981041625	1.0361043422508724	0.4467644003693861	0.6069200671452051	0.48924403616577145	0.05615222293793432	0.7183216980937072	4.030162771462903	0.5845659544859816
90	Background_064	-1	-1	background gene	0.0	0.2944391766651715	0.5567663202314662	1.6216867856781383	0.2801526910068709	0.4428202269083615	0.8738440257756828	0.924801748623936	0.45508206125584505	0.5880847524495442
91	Background_065	-1	-1	background gene	0.0	0.1278287404550643	0.6146376959631327	0.05803120374351292	0.6696348863107695	1.731538544178559	0.25290048462720516	2.937453722321192	0.6498433626291483	1.2684259624615202
92	Background_066	-1	-1	background gene	0.0	0.4060150578012801	0.16036527651074944	1.2734596839073558	1.461416740507663	0.323046222505221	0.20080648994307182	0.6654811290701551	0.16065494915273035	0.5956248144572134
93	Background_067	-1	-1	background gene	0.0	0.9296370545426771	0.32818562506586163	0.4365144430245349	0.9584548235666998	0.2721016034771334	1.1131669331589762	0.08677815200444353	1.0479871346397978	1.4964175482127287
94	Background_068	-1	-1	background gene	0.0	0.09128540318329444	0.7527605994603622	0.050510188686070844	0.3818219064195401	1.8054271314113783	1.0691904910876309	0.836685257635638	0.648631909675815	0.8779286966877329
95	Background_069	-1	-1	background gene	0.0	1.2976302327769438	0.08217425464643717	0.5906027662590377	0.3049579277638855	0.23823892793417223	0.9341297938298908	2.240623154300633	1.021882691985333	0.9842821140349785
96	Background_070	-1	-1	background gene	0.0	0.7600018835186738	1.152783283573792	0.6823795174850401	1.0863607539252484	0.4666427010172159	2.6484291688164965	1.3968510804772556	1.6138071951517237	0.5493148607850484
97	Background_071	-1	-1	background gene	0.0	1.3875330142327365	0.9729171306030117	0.23924466316619816	0.656404261157209	0.514051929401887	1.5514343595054836	0.20877089811688954	1.18940215387964	0.3150069411065464
98	Background_072	-1	-1	background gene	0.0	0.062715107913842	0.19906416411880118	0.5409452173704755	0.8615263077584203	0.18548962281885378	0.47117750526113167	0.17920043444501968	0.6395147069254755	1.016491148067204
