"gene","cell_type","Z_score","p_val"
"TRAPPC3","CD4+_T_Cells",0.00828215568245627,0.993391871397331
"TUBA4A","CD4+_T_Cells",0.00716212902176137,0.994285496686382
"TYROBP","CD4+_T_Cells",0.00455222469527269,0.996367862742986
"ZEB1","CD4+_T_Cells",0.516462681216736,0.605531297047657
"ACTG2","CD8+_T_Cells",0.142899664504544,0.886369423540402
"ADGRE5","CD8+_T_Cells",0.294864149572259,0.768097659436499
"AIF1","CD8+_T_Cells",0.10185044865896,0.91887538158045
"BACE2","CD8+_T_Cells",0.125429469203688,0.900183559283884
"C1QA","CD8+_T_Cells",0.0529043925843671,0.957808084523561
"C2orf42","CD8+_T_Cells",0.0827495408154354,0.934050692043356
"CCDC6","CD8+_T_Cells",0.657303803849323,0.510985591119612
"CCL5","CD8+_T_Cells",0.842229040497571,0.399659761464
"CD247","CD8+_T_Cells",0.527988380835659,0.597507400476154
"CD3E","CD8+_T_Cells",0.593884187242564,0.552589575925177
"CD3G","CD8+_T_Cells",0.419098068474922,0.675144462257949
"CD4","CD8+_T_Cells",0.574883502803749,0.565370087842121
"CD69","CD8+_T_Cells",0.219342254557943,0.826383448826229
"CD8A","CD8+_T_Cells",1.76036285070769,0.0783463038913501
"CD8B","CD8+_T_Cells",0.778473825629096,0.436289731310237
"CXCL12","CD8+_T_Cells",0.414255596883452,0.678686928978732
"CXCR4","CD8+_T_Cells",1.0370688810289,0.29970375673415
"CYTIP","CD8+_T_Cells",0.221897452771256,0.82439371350023
"DAPK3","CD8+_T_Cells",0.00511570662487959,0.995918274469855
"DNTTIP1","CD8+_T_Cells",0.286144241456633,0.774767647720419
"DSC2","CD8+_T_Cells",0.0610202449370851,0.95134308596931
"DUSP2","CD8+_T_Cells",0.547786977763867,0.5838381812213
"ESR1","CD8+_T_Cells",0.0571355771910626,0.954437196200399
"FAM107B","CD8+_T_Cells",0.661947880864473,0.508004624367823
"GLIPR1","CD8+_T_Cells",1.05787389506802,0.290112937962189
"GPR183","CD8+_T_Cells",0.12117990375602,0.903548541282852
"GZMA","CD8+_T_Cells",0.13885065676513,0.889568163343962
"HDC","CD8+_T_Cells",0.0846175122746761,0.932565476219553
"HMGA1","CD8+_T_Cells",1.92685009773704,0.0539983140201704
"IL2RG","CD8+_T_Cells",0.126677379255101,0.899195750319898
"JUP","CD8+_T_Cells",0.056828264871448,0.954681998203197
"KRT15","CD8+_T_Cells",0.00521497085036324,0.995839074133502
"LAG3","CD8+_T_Cells",0.720430361831054,0.471260061750768
"LARS","CD8+_T_Cells",0.443518976219757,0.657390396608143
"LDHB","CD8+_T_Cells",0.762633348617053,0.445682090297585
"LPXN","CD8+_T_Cells",0.775476597018362,0.438058089119937
"MAP3K8","CD8+_T_Cells",0.237334089321267,0.812397618000588
"MEDAG","CD8+_T_Cells",0.0357185750514363,0.971506759252974
"OCIAD2","CD8+_T_Cells",0.458092427518214,0.646886039065024
"PDE4A","CD8+_T_Cells",0.0727728596383652,0.941986868547508
"PIM1","CD8+_T_Cells",0.656028250500401,0.511805947483344
"POLR2J3","CD8+_T_Cells",1.41395266684171,0.157375800624598
"PTPRC","CD8+_T_Cells",0.736438194546969,0.461464067677624
"QARS","CD8+_T_Cells",0.55524372368685,0.578727965801139
"S100A4","CD8+_T_Cells",1.21256416857928,0.225296495207866
"SERPINB9","CD8+_T_Cells",2.25127535821605,0.0243681025274539
"SLAMF1","CD8+_T_Cells",1.10402279921196,0.269583247789702
"SMS","CD8+_T_Cells",0.0646473840247906,0.948454756592538
"TOMM7","CD8+_T_Cells",1.94494882443045,0.0517811378870827
"TRAC","CD8+_T_Cells",0.183372826049091,0.854505496006646
"TRAPPC3","CD8+_T_Cells",0.0205639821638109,0.983593472455868
"TUBA4A","CD8+_T_Cells",0.282458392641394,0.777592046018475
"ACTA2","Endothelial",1.33588913577546,0.181585512488114
"ACTG2","Endothelial",0.5656936539298,0.571602049980654
"ADAM9","Endothelial",0.925059436933974,0.354934991117972
"AKR1C1","Endothelial",0.259820459274571,0.795002268572005
"ANGPT2","Endothelial",1.56734409846113,0.117034282914733
"ANKRD28","Endothelial",1.15331181864589,0.248782420866093
"AQP1","Endothelial",2.45394873945336,0.01412971217021
"AVPR1A","Endothelial",0.323232417220163,0.746519232079622
"BACE2","Endothelial",1.68185303652847,0.0925973413454146
"BTNL9","Endothelial",0.773102846768111,0.439461516474364
"CAV1","Endothelial",0.637053531535121,0.524089975301053
"CAVIN2","Endothelial",0.861966081868163,0.388706182849011
"CCL8","Endothelial",0.491229211859127,0.623264340230216
"CCND1","Endothelial",1.14742088575325,0.251207713312867
"CCPG1","Endothelial",1.90515237268516,0.0567602671736171
"CD93","Endothelial",1.57619129231265,0.114981724691959
"CDC42EP1","Endothelial",1.31343752370188,0.189035560289817
"CLEC14A","Endothelial",0.111950777821213,0.910862434742272
"CTTN","Endothelial",0.194450822308366,0.8458228988135
"CXCL12","Endothelial",0.597917536135022,0.549894958294452
"DAPK3","Endothelial",0.353675930852763,0.723581762605969
"DNTTIP1","Endothelial",1.12668131214724,0.259877246429689
"DST","Endothelial",0.768742283696883,0.442046317982407
"EDNRB","Endothelial",2.11370130910183,0.0345407866344118
"EGFL7","Endothelial",0.0459398776782695,0.963358169923376
"EIF4EBP1","Endothelial",1.10352337281147,0.269799947241291
"ENAH","Endothelial",0.654834885417396,0.512574067305656
"ESM1","Endothelial",1.04516874313665,0.295944986929909
"FBLIM1","Endothelial",0.594186809331883,0.552387174221375
"FLNB","Endothelial",0.821201869014956,0.411531292110937
"HDC","Endothelial",0.754032910830648,0.450829460156774
"HOXD8","Endothelial",1.23496693369999,0.216842810684215
"HOXD9","Endothelial",0.92627605792847,0.354302534982196
"IL3RA","Endothelial",1.64489956424503,0.0999905248136054
"JUP","Endothelial",1.67628907805386,0.0936815832064131
"KARS","Endothelial",0.959949072544767,0.337080846772066
"KDR","Endothelial",1.10928293809182,0.26730814314287
"LARS","Endothelial",1.17959723313057,0.238160443930751
"LDHB","Endothelial",1.21382266760689,0.224815448396857
"LGALSL","Endothelial",0.952803689090379,0.340689544807753
"LPL","Endothelial",0.383332532035018,0.701473221020236
"MMRN2","Endothelial",0.211474737646969,0.832516842888058
"MYLK","Endothelial",0.895199462090765,0.370680472244871
"NARS","Endothelial",0.761616078940005,0.446289175483031
"NOSTRIN","Endothelial",0.0715336463999875,0.942973047182704
"OXTR","Endothelial",0.0491587660519585,0.960792771436668
"PCOLCE","Endothelial",0.657970146815964,0.51055731422171
"PDE4A","Endothelial",0.38354683627281,0.701314350055951
"PDGFRB","Endothelial",2.65837714215961,0.00785179725601807
"PECAM1","Endothelial",0.200494783451297,0.841093637375775
"PELI1","Endothelial",0.318307516320861,0.750251683396795
"PPARG","Endothelial",1.78320863812468,0.0745523468544473
"PTN","Endothelial",0.0792115573051616,0.936864352078788
"PTRHD1","Endothelial",0.0250161169544798,0.980042108160924
"QARS","Endothelial",0.278910844591292,0.780313245887789
"RAMP2","Endothelial",1.62662472370538,0.103816825082927
"RAPGEF3","Endothelial",0.249356015674357,0.803085405104116
"SMS","Endothelial",0.829267006241797,0.406953336291648
"SNAI1","Endothelial",0.835318245918989,0.403538546874027
"SOX17","Endothelial",1.0595827050692,0.289334485164636
"SQLE","Endothelial",1.11270689371139,0.265834333846849
"SVIL","Endothelial",0.17576341449921,0.860479813119754
"TCF4","Endothelial",0.868128483401947,0.38532399967839
"TCIM","Endothelial",0.152096207066738,0.87911105572719
"TMEM147","Endothelial",0.823672949990263,0.41012541327186
"TOMM7","Endothelial",0.980702269069832,0.326739584601292
"TRAPPC3","Endothelial",1.20330599098162,0.22885793156323
"TUBA4A","Endothelial",1.02917802301693,0.303396027543337
"TUBB2B","Endothelial",0.11373712653036,0.909446180758021
"VWF","Endothelial",1.61477051781048,0.10636039993847
"WARS","Endothelial",1.34890187923271,0.177368484549743
"ZEB1","Endothelial",0.511128267212583,0.609261243653821
"ZEB2","Endothelial",0.131319504653953,0.8955225629186
"ABCC11","Invasive_Tumor",0.414487228388669,0.678517318487345
"ACTG2","Invasive_Tumor",0.00942205595701506,0.992482398250398
"ADAM9","Invasive_Tumor",1.49770825505232,0.134209066135999
"ANKRD30A","Invasive_Tumor",3.07849811613785,0.00208046845101908
"AR","Invasive_Tumor",1.31430170054723,0.188744695237725
"C2orf42","Invasive_Tumor",0.799255572414142,0.424142234350227
"C6orf132","Invasive_Tumor",0.451638769798034,0.651529235301046
"CCDC6","Invasive_Tumor",0.145196063487506,0.88455607388182
"CCND1","Invasive_Tumor",1.4278169461535,0.153344553896635
"CD9","Invasive_Tumor",0.365851285196636,0.714476048719328
"CDH1","Invasive_Tumor",3.30009527806669,0.00096652009028932
"CEACAM6","Invasive_Tumor",1.49431690417204,0.135092808902552
"CLDN4","Invasive_Tumor",0.230247936270493,0.817899114554281
"CTTN","Invasive_Tumor",1.31872125571567,0.187262317973922
"DAPK3","Invasive_Tumor",1.15134366983611,0.249590878094062
"DMKN","Invasive_Tumor",0.594960673663938,0.551869758714107
"DNTTIP1","Invasive_Tumor",0.71869299682992,0.472330099234917
"DSC2","Invasive_Tumor",0.933852267797002,0.350380103614975
"DSP","Invasive_Tumor",1.39060383325021,0.164345593323555
"DST","Invasive_Tumor",1.69108380138636,0.0908207985210916
"EIF4EBP1","Invasive_Tumor",1.20477874860935,0.228288726060585
"ELF3","Invasive_Tumor",0.80572673993036,0.420400427756398
"ENAH","Invasive_Tumor",1.02246979359037,0.306558602151624
"EPCAM","Invasive_Tumor",1.42433874744107,0.154348436117274
"ERBB2","Invasive_Tumor",0.109776890883228,0.912586318663472
"FASN","Invasive_Tumor",0.618821731664676,0.536033804249428
"FLNB","Invasive_Tumor",0.174064755330952,0.86181457148754
"FOXA1","Invasive_Tumor",0.695244157145291,0.486902303789077
"FSTL3","Invasive_Tumor",1.8497049245484,0.0643560903515119
"GATA3","Invasive_Tumor",2.09975717813022,0.03575020693048
"HDC","Invasive_Tumor",0.470362131798125,0.638096314288571
"HMGA1","Invasive_Tumor",0.291481992388368,0.770682714251921
"HOOK2","Invasive_Tumor",0.0879227749173041,0.92993805493472
"JUP","Invasive_Tumor",0.572708501098543,0.566842080507827
"KARS","Invasive_Tumor",0.496950656612533,0.619223847943954
"KLF5","Invasive_Tumor",0.623470059182342,0.532975671662404
"KRT15","Invasive_Tumor",0.416235803252141,0.677237463167776
"KRT7","Invasive_Tumor",1.89938120064094,0.0575143734315224
"KRT8","Invasive_Tumor",1.30515039770289,0.191841640536687
"LARS","Invasive_Tumor",1.99442009936399,0.0461061637906973
"LYPD3","Invasive_Tumor",1.06565805817818,0.286578243817778
"MDM2","Invasive_Tumor",0.660940526568976,0.508650454857691
"MLPH","Invasive_Tumor",1.18537797922687,0.235868034335695
"MYO5B","Invasive_Tumor",0.272814529949078,0.784995789818253
"NARS","Invasive_Tumor",1.22518790286595,0.220504431322317
"OCIAD2","Invasive_Tumor",2.13956990308116,0.0323895410729601
"OXTR","Invasive_Tumor",0.135929338213597,0.89187714218324
"POLR2J3","Invasive_Tumor",1.70200802478122,0.0887538639574205
"PTRHD1","Invasive_Tumor",1.56274024174776,0.118113705007267
"QARS","Invasive_Tumor",1.34758517512368,0.177791841386101
"RORC","Invasive_Tumor",0.0604987840214075,0.951758384288094
"S100A14","Invasive_Tumor",0.649031307232653,0.516318140525918
"SCD","Invasive_Tumor",0.257483594069614,0.796805478508586
"SDC4","Invasive_Tumor",0.951914001755555,0.341140597898707
"SERHL2","Invasive_Tumor",0.403009638924769,0.686941133594898
"SH3YL1","Invasive_Tumor",1.01648192151853,0.309399952165669
"SLC5A6","Invasive_Tumor",0.6922258965529,0.488795478212759
"SMS","Invasive_Tumor",0.773261412617502,0.439367687537414
"SQLE","Invasive_Tumor",0.367053489663533,0.713579119343425
"TACSTD2","Invasive_Tumor",0.768816364658682,0.442002332642427
"TCIM","Invasive_Tumor",1.51060225145928,0.130889820005178
"TFAP2A","Invasive_Tumor",0.971978015645806,0.331061485633653
"TMEM147","Invasive_Tumor",1.06654424823203,0.286177687549098
"TOMM7","Invasive_Tumor",0.308369369209067,0.757801286873894
"TRAF4","Invasive_Tumor",1.58093951743949,0.113891867609328
"TRAPPC3","Invasive_Tumor",1.28066090554687,0.200312797130036
"TUBB2B","Invasive_Tumor",0.630294304772271,0.528502048491299
"USP53","Invasive_Tumor",1.89738874917123,0.0577766494291811
"ZNF562","Invasive_Tumor",1.10651275850061,0.268504644845553
"ACTG2","Macrophages_1",1.29877935986113,0.194019659939415
"ADAM9","Macrophages_1",2.0270519695661,0.0426570981177991
"AIF1","Macrophages_1",0.66715273742579,0.504674576747757
"APOC1","Macrophages_1",1.65135777427613,0.0986655416279534
"BASP1","Macrophages_1",0.0120992934608761,0.990346396088034
"C1QA","Macrophages_1",0.693429362077362,0.488040141093812
"C1QC","Macrophages_1",1.76093219486626,0.0782498800078245
"CCDC6","Macrophages_1",0.692192695649094,0.488816325188538
"CCL8","Macrophages_1",0.0545190058240545,0.956521666649924
"CCND1","Macrophages_1",1.04921073390434,0.294081139478074
"CD14","Macrophages_1",0.225075239094897,0.821920743137962
"CD163","Macrophages_1",0.851817761655141,0.394315246619488
"CD4","Macrophages_1",0.178674465823414,0.858193319840698
"CD68","Macrophages_1",0.82906367549634,0.407068376879821
"CD83","Macrophages_1",0.828011724561901,0.407663859989216
"CD86","Macrophages_1",1.00729938348204,0.313790925971193
"CEACAM6","Macrophages_1",1.18466499847625,0.23614992664433
"CLDN4","Macrophages_1",0.357272042006378,0.720888157927959
"CXCL16","Macrophages_1",0.111328264882769,0.911356042580815
"DNTTIP1","Macrophages_1",0.0571750211760559,0.954405775816622
"DSC2","Macrophages_1",0.260028341348717,0.794841912103307
"EIF4EBP1","Macrophages_1",0.23329961568515,0.81552875701224
"ENAH","Macrophages_1",0.769567650576032,0.441556400514776
"ERBB2","Macrophages_1",0.36899544961339,0.712131116506894
"FCER1G","Macrophages_1",0.967169941170302,0.333459086088802
"FCGR3A","Macrophages_1",0.109511010453888,0.912797189213969
"FGL2","Macrophages_1",1.0098617198473,0.312561544993619
"GLIPR1","Macrophages_1",1.47351040841112,0.140613459375608
"GPR183","Macrophages_1",0.453732383075471,0.650021456159919
"HAVCR2","Macrophages_1",0.283418478699898,0.776856064904859
"HMGA1","Macrophages_1",0.687785936934996,0.491587593331815
"IGSF6","Macrophages_1",0.451146786411906,0.651883759238112
"ITGAM","Macrophages_1",0.225793491774548,0.821362039186494
"ITGAX","Macrophages_1",0.110457328054975,0.912046690006556
"KARS","Macrophages_1",0.0606823784651855,0.951612165762729
"LGALSL","Macrophages_1",0.204911863853741,0.837640985882941
"LPL","Macrophages_1",0.924795841867028,0.355072113957936
"LYZ","Macrophages_1",0.701253797156584,0.48314464196891
"MAP3K8","Macrophages_1",0.820669415975782,0.41183459613533
"MDM2","Macrophages_1",0.0853776315583158,0.931961175651756
"MNDA","Macrophages_1",0.816161541102815,0.414407749814532
"MRC1","Macrophages_1",2.14960125754158,0.0315867688666399
"NARS","Macrophages_1",1.62569508623139,0.104014535888588
"PDE4A","Macrophages_1",1.44239330144713,0.149191452480216
"PDK4","Macrophages_1",1.74737594876831,0.0805721466400811
"PELI1","Macrophages_1",1.00006088440962,0.317281044270464
"PTRHD1","Macrophages_1",0.80068234142224,0.423315567987532
"QARS","Macrophages_1",1.51031932645665,0.130961962597418
"S100A14","Macrophages_1",0.458848875073487,0.646342694234807
"SH3YL1","Macrophages_1",1.15922989411586,0.246362489208896
"SMS","Macrophages_1",1.11531951412728,0.264713526002291
"TMEM147","Macrophages_1",0.785517837746476,0.432150016021306
"TOMM7","Macrophages_1",0.270040547156849,0.787129059820157
"TRAPPC3","Macrophages_1",1.57381881406781,0.115529343202864
"TUBB2B","Macrophages_1",0.581256547246819,0.561067561663537
"TYROBP","Macrophages_1",0.316128243295476,0.751905170120733
"USP53","Macrophages_1",0.314051198640737,0.753482153492353
"ZEB2","Macrophages_1",0.202682239530842,0.839383405855665
"ZNF562","Macrophages_1",0.262478045322191,0.79295290945786
"ABCC11","Prolif_Invasive_Tumor",2.37797346489507,0.0174080785758761
"ACTG2","Prolif_Invasive_Tumor",1.04016983222698,0.298261004594805
"ADAM9","Prolif_Invasive_Tumor",0.332511484517999,0.739503069184663
"ANKRD28","Prolif_Invasive_Tumor",1.87559354571478,0.0607111133571417
"ANKRD30A","Prolif_Invasive_Tumor",0.0136997198813795,0.9890695469292
"AR","Prolif_Invasive_Tumor",1.33393987495335,0.18222356202028
"BASP1","Prolif_Invasive_Tumor",0.214086187278645,0.830479847048005
"C2orf42","Prolif_Invasive_Tumor",0.487532706114972,0.625880871068433
"C6orf132","Prolif_Invasive_Tumor",0.642346886380133,0.520647977668365
"CCDC6","Prolif_Invasive_Tumor",0.570676303876343,0.568219084354368
"CCND1","Prolif_Invasive_Tumor",0.742336535031722,0.457883461210776
"CD9","Prolif_Invasive_Tumor",0.526059153033423,0.598847108007939
"CDH1","Prolif_Invasive_Tumor",0.0357416373348674,0.971488369955096
"CEACAM6","Prolif_Invasive_Tumor",0.819687155744815,0.412394474020711
"CENPF","Prolif_Invasive_Tumor",1.03422258101841,0.301032119978012
"CLDN4","Prolif_Invasive_Tumor",1.27110636117286,0.20369081262253
"CTTN","Prolif_Invasive_Tumor",0.670952853024762,0.502250564839976
"DAPK3","Prolif_Invasive_Tumor",1.0897805187888,0.275809837439111
"DMKN","Prolif_Invasive_Tumor",1.16242655209136,0.245062243055972
"DNTTIP1","Prolif_Invasive_Tumor",0.722248249762778,0.470141863445073
"DSP","Prolif_Invasive_Tumor",0.951875796656314,0.341159975652424
"DST","Prolif_Invasive_Tumor",0.600366224708783,0.548262192152689
"EIF4EBP1","Prolif_Invasive_Tumor",1.52284423241237,0.127797680715687
"ELF3","Prolif_Invasive_Tumor",0.0902760299424315,0.928067867695965
"ENAH","Prolif_Invasive_Tumor",0.123019545339505,0.902091620583852
"EPCAM","Prolif_Invasive_Tumor",0.477633215286037,0.632911285685987
"ERBB2","Prolif_Invasive_Tumor",0.487860335552587,0.625648771163873
"FASN","Prolif_Invasive_Tumor",0.922829690328905,0.356095965674932
"FOXA1","Prolif_Invasive_Tumor",0.674086246719622,0.500256482797134
"FSTL3","Prolif_Invasive_Tumor",0.288261346068152,0.773146693242658
"GATA3","Prolif_Invasive_Tumor",0.837909107800282,0.402081753160257
"HDC","Prolif_Invasive_Tumor",0.770612906498601,0.440936408780167
"HMGA1","Prolif_Invasive_Tumor",0.275117025548559,0.78322633161954
"HOOK2","Prolif_Invasive_Tumor",0.371329208798298,0.710392345183028
"JUP","Prolif_Invasive_Tumor",2.30096354713086,0.0213936916240353
"KARS","Prolif_Invasive_Tumor",0.200396215998388,0.841170718664498
"KLF5","Prolif_Invasive_Tumor",0.738291926484942,0.460337071507563
"KRT7","Prolif_Invasive_Tumor",1.40417357092337,0.160267169864581
"KRT8","Prolif_Invasive_Tumor",1.40054847920106,0.161349136717578
"LARS","Prolif_Invasive_Tumor",0.296811174781249,0.766610673490844
"LYPD3","Prolif_Invasive_Tumor",0.362495817821789,0.716981548230491
"MDM2","Prolif_Invasive_Tumor",1.24082166135455,0.214671637318927
"MKI67","Prolif_Invasive_Tumor",0.429884847426073,0.667279408379115
"MLPH","Prolif_Invasive_Tumor",0.314560129819881,0.753095655214686
"MYO5B","Prolif_Invasive_Tumor",0.383150075304056,0.701608492639556
"NARS","Prolif_Invasive_Tumor",0.255845722369782,0.798069967175502
"OCIAD2","Prolif_Invasive_Tumor",0.511204943189193,0.60920755769757
"OXTR","Prolif_Invasive_Tumor",1.32324098390792,0.185755250669877
"PCLAF","Prolif_Invasive_Tumor",1.07850850939372,0.28080688634878
"POLR2J3","Prolif_Invasive_Tumor",0.440187620047582,0.659801225403041
"PTRHD1","Prolif_Invasive_Tumor",0.652800318568836,0.51388501822391
"QARS","Prolif_Invasive_Tumor",1.07574249423771,0.282042436994532
"RORC","Prolif_Invasive_Tumor",1.18378930819922,0.236496475618499
"RTKN2","Prolif_Invasive_Tumor",0.700693377995145,0.483494389537535
"S100A14","Prolif_Invasive_Tumor",0.433819157832397,0.664419768595995
"SCD","Prolif_Invasive_Tumor",0.437706948094999,0.661598732130632
"SDC4","Prolif_Invasive_Tumor",0.331158804806169,0.740524535229895
"SERHL2","Prolif_Invasive_Tumor",1.03193513006319,0.302102507527557
"SH3YL1","Prolif_Invasive_Tumor",0.0903671331901679,0.927995473718856
"SLC5A6","Prolif_Invasive_Tumor",0.55064730484735,0.581875474190949
"SMS","Prolif_Invasive_Tumor",0.293454290546905,0.769174933101988
"SQLE","Prolif_Invasive_Tumor",0.0814213743935931,0.935106851235469
"SRPK1","Prolif_Invasive_Tumor",0.789346360375055,0.429909597357013
"STC1","Prolif_Invasive_Tumor",1.03987012409257,0.298400244305607
"SVIL","Prolif_Invasive_Tumor",0.194347132260894,0.845904082904322
"TACSTD2","Prolif_Invasive_Tumor",1.9619610118725,0.0497670235954144
"TFAP2A","Prolif_Invasive_Tumor",1.29751926928835,0.194452579419183
"TMEM147","Prolif_Invasive_Tumor",0.632654153525392,0.526959515004291
"TOMM7","Prolif_Invasive_Tumor",1.98025380850112,0.0476750163301644
"TOP2A","Prolif_Invasive_Tumor",0.892235603133029,0.372266662667683
"TRAF4","Prolif_Invasive_Tumor",3.35001023529576,0.00080808574315753
"TRAPPC3","Prolif_Invasive_Tumor",1.52195653281581,0.128019972446448
