,UMAP1,UMAP2,Dataset,Cluster
51294,14.983963,8.765862,Xenium,Invasive_Tumor
51295,14.795174,6.3365417,Xenium,Invasive_Tumor
51296,12.4405365,8.769573,Xenium,Invasive_Tumor
51297,14.209292,6.598997,Xenium,Invasive_Tumor
51298,15.304257,6.705437,Xenium,Invasive_Tumor
51299,13.622752,6.3311443,Xenium,Invasive_Tumor
51300,5.2388034,3.16107,Xenium,Macrophages_1
51301,15.62659,8.609511,Xenium,Invasive_Tumor
51302,15.073543,6.548255,Xenium,Invasive_Tumor
51303,11.050493,6.434517,Xenium,Invasive_Tumor
51304,11.311848,6.386079,Xenium,Stromal
51305,15.600518,8.828416,Xenium,Invasive_Tumor
51306,15.251846,7.4878454,Xenium,Invasive_Tumor
51307,8.0468,2.8950615,Xenium,Stromal
51308,14.56044,9.274013,Xenium,Invasive_Tumor
51309,11.977551,8.963469,Xenium,Prolif_Invasive_Tumor
51310,14.620344,6.2744365,Xenium,Invasive_Tumor
51311,14.037023,6.4715524,Xenium,Invasive_Tumor
51312,8.022132,4.094439,Xenium,Stromal
51313,12.54333,6.673274,Xenium,Invasive_Tumor
51314,13.262627,8.221468,Xenium,Invasive_Tumor
51315,12.388236,9.019516,Xenium,Invasive_Tumor
51316,11.63468,6.6160994,Xenium,Invasive_Tumor
51317,12.64224,6.8487453,Xenium,Invasive_Tumor
51318,12.1151905,9.801746,Xenium,Prolif_Invasive_Tumor
51319,14.844463,9.677179,Xenium,Invasive_Tumor
51320,15.31101,9.661638,Xenium,Invasive_Tumor
51321,14.927162,6.5764475,Xenium,Invasive_Tumor
51322,15.1254635,9.679539,Xenium,Invasive_Tumor
51323,12.781431,7.6453786,Xenium,Invasive_Tumor
51324,12.521808,9.524252,Xenium,Prolif_Invasive_Tumor
51325,14.854401,8.137649,Xenium,Invasive_Tumor
51326,13.339468,8.015244,Xenium,Invasive_Tumor
51327,15.538245,7.7369156,Xenium,Invasive_Tumor
51328,15.129871,6.967527,Xenium,Invasive_Tumor
51329,14.568786,8.713994,Xenium,Invasive_Tumor
51330,15.355198,7.321043,Xenium,Invasive_Tumor
51331,12.678656,8.681941,Xenium,Invasive_Tumor
51332,14.390913,8.804976,Xenium,Invasive_Tumor
51333,10.93624,6.225294,Xenium,Stromal
51334,14.4287405,6.7539454,Xenium,Invasive_Tumor
51335,13.581997,8.237815,Xenium,Invasive_Tumor
51336,15.673073,8.662371,Xenium,Invasive_Tumor
51337,12.451426,7.2510204,Xenium,Invasive_Tumor
51338,15.000535,7.066649,Xenium,Invasive_Tumor
51339,14.931082,7.2000113,Xenium,Invasive_Tumor
51340,12.513419,7.8918333,Xenium,Invasive_Tumor
51341,13.603922,10.332746,Xenium,Invasive_Tumor
51342,13.145963,8.558624,Xenium,Invasive_Tumor
51343,8.019062,4.5832915,Xenium,Stromal
51344,14.535967,10.36081,Xenium,Invasive_Tumor
51345,14.935661,9.111121,Xenium,Invasive_Tumor
51346,12.66871,9.667309,Xenium,Prolif_Invasive_Tumor
51347,13.206283,10.245428,Xenium,Prolif_Invasive_Tumor
51348,3.242312,-0.7271878,Xenium,Endothelial
51349,11.128937,6.5852585,Xenium,Macrophages_1
51350,3.0714946,-1.1333318,Xenium,Endothelial
51351,15.68208,8.987654,Xenium,Invasive_Tumor
51352,15.986408,8.091616,Xenium,Invasive_Tumor
51353,5.126889,5.84178,Xenium,T_Cell_&_Tumor_Hybrid
51354,3.8626308,0.09184553,Xenium,Endothelial
51355,3.8315232,-0.0049624955,Xenium,Endothelial
51356,12.949678,9.344031,Xenium,Invasive_Tumor
51357,3.1137412,-0.8557836,Xenium,Endothelial
51358,13.037819,7.7277513,Xenium,Invasive_Tumor
51359,2.983438,4.395333,Xenium,B_Cells
51360,14.518367,8.541708,Xenium,Invasive_Tumor
51361,7.7879105,4.0291705,Xenium,Stromal
51363,2.6564634,4.230178,Xenium,B_Cells
51364,4.163191,6.1824446,Xenium,CD8+_T_Cells
51365,7.7169394,3.5612705,Xenium,Stromal
51366,8.389102,4.3901024,Xenium,Stromal
51367,8.717309,4.8516593,Xenium,Stromal
51368,5.1313896,3.5062265,Xenium,Macrophages_1
51370,4.2224483,4.9798427,Xenium,Stromal
51371,3.832766,-0.6205851,Xenium,Endothelial
51372,3.86202,5.721992,Xenium,CD8+_T_Cells
51373,5.2129574,3.4338415,Xenium,Macrophages_1
51374,8.148137,4.5904603,Xenium,Stromal
51375,15.123192,8.112301,Xenium,Invasive_Tumor
51376,13.178303,8.769173,Xenium,Invasive_Tumor
51377,14.673205,6.9471626,Xenium,Invasive_Tumor
51378,13.915035,8.615107,Xenium,Invasive_Tumor
51379,14.58344,8.10488,Xenium,Invasive_Tumor
51380,12.049159,7.5522375,Xenium,Invasive_Tumor
51381,14.927218,7.517636,Xenium,Invasive_Tumor
51382,6.037227,4.1663117,Xenium,Macrophages_1
51383,15.238099,7.9217243,Xenium,Prolif_Invasive_Tumor
51384,12.426651,9.79643,Xenium,Prolif_Invasive_Tumor
51385,11.7431,9.583356,Xenium,Prolif_Invasive_Tumor
51386,12.432729,7.316326,Xenium,Invasive_Tumor
51387,14.4502735,8.338702,Xenium,Invasive_Tumor
51388,14.770241,8.832434,Xenium,Invasive_Tumor
51389,14.151288,6.573272,Xenium,Invasive_Tumor
51390,12.639679,8.56661,Xenium,Invasive_Tumor
51391,12.190975,8.971712,Xenium,Prolif_Invasive_Tumor
51392,14.679539,6.2894077,Xenium,Invasive_Tumor
51393,13.72923,8.556706,Xenium,Invasive_Tumor
51394,12.442207,8.893397,Xenium,Invasive_Tumor
51395,11.587284,6.8122926,Xenium,Invasive_Tumor
51396,13.14463,8.819038,Xenium,Invasive_Tumor
51397,13.295113,8.629593,Xenium,Invasive_Tumor
51398,12.625489,9.156132,Xenium,Invasive_Tumor
51399,12.248777,9.183288,Xenium,Prolif_Invasive_Tumor
51400,13.446337,6.9545546,Xenium,Invasive_Tumor
51401,14.333193,7.068482,Xenium,Invasive_Tumor
51402,13.887227,9.488408,Xenium,Invasive_Tumor
51403,13.87791,6.488441,Xenium,Invasive_Tumor
51404,14.867986,7.069863,Xenium,Invasive_Tumor
51405,15.723005,8.696664,Xenium,Invasive_Tumor
51406,12.466889,8.336225,Xenium,Invasive_Tumor
51407,12.71255,9.028244,Xenium,Invasive_Tumor
51408,13.167574,7.881821,Xenium,Invasive_Tumor
51409,8.281066,4.9231153,Xenium,Stromal
51410,5.509962,3.557868,Xenium,Macrophages_1
51411,14.100207,8.090631,Xenium,Invasive_Tumor
51412,14.030441,8.888051,Xenium,Invasive_Tumor
51413,14.942807,7.332578,Xenium,Invasive_Tumor
51414,13.61976,8.321956,Xenium,Invasive_Tumor
51415,11.491551,6.5206075,Xenium,Stromal
51416,14.250244,7.8840446,Xenium,Invasive_Tumor
51417,15.570884,8.857253,Xenium,Invasive_Tumor
51418,15.377371,7.9322042,Xenium,Invasive_Tumor
51419,10.955894,6.1908236,Xenium,Invasive_Tumor
51420,15.612359,8.899415,Xenium,Invasive_Tumor
51421,4.0403633,-0.9066089,Xenium,Endothelial
51422,4.2474265,0.27903184,Xenium,Stromal
51423,4.7900558,5.971002,Xenium,T_Cell_&_Tumor_Hybrid
51424,14.8245325,9.23147,Xenium,Invasive_Tumor
51425,13.734101,9.530608,Xenium,Invasive_Tumor
51426,13.036553,7.108313,Xenium,Invasive_Tumor
51427,5.8799567,4.2075458,Xenium,Macrophages_1
51428,6.017232,4.211134,Xenium,Macrophages_1
51429,12.427472,8.186146,Xenium,Invasive_Tumor
51430,3.732486,-1.0352408,Xenium,Endothelial
51431,14.105158,9.35105,Xenium,Invasive_Tumor
51432,11.996616,7.537998,Xenium,Prolif_Invasive_Tumor
51433,8.203428,4.7723775,Xenium,Stromal
51435,14.047639,9.632374,Xenium,Invasive_Tumor
51436,-0.10745952,7.040411,Xenium,Stromal
51437,7.73223,4.3514066,Xenium,Stromal
51438,12.924147,6.8470683,Xenium,Invasive_Tumor
51439,16.028292,7.804013,Xenium,Invasive_Tumor
51440,12.588043,7.421988,Xenium,Invasive_Tumor
51441,14.511728,8.981492,Xenium,Invasive_Tumor
51442,5.8076077,4.1445684,Xenium,Macrophages_1
51443,13.802352,7.969065,Xenium,Invasive_Tumor
51478,15.205301,9.430843,Xenium,Invasive_Tumor
51480,14.397792,10.560561,Xenium,Invasive_Tumor
51481,12.713982,9.764464,Xenium,Prolif_Invasive_Tumor
51482,15.177318,7.798816,Xenium,Invasive_Tumor
51484,12.227371,9.201875,Xenium,Invasive_Tumor
51485,14.188218,10.098972,Xenium,Prolif_Invasive_Tumor
51488,10.607246,6.3394294,Xenium,Invasive_Tumor
51489,12.656538,9.241877,Xenium,Prolif_Invasive_Tumor
51490,4.3671527,6.150581,Xenium,CD8+_T_Cells
51491,4.0440655,6.133451,Xenium,CD8+_T_Cells
51492,11.441533,9.689371,Xenium,Prolif_Invasive_Tumor
51493,15.936372,9.846033,Xenium,Invasive_Tumor
51494,5.2761188,3.3076048,Xenium,Macrophages_1
51495,14.926711,9.698373,Xenium,Invasive_Tumor
51496,11.7896385,8.808752,Xenium,Prolif_Invasive_Tumor
51497,14.760717,8.921817,Xenium,Invasive_Tumor
51499,4.2766066,5.44996,Xenium,CD4+_T_Cells
51500,14.226801,10.033707,Xenium,Invasive_Tumor
51502,14.338773,8.968821,Xenium,Invasive_Tumor
51503,13.526405,9.76613,Xenium,Invasive_Tumor
51505,14.101343,8.425519,Xenium,Invasive_Tumor
51506,7.992426,3.2277226,Xenium,Stromal
51508,7.727605,3.4817715,Xenium,Stromal
51509,7.723312,3.7614193,Xenium,Stromal
51510,7.105007,3.9474747,Xenium,Stromal
51511,10.80138,6.13784,Xenium,Invasive_Tumor
51512,10.986271,6.9145737,Xenium,Macrophages_1
51513,11.720264,6.7787957,Xenium,Invasive_Tumor
51514,13.724438,7.629337,Xenium,Invasive_Tumor
51515,14.227044,10.019522,Xenium,Invasive_Tumor
51516,8.152788,3.0059683,Xenium,Stromal
51517,7.9260254,2.9553082,Xenium,Stromal
51518,8.296925,3.4003818,Xenium,Stromal
51519,13.7605505,10.064952,Xenium,Invasive_Tumor
51520,13.962619,8.419577,Xenium,Invasive_Tumor
51521,14.48472,8.412191,Xenium,Invasive_Tumor
51522,12.203927,9.748547,Xenium,Prolif_Invasive_Tumor
51523,15.986148,9.165309,Xenium,Invasive_Tumor
51553,8.098585,3.4724634,Xenium,Stromal
51554,8.340915,5.0435257,Xenium,Stromal
51555,11.806269,9.09451,Xenium,Prolif_Invasive_Tumor
51556,7.1185546,4.1076155,Xenium,Macrophages_1
51557,5.5509253,3.7489245,Xenium,Macrophages_1
51558,13.365338,7.1290073,Xenium,Invasive_Tumor
51559,12.350146,7.7250094,Xenium,Invasive_Tumor
51560,13.440288,6.899093,Xenium,Invasive_Tumor
51561,4.2738347,5.7507772,Xenium,CD8+_T_Cells
51562,15.834454,8.592609,Xenium,Invasive_Tumor
51563,3.96812,6.2360616,Xenium,CD4+_T_Cells
51564,5.9434047,3.7610717,Xenium,Macrophages_1
51565,4.832901,6.0257716,Xenium,T_Cell_&_Tumor_Hybrid
51566,5.1166053,2.962954,Xenium,Macrophages_1
51567,5.4834642,3.4476042,Xenium,Macrophages_1
51568,12.820006,8.510031,Xenium,Invasive_Tumor
51569,13.153172,7.6800075,Xenium,Invasive_Tumor
51570,15.110759,7.537187,Xenium,Invasive_Tumor
51571,5.281392,3.0727868,Xenium,Macrophages_1
51572,13.767748,9.996784,Xenium,Invasive_Tumor
51573,5.4995093,3.3362877,Xenium,Macrophages_1
51574,14.046128,7.991146,Xenium,Invasive_Tumor
51575,11.21709,6.5719743,Xenium,Invasive_Tumor
51576,13.528626,6.9457936,Xenium,Invasive_Tumor
51577,14.553977,7.250712,Xenium,Invasive_Tumor
51578,14.387117,6.7206955,Xenium,Invasive_Tumor
51579,11.541222,9.4678755,Xenium,Prolif_Invasive_Tumor
51580,11.683232,9.467561,Xenium,Prolif_Invasive_Tumor
51581,14.823254,8.501338,Xenium,Invasive_Tumor
51582,3.3133495,-1.0132668,Xenium,Endothelial
51583,12.41345,6.6038113,Xenium,Invasive_Tumor
51584,12.122645,9.379725,Xenium,Prolif_Invasive_Tumor
51585,14.877999,7.6999264,Xenium,Invasive_Tumor
51586,3.177763,-1.0603931,Xenium,Endothelial
51587,13.710846,7.2402987,Xenium,Invasive_Tumor
51588,14.623782,8.625014,Xenium,Invasive_Tumor
51589,14.762577,8.17087,Xenium,Invasive_Tumor
51590,14.94927,7.9596734,Xenium,Invasive_Tumor
51591,15.194003,6.8002353,Xenium,Invasive_Tumor
51592,12.266109,8.211717,Xenium,Invasive_Tumor
51593,13.33969,7.52449,Xenium,Invasive_Tumor
51594,3.3089867,-0.4825377,Xenium,Endothelial
51595,15.221095,7.3725815,Xenium,Invasive_Tumor
51596,7.8078475,4.4106703,Xenium,Stromal
51597,11.668612,6.5959682,Xenium,Invasive_Tumor
51598,16.080763,9.467149,Xenium,Invasive_Tumor
51599,12.466605,6.957867,Xenium,Invasive_Tumor
51600,12.873289,6.855463,Xenium,Invasive_Tumor
51601,15.462086,9.931513,Xenium,Invasive_Tumor
51602,15.48686,8.013345,Xenium,Invasive_Tumor
51603,14.638401,8.337392,Xenium,Invasive_Tumor
51609,13.3077755,9.787318,Xenium,Invasive_Tumor
51610,15.939509,8.132032,Xenium,Invasive_Tumor
51634,3.8768282,6.096286,Xenium,CD8+_T_Cells
51635,15.513269,7.823598,Xenium,Invasive_Tumor
51636,11.870513,9.769095,Xenium,Prolif_Invasive_Tumor
51637,14.168488,8.01939,Xenium,Invasive_Tumor
51638,14.432188,8.906827,Xenium,Invasive_Tumor
51639,15.149556,9.50064,Xenium,Invasive_Tumor
51640,14.065627,8.038179,Xenium,Invasive_Tumor
51641,12.380286,9.753152,Xenium,Prolif_Invasive_Tumor
51642,13.333584,6.5164776,Xenium,Prolif_Invasive_Tumor
51643,15.121148,8.880437,Xenium,Invasive_Tumor
51644,13.354332,9.111619,Xenium,Invasive_Tumor
51645,15.615832,9.826793,Xenium,Invasive_Tumor
51646,13.862292,10.130999,Xenium,Invasive_Tumor
51647,15.544447,8.720313,Xenium,Invasive_Tumor
51648,15.795129,9.2458935,Xenium,Invasive_Tumor
51649,12.449149,8.647249,Xenium,Invasive_Tumor
51650,4.7086287,6.0474,Xenium,CD8+_T_Cells
51651,4.013805,-0.15654527,Xenium,Endothelial
51652,12.619652,6.653838,Xenium,Invasive_Tumor
51653,11.897791,6.9059157,Xenium,Invasive_Tumor
51654,3.4778435,-0.3482637,Xenium,Endothelial
51655,4.416164,0.6928426,Xenium,Endothelial
51656,4.207115,-0.10803121,Xenium,Macrophages_1
51657,3.8520536,6.3074565,Xenium,CD8+_T_Cells
51658,3.9393191,5.7135715,Xenium,CD4+_T_Cells
51659,3.5335717,-0.06038009,Xenium,Endothelial
51660,14.625903,8.801424,Xenium,Invasive_Tumor
51661,3.2702703,-1.1182524,Xenium,Endothelial
51662,13.404411,8.752343,Xenium,Invasive_Tumor
51663,13.515044,8.877672,Xenium,Invasive_Tumor
51664,5.162541,5.232862,Xenium,T_Cell_&_Tumor_Hybrid
51665,12.247671,9.707062,Xenium,Invasive_Tumor
51666,4.0693774,-0.7116957,Xenium,Macrophages_1
51667,3.0968277,-0.81655586,Xenium,Endothelial
51668,3.1147275,-1.3668597,Xenium,Endothelial
51669,8.186591,4.0414176,Xenium,Stromal
51670,3.1042464,-0.8411055,Xenium,Endothelial
51671,2.8009255,-1.5455437,Xenium,Endothelial
51672,5.1012025,3.8017187,Xenium,Macrophages_1
51673,7.2236276,4.128276,Xenium,Stromal
51674,2.6236587,4.1833906,Xenium,B_Cells
51675,3.3286839,-0.9782749,Xenium,Endothelial
51676,5.3807077,3.3952763,Xenium,Macrophages_1
51677,2.6778965,4.2483506,Xenium,B_Cells
51678,8.053987,3.0762799,Xenium,Stromal
51679,3.1668844,-1.3115653,Xenium,Endothelial
51680,4.6894593,0.7655023,Xenium,Stromal
51681,3.9845245,5.4589243,Xenium,CD4+_T_Cells
51682,2.6298995,4.2008967,Xenium,B_Cells
51683,5.0474973,3.7863574,Xenium,Macrophages_1
51684,5.448397,5.4389787,Xenium,Macrophages_1
51685,2.7474263,4.306098,Xenium,B_Cells
51686,2.8938816,4.554542,Xenium,B_Cells
51687,4.1745253,5.169997,Xenium,Stromal
51688,3.3390033,4.721118,Xenium,Macrophages_1
51689,5.4623823,4.2261653,Xenium,Macrophages_1
51690,3.0913866,4.482987,Xenium,Stromal
51691,2.63629,4.2092924,Xenium,B_Cells
51692,2.8485582,4.429703,Xenium,Stromal
51693,3.399835,4.7053,Xenium,Stromal
51694,3.6936212,4.807011,Xenium,B_Cells
51695,5.6102967,4.08295,Xenium,Macrophages_1
51696,6.448211,3.6131384,Xenium,Stromal
51697,6.97573,4.2017555,Xenium,Stromal
51698,2.8077781,4.3307877,Xenium,B_Cells
51700,3.8988929,5.7831736,Xenium,CD8+_T_Cells
51701,5.550699,3.517801,Xenium,Macrophages_1
51702,4.007491,5.834379,Xenium,CD8+_T_Cells
51703,5.194298,3.7577305,Xenium,Macrophages_1
51704,5.135473,2.999582,Xenium,Macrophages_1
51705,4.127063,5.7103405,Xenium,CD8+_T_Cells
51706,5.1219363,3.2953827,Xenium,Macrophages_1
51707,13.937708,7.8642693,Xenium,Invasive_Tumor
51708,5.1399407,3.2226598,Xenium,Macrophages_1
51709,5.309408,3.3067253,Xenium,Macrophages_1
51710,8.146809,4.146864,Xenium,Stromal
51711,5.219194,3.0774853,Xenium,Macrophages_1
51713,14.774278,8.372075,Xenium,Invasive_Tumor
51714,15.016315,8.481341,Xenium,Invasive_Tumor
51715,14.667013,9.129028,Xenium,Invasive_Tumor
51716,11.084745,6.292126,Xenium,Invasive_Tumor
51717,14.092635,9.091613,Xenium,Invasive_Tumor
51718,15.407565,9.970638,Xenium,Invasive_Tumor
51719,13.287676,8.17936,Xenium,Invasive_Tumor
51720,11.524031,6.5647206,Xenium,Invasive_Tumor
51721,13.84411,8.267212,Xenium,Invasive_Tumor
51722,15.2875805,10.465406,Xenium,Invasive_Tumor
51723,15.901187,9.861678,Xenium,Invasive_Tumor
51724,13.628139,8.368784,Xenium,Invasive_Tumor
51725,14.436936,10.272528,Xenium,Prolif_Invasive_Tumor
51727,12.167681,6.978405,Xenium,Prolif_Invasive_Tumor
51728,12.791296,8.483521,Xenium,Prolif_Invasive_Tumor
51729,11.478635,9.700129,Xenium,Prolif_Invasive_Tumor
51730,11.921317,6.7522774,Xenium,Invasive_Tumor
51731,12.069202,8.314208,Xenium,Prolif_Invasive_Tumor
51732,15.395185,8.107047,Xenium,Invasive_Tumor
51733,13.578618,7.76408,Xenium,Invasive_Tumor
51734,14.419604,10.55185,Xenium,Invasive_Tumor
51735,12.766639,8.26326,Xenium,Prolif_Invasive_Tumor
51736,5.7408643,3.7083187,Xenium,Macrophages_1
51737,15.673597,7.3942385,Xenium,Invasive_Tumor
51738,8.0274935,3.4744687,Xenium,Stromal
51739,2.7988844,4.310944,Xenium,B_Cells
51741,12.150306,7.2369013,Xenium,Invasive_Tumor
51742,13.599465,8.757433,Xenium,Invasive_Tumor
51743,13.728068,6.6542416,Xenium,Invasive_Tumor
51744,13.599526,8.543816,Xenium,Invasive_Tumor
51745,4.2244835,0.06911222,Xenium,Endothelial
51746,12.9454155,9.49295,Xenium,Invasive_Tumor
51747,7.9869385,4.7944784,Xenium,Stromal
51748,5.113126,5.4583354,Xenium,T_Cell_&_Tumor_Hybrid
51749,14.361083,7.9896617,Xenium,Invasive_Tumor
51750,13.3720875,6.962616,Xenium,Invasive_Tumor
51751,15.989543,8.288092,Xenium,Invasive_Tumor
51752,12.582339,8.583087,Xenium,Invasive_Tumor
51753,12.989493,8.48619,Xenium,Prolif_Invasive_Tumor
51754,14.111569,8.681989,Xenium,Invasive_Tumor
51755,11.952519,9.223263,Xenium,Prolif_Invasive_Tumor
51756,13.131953,7.112753,Xenium,Invasive_Tumor
51757,15.132282,6.864412,Xenium,Invasive_Tumor
51758,12.924351,7.171034,Xenium,Invasive_Tumor
51759,4.164639,0.17619173,Xenium,Prolif_Invasive_Tumor
51760,12.651347,8.49312,Xenium,Prolif_Invasive_Tumor
51761,16.394886,8.72601,Xenium,Invasive_Tumor
51762,15.616649,9.23732,Xenium,Invasive_Tumor
51763,12.889347,8.134225,Xenium,Invasive_Tumor
51764,14.96662,8.593751,Xenium,Invasive_Tumor
