GeneNames,P_values
PRDM1,0.640001168283989
PTGDS,0.493268083507094
PTN,0.809178388529152
PTPRC,0.23544498667362
PTRHD1,0.63205801453988
QARS,0.268566664059531
RAB30,0.862165917647745
RAMP2,0.379168177058984
RAPGEF3,0.905214041696132
RHOH,0.368470856624478
RORC,0.96833635447496
RTKN2,0.324900118504557
RUNX1,0.058343875250314
S100A14,0.0939990552623627
S100A4,0.413454429177072
SCD,9.4720668088133e-05
SDC4,0.677691201106459
SEC11C,0.183586920743861
SEC24A,0.314476093622792
SELL,0.899106350789507
SERHL2,0.0290376495963945
SERPINA3,0.886690151280713
SERPINB9,0.64327203879756
SFRP4,0.693209339033249
SH3YL1,0.171244909524634
SLAMF1,0.913174605651184
SLAMF7,0.478215715100045
SLC25A37,0.758034079456284
SLC5A6,0.379671362820828
SMAP2,0.714858872148415
SMS,0.127515378746226
SNAI1,0.901278788086382
SOX17,0.973506327381201
SQLE,0.264553878686553
SRPK1,0.416172512742919
STC1,0.660948744091757
SVIL,0.428133680030109
TACSTD2,0.00553199854320785
TCF4,0.404140123436109
TCIM,0.00975255683476761
TENT5C,0.0737604295026969
TFAP2A,0.332659906539192
THAP2,0.850585632562875
TIFA,0.826036040484884
TMEM147,0.222962158546779
TOMM7,0.0270036014124506
TOP2A,0.0282853348661314
TPD52,0.0424101762592445
TRAC,0.489937941740755
TRAF4,0.208645443510389
TRAPPC3,0.526614341160012
TRIB1,0.470481209267278
TUBA4A,0.32629278315712
TUBB2B,0.879107522095476
TYROBP,0.93026012005177
USP53,0.207405944151922
VOPP1,0.272403559142656
VWF,0.0798466519506541
WARS,0.517170707967103
ZEB1,0.452620309920025
ZEB2,0.063454217719475
ZNF562,0.33145261895049
