GeneNames,P_values
TMEM147,0.131295975321562
TOMM7,0.0112719101717282
TOP2A,0.051993088507396
TPD52,0.0423932924317972
TRAC,0.51324597297849
TRAF4,0.154465520192145
TRAPPC3,0.378534276738101
TRIB1,0.332616983930404
TUBA4A,0.318394034053817
TUBB2B,0.777113103600791
TYROBP,0.972176368293784
USP53,0.186382831198354
VOPP1,0.23301879910377
VWF,0.17094463335106
WARS,0.348914375998207
ZEB1,0.461673184263257
ZEB2,0.0831520587705155
ZNF562,0.22013754566884
