GeneNames,P_values
SEC24A,0.320225152881467
SELL,0.963749077625147
SERHL2,0.0242372447436845
SERPINA3,0.832167565268543
SERPINB9,0.546692489743464
SFRP4,0.502051386558875
SH3YL1,0.207964099647632
SLAMF1,0.951603233134335
SLAMF7,0.415232015894287
SLC25A37,0.802010999720068
SLC5A6,0.373887316514921
SMAP2,0.690344597034818
SMS,0.137585809851809
SNAI1,0.948378336156416
SOX17,0.941792843697197
SQLE,0.365614418433578
SRPK1,0.392314709340723
STC1,0.793762823577543
SVIL,0.402018629011714
TACSTD2,0.00622466622306805
TCF4,0.421903704005532
TCIM,0.00264430328196019
TENT5C,0.133919755857473
TFAP2A,0.37291651220245
THAP2,0.833614979381156
TIFA,0.863431539714002
TMEM147,0.135606982331007
TOMM7,0.0230156933371128
TOP2A,0.0825662605931784
TPD52,0.0496048170461981
TRAC,0.463217732414272
TRAF4,0.222483901052889
TRAPPC3,0.452554843512111
TRIB1,0.447846590497102
TUBA4A,0.380274221842975
TUBB2B,0.865778764975554
TYROBP,0.940349291959815
USP53,0.235258807202304
VOPP1,0.306177809235307
VWF,0.116279099207256
WARS,0.439775244826319
ZEB1,0.42495019256978
ZEB2,0.0422707322581526
ZNF562,0.256329287073276
