GeneNames,P_values
RAB30,0.762994814816131
RAMP2,0.280458776001062
RAPGEF3,0.871223828500268
RHOH,0.376431735290962
RORC,0.954774438273859
RTKN2,0.251947836956181
RUNX1,0.108694615726292
S100A14,0.153474150426621
S100A4,0.488491541541754
SCD,0.000271146478246109
SDC4,0.7177424778664
SEC11C,0.278584312288618
SEC24A,0.424228386520141
SELL,0.938776074559031
SERHL2,0.0297801817461039
SERPINA3,0.873423978202246
SERPINB9,0.673754909856433
SFRP4,0.70230829661575
SH3YL1,0.179858984338717
SLAMF1,0.91727426545761
SLAMF7,0.186208200694805
SLC25A37,0.814465909030812
SLC5A6,0.411492993100646
SMAP2,0.693158071762184
SMS,0.127957700857083
SNAI1,0.937265847893824
SOX17,0.890493943842833
SQLE,0.349977955629753
SRPK1,0.378054357237872
STC1,0.660105362356906
SVIL,0.479987428017954
TACSTD2,0.0105120646979895
TCF4,0.352595850910814
TCIM,0.00663812869602065
TENT5C,0.104665545419639
TFAP2A,0.343890596870812
THAP2,0.880653875065344
TIFA,0.901865015679051
TMEM147,0.174454408364178
TOMM7,0.0241766302517337
TOP2A,0.0121436134268194
TPD52,0.0558833732570593
TRAC,0.413519846569313
TRAF4,0.225628565389164
TRAPPC3,0.564503907789392
TRIB1,0.59616134306914
TUBA4A,0.256473921444661
TUBB2B,0.910643678530322
TYROBP,0.888567538303912
USP53,0.261576709652117
VOPP1,0.337336100155577
VWF,0.042053204722329
WARS,0.484357965543493
ZEB1,0.426460189144379
ZEB2,0.103012283731116
ZNF562,0.347423550986858
