,Cell,Cell_type
359,C_360,Invasive_Tumor
360,C_361,Invasive_Tumor
361,C_362,Invasive_Tumor
362,C_363,Invasive_Tumor
363,C_364,Invasive_Tumor
364,C_365,T_Cell_&_Tumor_Hybrid
365,C_366,Invasive_Tumor
366,C_367,Invasive_Tumor
367,C_368,Invasive_Tumor
368,C_369,Prolif_Invasive_Tumor
369,C_370,Invasive_Tumor
370,C_371,Macrophages_1
371,C_372,Stromal
372,C_373,Stromal
373,C_374,Endothelial
374,C_375,Prolif_Invasive_Tumor
375,C_376,Stromal
376,C_377,Invasive_Tumor
377,C_378,Invasive_Tumor
378,C_379,Endothelial
379,C_380,Invasive_Tumor
380,C_381,Endothelial
381,C_382,Invasive_Tumor
382,C_383,CD8+_T_Cells
383,C_384,Invasive_Tumor
384,C_385,CD8+_T_Cells
385,C_386,Stromal
386,C_387,Invasive_Tumor
387,C_388,T_Cell_&_Tumor_Hybrid
388,C_389,Stromal
389,C_390,Invasive_Tumor
390,C_391,Prolif_Invasive_Tumor
391,C_392,Stromal
392,C_393,Prolif_Invasive_Tumor
393,C_394,Invasive_Tumor
394,C_395,Endothelial
395,C_396,Macrophages_1
396,C_397,Stromal
397,C_398,Invasive_Tumor
398,C_399,Prolif_Invasive_Tumor
399,C_400,Invasive_Tumor
400,C_401,Endothelial
401,C_402,Invasive_Tumor
402,C_403,Invasive_Tumor
403,C_404,Invasive_Tumor
404,C_405,Prolif_Invasive_Tumor
405,C_406,Endothelial
406,C_407,Invasive_Tumor
407,C_408,Prolif_Invasive_Tumor
408,C_409,Stromal
409,C_410,Invasive_Tumor
410,C_411,Endothelial
411,C_412,Invasive_Tumor
412,C_413,Invasive_Tumor
413,C_414,Invasive_Tumor
414,C_415,Invasive_Tumor
415,C_416,Invasive_Tumor
416,C_417,Invasive_Tumor
417,C_418,Macrophages_1
418,C_419,Invasive_Tumor
419,C_420,Invasive_Tumor
420,C_421,Invasive_Tumor
421,C_422,Invasive_Tumor
422,C_423,Invasive_Tumor
423,C_424,Endothelial
424,C_425,Endothelial
425,C_426,Invasive_Tumor
426,C_427,Invasive_Tumor
427,C_428,Endothelial
428,C_429,Prolif_Invasive_Tumor
429,C_430,Invasive_Tumor
430,C_431,Stromal
431,C_432,Stromal
432,C_433,Stromal
433,C_434,Invasive_Tumor
434,C_435,Invasive_Tumor
435,C_436,Invasive_Tumor
436,C_437,Prolif_Invasive_Tumor
437,C_438,Endothelial
438,C_439,Invasive_Tumor
439,C_440,Stromal
440,C_441,Stromal
441,C_442,Invasive_Tumor
442,C_443,Invasive_Tumor
443,C_444,Invasive_Tumor
444,C_445,Invasive_Tumor
445,C_446,Invasive_Tumor
446,C_447,Macrophages_1
447,C_448,Invasive_Tumor
448,C_449,Invasive_Tumor
449,C_450,Invasive_Tumor
450,C_451,Invasive_Tumor
451,C_452,Stromal
452,C_453,Invasive_Tumor
453,C_454,Invasive_Tumor
454,C_455,Invasive_Tumor
455,C_456,Invasive_Tumor
456,C_457,Invasive_Tumor
457,C_458,Prolif_Invasive_Tumor
458,C_459,Invasive_Tumor
459,C_460,Invasive_Tumor
460,C_461,Invasive_Tumor
461,C_462,Invasive_Tumor
462,C_463,Stromal
463,C_464,Stromal
464,C_465,Invasive_Tumor
465,C_466,Invasive_Tumor
466,C_467,T_Cell_&_Tumor_Hybrid
467,C_468,Invasive_Tumor
468,C_469,Invasive_Tumor
469,C_470,Invasive_Tumor
470,C_471,Invasive_Tumor
471,C_472,Stromal
472,C_473,Prolif_Invasive_Tumor
473,C_474,Invasive_Tumor
474,C_475,Macrophages_1
475,C_476,Endothelial
476,C_477,Prolif_Invasive_Tumor
477,C_478,Invasive_Tumor
478,C_479,Stromal
479,C_480,Invasive_Tumor
480,C_481,Invasive_Tumor
481,C_482,Invasive_Tumor
482,C_483,Invasive_Tumor
483,C_484,Macrophages_1
484,C_485,Macrophages_1
485,C_486,Invasive_Tumor
486,C_487,Invasive_Tumor
487,C_488,Endothelial
488,C_489,T_Cell_&_Tumor_Hybrid
489,C_490,Invasive_Tumor
490,C_491,Invasive_Tumor
491,C_492,Endothelial
492,C_493,Invasive_Tumor
493,C_494,Invasive_Tumor
494,C_495,Invasive_Tumor
495,C_496,Invasive_Tumor
496,C_497,Invasive_Tumor
497,C_498,Invasive_Tumor
498,C_499,Invasive_Tumor
499,C_500,Invasive_Tumor
500,C_501,Prolif_Invasive_Tumor
501,C_502,Macrophages_1
502,C_503,Invasive_Tumor
503,C_504,Invasive_Tumor
504,C_505,Macrophages_1
505,C_506,Invasive_Tumor
506,C_507,Prolif_Invasive_Tumor
507,C_508,Invasive_Tumor
508,C_509,Invasive_Tumor
509,C_510,Stromal
510,C_511,Stromal
511,C_512,CD8+_T_Cells
512,C_513,Invasive_Tumor
513,C_514,Prolif_Invasive_Tumor
514,C_515,Prolif_Invasive_Tumor
515,C_516,Stromal
516,C_517,Invasive_Tumor
517,C_518,B_Cells
518,C_519,Prolif_Invasive_Tumor
519,C_520,Invasive_Tumor
520,C_521,Invasive_Tumor
521,C_522,Prolif_Invasive_Tumor
522,C_523,Invasive_Tumor
523,C_524,Prolif_Invasive_Tumor
524,C_525,Invasive_Tumor
525,C_526,Invasive_Tumor
526,C_527,Invasive_Tumor
527,C_528,Invasive_Tumor
528,C_529,Stromal
529,C_530,Invasive_Tumor
530,C_531,Invasive_Tumor
531,C_532,Invasive_Tumor
532,C_533,Invasive_Tumor
533,C_534,Invasive_Tumor
534,C_535,Prolif_Invasive_Tumor
535,C_536,Invasive_Tumor
536,C_537,Prolif_Invasive_Tumor
537,C_538,Invasive_Tumor
538,C_539,Invasive_Tumor
539,C_540,Invasive_Tumor
540,C_541,Stromal
541,C_542,Invasive_Tumor
542,C_543,T_Cell_&_Tumor_Hybrid
543,C_544,Stromal
544,C_545,Invasive_Tumor
545,C_546,Prolif_Invasive_Tumor
546,C_547,Invasive_Tumor
547,C_548,Invasive_Tumor
548,C_549,Invasive_Tumor
549,C_550,Invasive_Tumor
550,C_551,Invasive_Tumor
551,C_552,Prolif_Invasive_Tumor
552,C_553,Prolif_Invasive_Tumor
553,C_554,Prolif_Invasive_Tumor
554,C_555,Invasive_Tumor
555,C_556,Invasive_Tumor
556,C_557,Stromal
557,C_558,Invasive_Tumor
558,C_559,Endothelial
559,C_560,Prolif_Invasive_Tumor
560,C_561,Invasive_Tumor
561,C_562,Prolif_Invasive_Tumor
562,C_563,Invasive_Tumor
563,C_564,Invasive_Tumor
564,C_565,Invasive_Tumor
565,C_566,Stromal
566,C_567,Invasive_Tumor
567,C_568,Invasive_Tumor
568,C_569,Prolif_Invasive_Tumor
569,C_570,Invasive_Tumor
570,C_571,Stromal
571,C_572,Invasive_Tumor
572,C_573,Invasive_Tumor
573,C_574,Invasive_Tumor
574,C_575,Macrophages_1
575,C_576,Endothelial
576,C_577,Invasive_Tumor
577,C_578,Macrophages_1
578,C_579,Invasive_Tumor
579,C_580,Invasive_Tumor
580,C_581,Invasive_Tumor
581,C_582,Invasive_Tumor
582,C_583,Invasive_Tumor
583,C_584,Stromal
584,C_585,Invasive_Tumor
585,C_586,Invasive_Tumor
586,C_587,Invasive_Tumor
587,C_588,Macrophages_1
588,C_589,Invasive_Tumor
589,C_590,Macrophages_1
590,C_591,Invasive_Tumor
591,C_592,Invasive_Tumor
592,C_593,Prolif_Invasive_Tumor
593,C_594,Invasive_Tumor
594,C_595,Invasive_Tumor
595,C_596,Invasive_Tumor
596,C_597,Endothelial
597,C_598,CD8+_T_Cells
598,C_599,Invasive_Tumor
599,C_600,B_Cells
600,C_601,CD8+_T_Cells
601,C_602,Invasive_Tumor
602,C_603,Invasive_Tumor
603,C_604,Stromal
604,C_605,Invasive_Tumor
605,C_606,Prolif_Invasive_Tumor
606,C_607,Invasive_Tumor
607,C_608,Invasive_Tumor
608,C_609,Invasive_Tumor
609,C_610,Invasive_Tumor
610,C_611,Invasive_Tumor
611,C_612,Invasive_Tumor
612,C_613,Invasive_Tumor
613,C_614,Invasive_Tumor
614,C_615,Invasive_Tumor
615,C_616,Invasive_Tumor
616,C_617,Invasive_Tumor
617,C_618,CD4+_T_Cells
618,C_619,Stromal
619,C_620,Invasive_Tumor
620,C_621,Invasive_Tumor
621,C_622,Invasive_Tumor
622,C_623,Invasive_Tumor
623,C_624,Prolif_Invasive_Tumor
624,C_625,Prolif_Invasive_Tumor
625,C_626,Invasive_Tumor
626,C_627,Stromal
627,C_628,Prolif_Invasive_Tumor
628,C_629,Prolif_Invasive_Tumor
629,C_630,Invasive_Tumor
630,C_631,Stromal
631,C_632,Invasive_Tumor
632,C_633,Invasive_Tumor
633,C_634,Invasive_Tumor
634,C_635,Invasive_Tumor
635,C_636,Macrophages_1
636,C_637,Stromal
637,C_638,Endothelial
638,C_639,Stromal
639,C_640,Endothelial
640,C_641,Macrophages_1
641,C_642,Stromal
642,C_643,Invasive_Tumor
643,C_644,Invasive_Tumor
644,C_645,Invasive_Tumor
645,C_646,T_Cell_&_Tumor_Hybrid
646,C_647,Stromal
647,C_648,Invasive_Tumor
648,C_649,Stromal
649,C_650,Invasive_Tumor
650,C_651,Invasive_Tumor
651,C_652,Prolif_Invasive_Tumor
652,C_653,Stromal
653,C_654,Invasive_Tumor
654,C_655,Stromal
655,C_656,Invasive_Tumor
656,C_657,Invasive_Tumor
657,C_658,Invasive_Tumor
658,C_659,Prolif_Invasive_Tumor
659,C_660,Invasive_Tumor
660,C_661,B_Cells
661,C_662,Stromal
662,C_663,Invasive_Tumor
663,C_664,Invasive_Tumor
664,C_665,CD8+_T_Cells
665,C_666,Macrophages_1
666,C_667,Prolif_Invasive_Tumor
667,C_668,Invasive_Tumor
668,C_669,Invasive_Tumor
669,C_670,Invasive_Tumor
670,C_671,Invasive_Tumor
671,C_672,Invasive_Tumor
672,C_673,Invasive_Tumor
673,C_674,Stromal
674,C_675,Invasive_Tumor
675,C_676,Stromal
676,C_677,Invasive_Tumor
677,C_678,Invasive_Tumor
678,C_679,Invasive_Tumor
679,C_680,Invasive_Tumor
680,C_681,Invasive_Tumor
681,C_682,Invasive_Tumor
682,C_683,Invasive_Tumor
683,C_684,Invasive_Tumor
684,C_685,Prolif_Invasive_Tumor
685,C_686,Invasive_Tumor
686,C_687,Prolif_Invasive_Tumor
687,C_688,Invasive_Tumor
688,C_689,Invasive_Tumor
689,C_690,Invasive_Tumor
690,C_691,Endothelial
691,C_692,Invasive_Tumor
692,C_693,Invasive_Tumor
693,C_694,Stromal
694,C_695,Macrophages_1
695,C_696,Invasive_Tumor
696,C_697,Stromal
697,C_698,Prolif_Invasive_Tumor
698,C_699,Prolif_Invasive_Tumor
699,C_700,Invasive_Tumor
700,C_701,Prolif_Invasive_Tumor
701,C_702,Prolif_Invasive_Tumor
702,C_703,Invasive_Tumor
703,C_704,Invasive_Tumor
704,C_705,Invasive_Tumor
705,C_706,Invasive_Tumor
706,C_707,Invasive_Tumor
707,C_708,Macrophages_1
708,C_709,Invasive_Tumor
709,C_710,Invasive_Tumor
710,C_711,Prolif_Invasive_Tumor
711,C_712,Macrophages_1
712,C_713,Endothelial
713,C_714,Prolif_Invasive_Tumor
714,C_715,Prolif_Invasive_Tumor
715,C_716,Invasive_Tumor
716,C_717,Invasive_Tumor
717,C_718,Invasive_Tumor
718,C_719,Invasive_Tumor
719,C_720,Invasive_Tumor
720,C_721,Invasive_Tumor
721,C_722,Invasive_Tumor
722,C_723,Invasive_Tumor
723,C_724,Endothelial
724,C_725,Stromal
725,C_726,Invasive_Tumor
726,C_727,Macrophages_1
727,C_728,Stromal
728,C_729,Stromal
729,C_730,Invasive_Tumor
730,C_731,Invasive_Tumor
731,C_732,Endothelial
732,C_733,Invasive_Tumor
733,C_734,Invasive_Tumor
734,C_735,Invasive_Tumor
735,C_736,Invasive_Tumor
736,C_737,Endothelial
737,C_738,Invasive_Tumor
738,C_739,Invasive_Tumor
739,C_740,Invasive_Tumor
740,C_741,Invasive_Tumor
741,C_742,B_Cells
742,C_743,Macrophages_1
743,C_744,Invasive_Tumor
744,C_745,Macrophages_1
745,C_746,Invasive_Tumor
746,C_747,Invasive_Tumor
747,C_748,Invasive_Tumor
748,C_749,Endothelial
749,C_750,Invasive_Tumor
750,C_751,Invasive_Tumor
751,C_752,Invasive_Tumor
752,C_753,Prolif_Invasive_Tumor
753,C_754,Invasive_Tumor
754,C_755,Stromal
755,C_756,Invasive_Tumor
756,C_757,Macrophages_1
757,C_758,CD8+_T_Cells
758,C_759,Invasive_Tumor
759,C_760,Endothelial
760,C_761,Prolif_Invasive_Tumor
761,C_762,Invasive_Tumor
762,C_763,Invasive_Tumor
763,C_764,Invasive_Tumor
764,C_765,Invasive_Tumor
765,C_766,Invasive_Tumor
766,C_767,Invasive_Tumor
767,C_768,Stromal
768,C_769,Endothelial
769,C_770,Invasive_Tumor
770,C_771,Stromal
771,C_772,Invasive_Tumor
772,C_773,Invasive_Tumor
773,C_774,Invasive_Tumor
774,C_775,Invasive_Tumor
775,C_776,Invasive_Tumor
776,C_777,Invasive_Tumor
777,C_778,Prolif_Invasive_Tumor
778,C_779,Invasive_Tumor
779,C_780,Invasive_Tumor
780,C_781,Macrophages_1
781,C_782,Invasive_Tumor
782,C_783,Invasive_Tumor
783,C_784,Invasive_Tumor
784,C_785,Prolif_Invasive_Tumor
785,C_786,Invasive_Tumor
786,C_787,Invasive_Tumor
787,C_788,Invasive_Tumor
788,C_789,Prolif_Invasive_Tumor
789,C_790,Invasive_Tumor
790,C_791,Invasive_Tumor
791,C_792,Stromal
792,C_793,Invasive_Tumor
793,C_794,Stromal
794,C_795,Invasive_Tumor
795,C_796,Invasive_Tumor
796,C_797,Invasive_Tumor
797,C_798,Stromal
798,C_799,Invasive_Tumor
799,C_800,Invasive_Tumor
800,C_801,Invasive_Tumor
801,C_802,Macrophages_1
802,C_803,Macrophages_1
803,C_804,Invasive_Tumor
804,C_805,Invasive_Tumor
805,C_806,Invasive_Tumor
806,C_807,Invasive_Tumor
807,C_808,Prolif_Invasive_Tumor
808,C_809,Invasive_Tumor
809,C_810,Stromal
810,C_811,Invasive_Tumor
811,C_812,Stromal
812,C_813,Invasive_Tumor
813,C_814,Invasive_Tumor
814,C_815,Prolif_Invasive_Tumor
815,C_816,Invasive_Tumor
816,C_817,Invasive_Tumor
817,C_818,Invasive_Tumor
818,C_819,Invasive_Tumor
819,C_820,Invasive_Tumor
820,C_821,Invasive_Tumor
821,C_822,Stromal
822,C_823,Prolif_Invasive_Tumor
823,C_824,Invasive_Tumor
824,C_825,Invasive_Tumor
825,C_826,Stromal
826,C_827,Endothelial
827,C_828,T_Cell_&_Tumor_Hybrid
828,C_829,Endothelial
829,C_830,Prolif_Invasive_Tumor
830,C_831,Endothelial
831,C_832,Stromal
832,C_833,CD4+_T_Cells
833,C_834,Invasive_Tumor
834,C_835,Invasive_Tumor
835,C_836,Prolif_Invasive_Tumor
836,C_837,Invasive_Tumor
837,C_838,Prolif_Invasive_Tumor
838,C_839,Invasive_Tumor
839,C_840,Prolif_Invasive_Tumor
840,C_841,Invasive_Tumor
841,C_842,Invasive_Tumor
842,C_843,Invasive_Tumor
843,C_844,Prolif_Invasive_Tumor
844,C_845,Macrophages_1
845,C_846,Invasive_Tumor
846,C_847,Stromal
847,C_848,Invasive_Tumor
848,C_849,Invasive_Tumor
849,C_850,Prolif_Invasive_Tumor
850,C_851,Invasive_Tumor
851,C_852,Invasive_Tumor
852,C_853,Invasive_Tumor
853,C_854,Invasive_Tumor
854,C_855,Invasive_Tumor
855,C_856,Prolif_Invasive_Tumor
856,C_857,Invasive_Tumor
857,C_858,Invasive_Tumor
858,C_859,Invasive_Tumor
859,C_860,Macrophages_1
860,C_861,Endothelial
861,C_862,Invasive_Tumor
862,C_863,Invasive_Tumor
863,C_864,Invasive_Tumor
864,C_865,Prolif_Invasive_Tumor
865,C_866,Invasive_Tumor
866,C_867,Invasive_Tumor
867,C_868,B_Cells
868,C_869,Prolif_Invasive_Tumor
869,C_870,Invasive_Tumor
870,C_871,Invasive_Tumor
871,C_872,Invasive_Tumor
872,C_873,CD8+_T_Cells
873,C_874,Invasive_Tumor
874,C_875,Invasive_Tumor
875,C_876,Invasive_Tumor
876,C_877,Invasive_Tumor
877,C_878,Invasive_Tumor
878,C_879,Prolif_Invasive_Tumor
879,C_880,Stromal
880,C_881,Prolif_Invasive_Tumor
881,C_882,Invasive_Tumor
882,C_883,Invasive_Tumor
883,C_884,Invasive_Tumor
884,C_885,Invasive_Tumor
885,C_886,Invasive_Tumor
886,C_887,Endothelial
