,Cell,Cell_type
122,C_123,Invasive_Tumor
123,C_124,Invasive_Tumor
124,C_125,Stromal
125,C_126,Prolif_Invasive_Tumor
126,C_127,Invasive_Tumor
127,C_128,Prolif_Invasive_Tumor
128,C_129,Stromal
129,C_130,Invasive_Tumor
130,C_131,CD8+_T_Cells
131,C_132,Invasive_Tumor
132,C_133,Invasive_Tumor
133,C_134,Invasive_Tumor
134,C_135,CD8+_T_Cells
135,C_136,Invasive_Tumor
136,C_137,Stromal
137,C_138,Invasive_Tumor
138,C_139,Invasive_Tumor
139,C_140,Invasive_Tumor
140,C_141,Stromal
141,C_142,Invasive_Tumor
142,C_143,Stromal
143,C_144,Invasive_Tumor
144,C_145,Invasive_Tumor
145,C_146,Invasive_Tumor
146,C_147,CD4+_T_Cells
147,C_148,Stromal
148,C_149,Invasive_Tumor
149,C_150,Invasive_Tumor
150,C_151,Macrophages_1
151,C_152,Invasive_Tumor
152,C_153,Invasive_Tumor
153,C_154,Invasive_Tumor
154,C_155,Prolif_Invasive_Tumor
155,C_156,Invasive_Tumor
156,C_157,Macrophages_1
157,C_158,Invasive_Tumor
158,C_159,Endothelial
159,C_160,Invasive_Tumor
160,C_161,Stromal
161,C_162,Stromal
162,C_163,Prolif_Invasive_Tumor
163,C_164,Invasive_Tumor
164,C_165,Prolif_Invasive_Tumor
165,C_166,Invasive_Tumor
166,C_167,Invasive_Tumor
167,C_168,Prolif_Invasive_Tumor
168,C_169,Invasive_Tumor
169,C_170,Invasive_Tumor
170,C_171,Stromal
171,C_172,Invasive_Tumor
172,C_173,Macrophages_1
173,C_174,Invasive_Tumor
174,C_175,Invasive_Tumor
175,C_176,Invasive_Tumor
176,C_177,Invasive_Tumor
177,C_178,Endothelial
178,C_179,Prolif_Invasive_Tumor
179,C_180,Invasive_Tumor
180,C_181,Invasive_Tumor
181,C_182,Prolif_Invasive_Tumor
182,C_183,Endothelial
183,C_184,Invasive_Tumor
184,C_185,T_Cell_&_Tumor_Hybrid
185,C_186,Stromal
186,C_187,Invasive_Tumor
187,C_188,CD8+_T_Cells
188,C_189,Invasive_Tumor
189,C_190,CD4+_T_Cells
190,C_191,Invasive_Tumor
191,C_192,Endothelial
192,C_193,Invasive_Tumor
193,C_194,Invasive_Tumor
194,C_195,Invasive_Tumor
195,C_196,Invasive_Tumor
196,C_197,Invasive_Tumor
197,C_198,Invasive_Tumor
198,C_199,Macrophages_1
199,C_200,Invasive_Tumor
200,C_201,Endothelial
201,C_202,Invasive_Tumor
202,C_203,Invasive_Tumor
203,C_204,Stromal
204,C_205,Invasive_Tumor
205,C_206,Invasive_Tumor
206,C_207,Invasive_Tumor
207,C_208,Invasive_Tumor
208,C_209,Stromal
209,C_210,Invasive_Tumor
210,C_211,Invasive_Tumor
211,C_212,Invasive_Tumor
212,C_213,Invasive_Tumor
213,C_214,Invasive_Tumor
214,C_215,Invasive_Tumor
215,C_216,Invasive_Tumor
216,C_217,Invasive_Tumor
217,C_218,Invasive_Tumor
218,C_219,Invasive_Tumor
219,C_220,Invasive_Tumor
220,C_221,Invasive_Tumor
221,C_222,Invasive_Tumor
222,C_223,Invasive_Tumor
223,C_224,Invasive_Tumor
224,C_225,Invasive_Tumor
225,C_226,Invasive_Tumor
226,C_227,Stromal
227,C_228,Invasive_Tumor
228,C_229,Invasive_Tumor
229,C_230,Prolif_Invasive_Tumor
230,C_231,Invasive_Tumor
231,C_232,Invasive_Tumor
232,C_233,Invasive_Tumor
233,C_234,Invasive_Tumor
234,C_235,Invasive_Tumor
235,C_236,Invasive_Tumor
236,C_237,Invasive_Tumor
237,C_238,Prolif_Invasive_Tumor
238,C_239,Invasive_Tumor
239,C_240,Invasive_Tumor
240,C_241,Invasive_Tumor
241,C_242,Invasive_Tumor
242,C_243,Invasive_Tumor
243,C_244,Macrophages_1
244,C_245,Invasive_Tumor
245,C_246,Stromal
246,C_247,Invasive_Tumor
247,C_248,Stromal
248,C_249,Stromal
249,C_250,Invasive_Tumor
250,C_251,Invasive_Tumor
251,C_252,Prolif_Invasive_Tumor
252,C_253,Invasive_Tumor
253,C_254,Invasive_Tumor
254,C_255,Stromal
255,C_256,Invasive_Tumor
256,C_257,Invasive_Tumor
257,C_258,Invasive_Tumor
258,C_259,Macrophages_1
259,C_260,Invasive_Tumor
260,C_261,Stromal
261,C_262,Invasive_Tumor
262,C_263,Macrophages_1
263,C_264,Stromal
264,C_265,Stromal
265,C_266,Endothelial
266,C_267,Invasive_Tumor
267,C_268,Invasive_Tumor
268,C_269,Invasive_Tumor
269,C_270,Endothelial
270,C_271,Invasive_Tumor
271,C_272,Invasive_Tumor
272,C_273,Endothelial
273,C_274,Prolif_Invasive_Tumor
274,C_275,Invasive_Tumor
275,C_276,Invasive_Tumor
276,C_277,Invasive_Tumor
277,C_278,Invasive_Tumor
278,C_279,Invasive_Tumor
279,C_280,Prolif_Invasive_Tumor
280,C_281,Invasive_Tumor
281,C_282,Invasive_Tumor
282,C_283,Invasive_Tumor
283,C_284,Invasive_Tumor
284,C_285,Invasive_Tumor
285,C_286,Invasive_Tumor
286,C_287,Stromal
287,C_288,Invasive_Tumor
288,C_289,Prolif_Invasive_Tumor
289,C_290,Prolif_Invasive_Tumor
290,C_291,Invasive_Tumor
291,C_292,T_Cell_&_Tumor_Hybrid
292,C_293,Invasive_Tumor
293,C_294,Invasive_Tumor
294,C_295,Endothelial
295,C_296,Invasive_Tumor
296,C_297,Stromal
297,C_298,Endothelial
298,C_299,Invasive_Tumor
299,C_300,Invasive_Tumor
300,C_301,Prolif_Invasive_Tumor
301,C_302,Prolif_Invasive_Tumor
302,C_303,Invasive_Tumor
303,C_304,CD4+_T_Cells
304,C_305,Stromal
305,C_306,Prolif_Invasive_Tumor
306,C_307,Invasive_Tumor
307,C_308,Invasive_Tumor
308,C_309,Endothelial
309,C_310,Invasive_Tumor
310,C_311,Invasive_Tumor
311,C_312,Prolif_Invasive_Tumor
312,C_313,Invasive_Tumor
313,C_314,Stromal
314,C_315,Invasive_Tumor
315,C_316,Invasive_Tumor
316,C_317,Stromal
317,C_318,Stromal
318,C_319,Macrophages_1
319,C_320,CD8+_T_Cells
320,C_321,Prolif_Invasive_Tumor
321,C_322,Endothelial
322,C_323,Invasive_Tumor
323,C_324,Endothelial
324,C_325,Invasive_Tumor
325,C_326,Invasive_Tumor
326,C_327,Invasive_Tumor
327,C_328,Invasive_Tumor
328,C_329,Invasive_Tumor
329,C_330,Invasive_Tumor
330,C_331,Invasive_Tumor
331,C_332,Invasive_Tumor
332,C_333,Macrophages_1
333,C_334,Invasive_Tumor
334,C_335,Invasive_Tumor
335,C_336,Endothelial
336,C_337,Prolif_Invasive_Tumor
337,C_338,Invasive_Tumor
338,C_339,Prolif_Invasive_Tumor
339,C_340,CD8+_T_Cells
340,C_341,Stromal
341,C_342,Endothelial
342,C_343,Invasive_Tumor
343,C_344,Stromal
344,C_345,Invasive_Tumor
345,C_346,Invasive_Tumor
346,C_347,Macrophages_1
347,C_348,Endothelial
348,C_349,Invasive_Tumor
349,C_350,Invasive_Tumor
350,C_351,Endothelial
351,C_352,Invasive_Tumor
352,C_353,Invasive_Tumor
353,C_354,Stromal
354,C_355,Invasive_Tumor
355,C_356,Prolif_Invasive_Tumor
356,C_357,Invasive_Tumor
357,C_358,Invasive_Tumor
358,C_359,Invasive_Tumor
359,C_360,Invasive_Tumor
360,C_361,Invasive_Tumor
361,C_362,Invasive_Tumor
362,C_363,Invasive_Tumor
363,C_364,Invasive_Tumor
364,C_365,Invasive_Tumor
365,C_366,Invasive_Tumor
366,C_367,Stromal
367,C_368,Invasive_Tumor
368,C_369,Macrophages_1
369,C_370,Invasive_Tumor
370,C_371,Invasive_Tumor
371,C_372,Invasive_Tumor
372,C_373,Invasive_Tumor
373,C_374,Stromal
374,C_375,Invasive_Tumor
375,C_376,Invasive_Tumor
376,C_377,Invasive_Tumor
377,C_378,Invasive_Tumor
378,C_379,Stromal
379,C_380,Invasive_Tumor
380,C_381,Invasive_Tumor
381,C_382,Invasive_Tumor
382,C_383,Invasive_Tumor
383,C_384,Macrophages_1
384,C_385,Invasive_Tumor
385,C_386,Invasive_Tumor
386,C_387,Macrophages_1
387,C_388,Invasive_Tumor
388,C_389,Prolif_Invasive_Tumor
389,C_390,Stromal
390,C_391,Prolif_Invasive_Tumor
391,C_392,Prolif_Invasive_Tumor
392,C_393,Invasive_Tumor
393,C_394,Invasive_Tumor
394,C_395,Invasive_Tumor
395,C_396,Stromal
396,C_397,Endothelial
397,C_398,Stromal
398,C_399,Invasive_Tumor
399,C_400,Invasive_Tumor
400,C_401,Invasive_Tumor
401,C_402,Prolif_Invasive_Tumor
402,C_403,Invasive_Tumor
403,C_404,Invasive_Tumor
404,C_405,Invasive_Tumor
405,C_406,Invasive_Tumor
406,C_407,Invasive_Tumor
407,C_408,Invasive_Tumor
408,C_409,Invasive_Tumor
409,C_410,Invasive_Tumor
410,C_411,Invasive_Tumor
411,C_412,Invasive_Tumor
412,C_413,Prolif_Invasive_Tumor
413,C_414,CD8+_T_Cells
414,C_415,Stromal
415,C_416,Invasive_Tumor
416,C_417,Endothelial
417,C_418,Invasive_Tumor
418,C_419,Stromal
419,C_420,CD8+_T_Cells
420,C_421,Invasive_Tumor
421,C_422,Invasive_Tumor
422,C_423,Invasive_Tumor
423,C_424,Invasive_Tumor
424,C_425,Invasive_Tumor
425,C_426,Invasive_Tumor
426,C_427,Invasive_Tumor
427,C_428,Stromal
428,C_429,Invasive_Tumor
429,C_430,Invasive_Tumor
430,C_431,Invasive_Tumor
431,C_432,Invasive_Tumor
432,C_433,Invasive_Tumor
433,C_434,Invasive_Tumor
434,C_435,Invasive_Tumor
435,C_436,Endothelial
436,C_437,Invasive_Tumor
437,C_438,Invasive_Tumor
438,C_439,Invasive_Tumor
439,C_440,Endothelial
440,C_441,Endothelial
441,C_442,Invasive_Tumor
442,C_443,Invasive_Tumor
443,C_444,Endothelial
444,C_445,Invasive_Tumor
445,C_446,Invasive_Tumor
446,C_447,Invasive_Tumor
447,C_448,Macrophages_1
448,C_449,T_Cell_&_Tumor_Hybrid
449,C_450,Invasive_Tumor
450,C_451,Invasive_Tumor
451,C_452,Invasive_Tumor
452,C_453,Invasive_Tumor
453,C_454,Invasive_Tumor
454,C_455,Prolif_Invasive_Tumor
455,C_456,CD8+_T_Cells
456,C_457,Stromal
457,C_458,Prolif_Invasive_Tumor
458,C_459,Invasive_Tumor
459,C_460,Invasive_Tumor
460,C_461,Stromal
461,C_462,CD8+_T_Cells
462,C_463,Invasive_Tumor
463,C_464,Prolif_Invasive_Tumor
464,C_465,Invasive_Tumor
465,C_466,Macrophages_1
466,C_467,Stromal
467,C_468,Invasive_Tumor
468,C_469,Invasive_Tumor
469,C_470,Invasive_Tumor
470,C_471,Invasive_Tumor
471,C_472,Invasive_Tumor
472,C_473,CD8+_T_Cells
473,C_474,Invasive_Tumor
474,C_475,Invasive_Tumor
475,C_476,Macrophages_1
476,C_477,Invasive_Tumor
477,C_478,Invasive_Tumor
478,C_479,Stromal
479,C_480,Invasive_Tumor
480,C_481,Macrophages_1
481,C_482,Invasive_Tumor
482,C_483,Invasive_Tumor
483,C_484,Invasive_Tumor
484,C_485,Stromal
485,C_486,Invasive_Tumor
486,C_487,Invasive_Tumor
487,C_488,Invasive_Tumor
488,C_489,CD8+_T_Cells
489,C_490,CD4+_T_Cells
490,C_491,Invasive_Tumor
491,C_492,Stromal
492,C_493,Invasive_Tumor
493,C_494,Prolif_Invasive_Tumor
494,C_495,Invasive_Tumor
495,C_496,Stromal
496,C_497,Invasive_Tumor
497,C_498,Invasive_Tumor
498,C_499,Invasive_Tumor
499,C_500,Invasive_Tumor
500,C_501,Endothelial
501,C_502,Invasive_Tumor
502,C_503,Invasive_Tumor
503,C_504,Macrophages_1
504,C_505,Invasive_Tumor
505,C_506,Invasive_Tumor
506,C_507,Invasive_Tumor
507,C_508,Invasive_Tumor
508,C_509,Stromal
509,C_510,Invasive_Tumor
510,C_511,Invasive_Tumor
511,C_512,Invasive_Tumor
512,C_513,Invasive_Tumor
513,C_514,Prolif_Invasive_Tumor
514,C_515,Invasive_Tumor
515,C_516,Invasive_Tumor
516,C_517,Stromal
517,C_518,Macrophages_1
518,C_519,Invasive_Tumor
519,C_520,Macrophages_1
520,C_521,Stromal
521,C_522,B_Cells
522,C_523,Invasive_Tumor
523,C_524,Invasive_Tumor
524,C_525,Invasive_Tumor
525,C_526,CD8+_T_Cells
526,C_527,Macrophages_1
527,C_528,Invasive_Tumor
528,C_529,Invasive_Tumor
529,C_530,Invasive_Tumor
530,C_531,Invasive_Tumor
531,C_532,Stromal
532,C_533,Invasive_Tumor
533,C_534,Invasive_Tumor
534,C_535,Invasive_Tumor
535,C_536,Stromal
536,C_537,Invasive_Tumor
537,C_538,Stromal
538,C_539,Macrophages_1
539,C_540,Stromal
540,C_541,Macrophages_1
541,C_542,Prolif_Invasive_Tumor
542,C_543,Invasive_Tumor
543,C_544,Invasive_Tumor
544,C_545,Invasive_Tumor
545,C_546,Invasive_Tumor
546,C_547,Invasive_Tumor
547,C_548,Stromal
548,C_549,Invasive_Tumor
549,C_550,Invasive_Tumor
550,C_551,Invasive_Tumor
551,C_552,Invasive_Tumor
552,C_553,CD4+_T_Cells
553,C_554,Macrophages_1
554,C_555,Invasive_Tumor
555,C_556,Invasive_Tumor
556,C_557,Invasive_Tumor
557,C_558,Invasive_Tumor
558,C_559,Invasive_Tumor
559,C_560,Invasive_Tumor
560,C_561,Prolif_Invasive_Tumor
561,C_562,Invasive_Tumor
562,C_563,Prolif_Invasive_Tumor
563,C_564,Invasive_Tumor
564,C_565,Invasive_Tumor
565,C_566,Invasive_Tumor
566,C_567,Invasive_Tumor
567,C_568,Invasive_Tumor
568,C_569,Invasive_Tumor
569,C_570,Invasive_Tumor
570,C_571,Prolif_Invasive_Tumor
571,C_572,Invasive_Tumor
572,C_573,Invasive_Tumor
573,C_574,Invasive_Tumor
574,C_575,Prolif_Invasive_Tumor
575,C_576,Stromal
576,C_577,Invasive_Tumor
577,C_578,Invasive_Tumor
578,C_579,Invasive_Tumor
579,C_580,Invasive_Tumor
580,C_581,CD8+_T_Cells
581,C_582,Stromal
582,C_583,Invasive_Tumor
583,C_584,Stromal
584,C_585,Invasive_Tumor
585,C_586,Invasive_Tumor
586,C_587,Invasive_Tumor
587,C_588,Invasive_Tumor
588,C_589,Invasive_Tumor
589,C_590,Invasive_Tumor
590,C_591,Invasive_Tumor
591,C_592,Stromal
592,C_593,Prolif_Invasive_Tumor
593,C_594,Invasive_Tumor
594,C_595,Invasive_Tumor
595,C_596,Invasive_Tumor
596,C_597,Invasive_Tumor
597,C_598,Invasive_Tumor
598,C_599,Invasive_Tumor
599,C_600,Invasive_Tumor
600,C_601,Stromal
601,C_602,Endothelial
602,C_603,Invasive_Tumor
603,C_604,Stromal
604,C_605,Invasive_Tumor
605,C_606,Invasive_Tumor
606,C_607,Invasive_Tumor
607,C_608,Invasive_Tumor
608,C_609,T_Cell_&_Tumor_Hybrid
609,C_610,Invasive_Tumor
610,C_611,Stromal
611,C_612,Invasive_Tumor
612,C_613,Invasive_Tumor
613,C_614,Invasive_Tumor
614,C_615,Invasive_Tumor
615,C_616,Endothelial
616,C_617,Stromal
617,C_618,Prolif_Invasive_Tumor
618,C_619,Invasive_Tumor
619,C_620,Invasive_Tumor
620,C_621,Invasive_Tumor
621,C_622,Invasive_Tumor
622,C_623,Invasive_Tumor
623,C_624,Prolif_Invasive_Tumor
624,C_625,Invasive_Tumor
625,C_626,T_Cell_&_Tumor_Hybrid
626,C_627,Invasive_Tumor
627,C_628,CD8+_T_Cells
628,C_629,Invasive_Tumor
629,C_630,Prolif_Invasive_Tumor
630,C_631,Invasive_Tumor
631,C_632,Invasive_Tumor
632,C_633,Prolif_Invasive_Tumor
633,C_634,Invasive_Tumor
634,C_635,Endothelial
635,C_636,Endothelial
636,C_637,Stromal
637,C_638,Invasive_Tumor
638,C_639,Endothelial
639,C_640,Invasive_Tumor
640,C_641,Stromal
641,C_642,Invasive_Tumor
642,C_643,Invasive_Tumor
643,C_644,Invasive_Tumor
644,C_645,Invasive_Tumor
645,C_646,Invasive_Tumor
646,C_647,Macrophages_1
647,C_648,CD8+_T_Cells
648,C_649,Prolif_Invasive_Tumor
649,C_650,Invasive_Tumor
650,C_651,Invasive_Tumor
651,C_652,Stromal
652,C_653,Prolif_Invasive_Tumor
653,C_654,Invasive_Tumor
654,C_655,Prolif_Invasive_Tumor
655,C_656,Invasive_Tumor
656,C_657,Invasive_Tumor
657,C_658,Invasive_Tumor
658,C_659,Invasive_Tumor
659,C_660,Invasive_Tumor
660,C_661,Prolif_Invasive_Tumor
661,C_662,Prolif_Invasive_Tumor
662,C_663,B_Cells
663,C_664,Invasive_Tumor
664,C_665,Invasive_Tumor
665,C_666,Stromal
666,C_667,Prolif_Invasive_Tumor
667,C_668,Invasive_Tumor
668,C_669,Stromal
669,C_670,Macrophages_1
670,C_671,Invasive_Tumor
671,C_672,Invasive_Tumor
672,C_673,Invasive_Tumor
673,C_674,Stromal
674,C_675,Prolif_Invasive_Tumor
675,C_676,Invasive_Tumor
676,C_677,Invasive_Tumor
677,C_678,Invasive_Tumor
678,C_679,Invasive_Tumor
679,C_680,T_Cell_&_Tumor_Hybrid
680,C_681,Stromal
681,C_682,Stromal
682,C_683,Invasive_Tumor
683,C_684,Stromal
684,C_685,Invasive_Tumor
685,C_686,Stromal
686,C_687,Invasive_Tumor
687,C_688,Stromal
688,C_689,Invasive_Tumor
689,C_690,Prolif_Invasive_Tumor
690,C_691,Invasive_Tumor
691,C_692,Stromal
692,C_693,Invasive_Tumor
693,C_694,Stromal
694,C_695,B_Cells
695,C_696,Stromal
696,C_697,Invasive_Tumor
697,C_698,Invasive_Tumor
698,C_699,Invasive_Tumor
699,C_700,Stromal
700,C_701,Invasive_Tumor
701,C_702,Stromal
702,C_703,Invasive_Tumor
703,C_704,Stromal
704,C_705,Macrophages_1
705,C_706,Invasive_Tumor
706,C_707,Stromal
707,C_708,Stromal
708,C_709,Invasive_Tumor
709,C_710,Invasive_Tumor
710,C_711,Invasive_Tumor
711,C_712,Invasive_Tumor
712,C_713,Prolif_Invasive_Tumor
713,C_714,Invasive_Tumor
714,C_715,Invasive_Tumor
715,C_716,Prolif_Invasive_Tumor
716,C_717,Invasive_Tumor
717,C_718,Invasive_Tumor
718,C_719,Invasive_Tumor
719,C_720,Endothelial
720,C_721,Invasive_Tumor
721,C_722,Invasive_Tumor
722,C_723,Invasive_Tumor
723,C_724,Invasive_Tumor
724,C_725,Stromal
725,C_726,Invasive_Tumor
726,C_727,Prolif_Invasive_Tumor
727,C_728,Invasive_Tumor
728,C_729,CD4+_T_Cells
729,C_730,Prolif_Invasive_Tumor
730,C_731,Invasive_Tumor
731,C_732,Endothelial
732,C_733,CD8+_T_Cells
733,C_734,Invasive_Tumor
734,C_735,Stromal
735,C_736,Stromal
736,C_737,Invasive_Tumor
737,C_738,Invasive_Tumor
738,C_739,Prolif_Invasive_Tumor
739,C_740,Invasive_Tumor
740,C_741,Invasive_Tumor
741,C_742,Macrophages_1
742,C_743,Invasive_Tumor
743,C_744,Invasive_Tumor
744,C_745,Invasive_Tumor
745,C_746,Endothelial
746,C_747,Invasive_Tumor
747,C_748,Macrophages_1
748,C_749,Invasive_Tumor
749,C_750,Prolif_Invasive_Tumor
750,C_751,Endothelial
751,C_752,Prolif_Invasive_Tumor
752,C_753,Invasive_Tumor
753,C_754,Prolif_Invasive_Tumor
754,C_755,Prolif_Invasive_Tumor
755,C_756,Invasive_Tumor
756,C_757,Invasive_Tumor
757,C_758,Invasive_Tumor
758,C_759,Invasive_Tumor
759,C_760,Invasive_Tumor
760,C_761,Prolif_Invasive_Tumor
761,C_762,Stromal
762,C_763,Invasive_Tumor
763,C_764,Prolif_Invasive_Tumor
764,C_765,Prolif_Invasive_Tumor
765,C_766,Invasive_Tumor
766,C_767,Invasive_Tumor
767,C_768,Endothelial
768,C_769,Invasive_Tumor
769,C_770,Macrophages_1
770,C_771,Stromal
771,C_772,Invasive_Tumor
772,C_773,Invasive_Tumor
773,C_774,Invasive_Tumor
774,C_775,Invasive_Tumor
775,C_776,Macrophages_1
776,C_777,Invasive_Tumor
777,C_778,Invasive_Tumor
778,C_779,Invasive_Tumor
779,C_780,Invasive_Tumor
780,C_781,Invasive_Tumor
781,C_782,Stromal
782,C_783,Invasive_Tumor
783,C_784,Macrophages_1
784,C_785,Invasive_Tumor
785,C_786,Endothelial
786,C_787,Invasive_Tumor
787,C_788,Invasive_Tumor
788,C_789,Stromal
789,C_790,Invasive_Tumor
790,C_791,Endothelial
791,C_792,Invasive_Tumor
792,C_793,Stromal
793,C_794,Prolif_Invasive_Tumor
794,C_795,Invasive_Tumor
795,C_796,Prolif_Invasive_Tumor
796,C_797,Invasive_Tumor
797,C_798,T_Cell_&_Tumor_Hybrid
798,C_799,Prolif_Invasive_Tumor
799,C_800,Invasive_Tumor
800,C_801,Invasive_Tumor
801,C_802,Endothelial
802,C_803,Endothelial
803,C_804,Invasive_Tumor
804,C_805,Invasive_Tumor
805,C_806,Invasive_Tumor
806,C_807,Stromal
807,C_808,Invasive_Tumor
808,C_809,Invasive_Tumor
809,C_810,Invasive_Tumor
810,C_811,Stromal
811,C_812,Invasive_Tumor
812,C_813,B_Cells
813,C_814,Invasive_Tumor
814,C_815,Macrophages_1
815,C_816,Invasive_Tumor
816,C_817,Macrophages_1
817,C_818,Invasive_Tumor
818,C_819,Prolif_Invasive_Tumor
819,C_820,Invasive_Tumor
820,C_821,Prolif_Invasive_Tumor
821,C_822,Invasive_Tumor
822,C_823,Invasive_Tumor
823,C_824,Invasive_Tumor
824,C_825,Macrophages_1
825,C_826,Invasive_Tumor
826,C_827,Stromal
827,C_828,Prolif_Invasive_Tumor
828,C_829,Invasive_Tumor
829,C_830,Invasive_Tumor
830,C_831,Macrophages_1
831,C_832,Invasive_Tumor
832,C_833,Stromal
833,C_834,Stromal
834,C_835,Macrophages_1
835,C_836,Invasive_Tumor
836,C_837,Invasive_Tumor
837,C_838,Endothelial
838,C_839,Stromal
839,C_840,Endothelial
840,C_841,Stromal
841,C_842,Invasive_Tumor
842,C_843,Invasive_Tumor
843,C_844,Stromal
844,C_845,Stromal
845,C_846,Stromal
846,C_847,Invasive_Tumor
847,C_848,Macrophages_1
848,C_849,Endothelial
849,C_850,Prolif_Invasive_Tumor
850,C_851,Invasive_Tumor
851,C_852,Macrophages_1
852,C_853,Invasive_Tumor
853,C_854,Invasive_Tumor
854,C_855,Invasive_Tumor
855,C_856,Invasive_Tumor
856,C_857,Invasive_Tumor
857,C_858,Stromal
858,C_859,Prolif_Invasive_Tumor
859,C_860,Prolif_Invasive_Tumor
860,C_861,Invasive_Tumor
861,C_862,Invasive_Tumor
862,C_863,Invasive_Tumor
863,C_864,Stromal
864,C_865,Macrophages_1
865,C_866,Invasive_Tumor
866,C_867,Stromal
867,C_868,Invasive_Tumor
868,C_869,Invasive_Tumor
869,C_870,Invasive_Tumor
870,C_871,Invasive_Tumor
871,C_872,Invasive_Tumor
872,C_873,Invasive_Tumor
873,C_874,Invasive_Tumor
874,C_875,Invasive_Tumor
875,C_876,Stromal
876,C_877,Invasive_Tumor
877,C_878,Invasive_Tumor
878,C_879,Endothelial
879,C_880,Stromal
880,C_881,CD8+_T_Cells
881,C_882,Invasive_Tumor
882,C_883,Invasive_Tumor
883,C_884,Invasive_Tumor
884,C_885,Stromal
885,C_886,Invasive_Tumor
886,C_887,Invasive_Tumor
887,C_888,Invasive_Tumor
888,C_889,Invasive_Tumor
889,C_890,Invasive_Tumor
890,C_891,Invasive_Tumor
891,C_892,Invasive_Tumor
892,C_893,Invasive_Tumor
893,C_894,Prolif_Invasive_Tumor
894,C_895,Invasive_Tumor
895,C_896,Invasive_Tumor
896,C_897,Stromal
897,C_898,Stromal
