col,row,B_Cells,CD8+_T_Cells,DCIS_1,DCIS_2,Endothelial,Invasive_Tumor,Macrophages_1,Myoepi_ACTA2+,Prolif_Invasive_Tumor,Stromal
65,5,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.0
65,15,0.0,0.0,0.0,0.5833333333333334,0.0,0.19444444444444445,0.027777777777777776,0.16666666666666666,0.0,0.027777777777777776
65,25,0.0,0.0,0.0,0.6071428571428571,0.0,0.32142857142857145,0.0,0.07142857142857142,0.0,0.0
65,35,0.0,0.0,0.0,0.782608695652174,0.0,0.17391304347826086,0.043478260869565216,0.0,0.0,0.0
65,45,0.0,0.0,0.0,0.48,0.0,0.32,0.12,0.04,0.0,0.04
65,55,0.0,0.0,0.0,0.625,0.0,0.2916666666666667,0.0,0.041666666666666664,0.0,0.041666666666666664
65,65,0.0,0.0,0.0,0.78125,0.0,0.125,0.0,0.0625,0.0,0.03125
65,75,0.0,0.0,0.0,0.6785714285714286,0.0,0.21428571428571427,0.07142857142857142,0.0,0.0,0.03571428571428571
65,85,0.0,0.0,0.0,0.6,0.06666666666666667,0.23333333333333334,0.03333333333333333,0.06666666666666667,0.0,0.0
65,95,0.0,0.0,0.0,0.7692307692307693,0.038461538461538464,0.11538461538461539,0.0,0.038461538461538464,0.0,0.038461538461538464
65,105,0.0,0.0,0.0,0.84375,0.03125,0.03125,0.0625,0.03125,0.0,0.0
65,115,0.0,0.0,0.0,0.5416666666666666,0.0,0.375,0.0,0.08333333333333333,0.0,0.0
65,125,0.047619047619047616,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.09523809523809523,0.0,0.0
65,135,0.0,0.0,0.0,0.71875,0.03125,0.0625,0.0,0.15625,0.0,0.03125
65,145,0.0,0.0,0.0,0.5806451612903226,0.0,0.3870967741935484,0.0,0.03225806451612903,0.0,0.0
75,5,0.0,0.0,0.0,0.6296296296296297,0.037037037037037035,0.2222222222222222,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0
75,15,0.0,0.0,0.0,0.7741935483870968,0.0,0.16129032258064516,0.0,0.06451612903225806,0.0,0.0
75,25,0.0,0.0,0.0,0.7391304347826086,0.0,0.2608695652173913,0.0,0.0,0.0,0.0
75,35,0.0,0.0,0.0,0.65625,0.0,0.34375,0.0,0.0,0.0,0.0
75,45,0.0,0.0,0.0,0.7037037037037037,0.0,0.2222222222222222,0.037037037037037035,0.037037037037037035,0.0,0.0
75,55,0.0,0.0,0.0,0.5,0.0,0.3181818181818182,0.0,0.18181818181818182,0.0,0.0
75,65,0.0,0.0,0.0,0.6296296296296297,0.1111111111111111,0.14814814814814814,0.07407407407407407,0.0,0.0,0.037037037037037035
75,75,0.0,0.0,0.0,0.7407407407407407,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.1111111111111111,0.0,0.0
75,85,0.0,0.0,0.0,0.6206896551724138,0.0,0.10344827586206896,0.0,0.2413793103448276,0.034482758620689655,0.0
75,95,0.0,0.0,0.0,0.5384615384615384,0.0,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0
75,105,0.0,0.0,0.043478260869565216,0.5652173913043478,0.0,0.30434782608695654,0.08695652173913043,0.0,0.0,0.0
75,115,0.0,0.0,0.0,0.6428571428571429,0.0,0.2857142857142857,0.03571428571428571,0.03571428571428571,0.0,0.0
75,125,0.0,0.0,0.0,0.6071428571428571,0.0,0.32142857142857145,0.03571428571428571,0.0,0.0,0.03571428571428571
75,135,0.0,0.034482758620689655,0.0,0.5862068965517241,0.0,0.27586206896551724,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655
75,145,0.0,0.0,0.0,0.5714285714285714,0.0,0.35714285714285715,0.03571428571428571,0.0,0.0,0.03571428571428571
85,5,0.0,0.0,0.0,0.5862068965517241,0.0,0.2413793103448276,0.034482758620689655,0.034482758620689655,0.0,0.10344827586206896
85,15,0.0,0.0,0.0,0.8,0.0,0.12,0.0,0.08,0.0,0.0
85,25,0.0,0.0,0.0,0.75,0.0,0.14285714285714285,0.0,0.03571428571428571,0.0,0.07142857142857142
85,35,0.0,0.0,0.0,0.7619047619047619,0.0,0.19047619047619047,0.047619047619047616,0.0,0.0,0.0
85,45,0.0,0.0,0.0,0.7241379310344828,0.0,0.13793103448275862,0.0,0.0,0.0,0.13793103448275862
85,55,0.0,0.0,0.0,0.8571428571428571,0.0,0.07142857142857142,0.0,0.03571428571428571,0.0,0.03571428571428571
85,65,0.0,0.0,0.0,0.6,0.0,0.24,0.0,0.12,0.0,0.04
85,75,0.0,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.10714285714285714,0.0,0.03571428571428571
85,85,0.0,0.0,0.0,0.6176470588235294,0.029411764705882353,0.11764705882352941,0.0,0.08823529411764706,0.08823529411764706,0.058823529411764705
85,95,0.0,0.0,0.0,0.56,0.0,0.28,0.0,0.12,0.0,0.04
85,105,0.0,0.0,0.0,0.6296296296296297,0.0,0.2222222222222222,0.037037037037037035,0.07407407407407407,0.0,0.037037037037037035
85,115,0.0,0.0,0.0,0.7272727272727273,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.0,0.0
85,125,0.0,0.0,0.0,0.6666666666666666,0.0,0.14814814814814814,0.0,0.18518518518518517,0.0,0.0
85,135,0.0,0.0,0.0,0.7,0.0,0.23333333333333334,0.06666666666666667,0.0,0.0,0.0
85,145,0.0,0.0,0.0,0.6666666666666666,0.0,0.125,0.0,0.125,0.0,0.08333333333333333
95,5,0.0,0.0,0.0,0.6956521739130435,0.0,0.21739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.0
95,15,0.0,0.0,0.0,0.88,0.0,0.08,0.04,0.0,0.0,0.0
95,25,0.0,0.08,0.0,0.72,0.0,0.12,0.0,0.08,0.0,0.0
95,35,0.0,0.03125,0.0,0.53125,0.03125,0.1875,0.03125,0.15625,0.03125,0.0
95,45,0.0,0.0,0.041666666666666664,0.7083333333333334,0.0,0.125,0.0,0.041666666666666664,0.0,0.08333333333333333
95,55,0.0,0.0,0.0,0.6153846153846154,0.038461538461538464,0.23076923076923078,0.0,0.11538461538461539,0.0,0.0
95,65,0.0,0.0,0.0,0.8181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0
95,75,0.0,0.0,0.0,0.7,0.03333333333333333,0.16666666666666666,0.0,0.06666666666666667,0.03333333333333333,0.0
95,85,0.0,0.0,0.0,0.8571428571428571,0.0,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.0,0.0
95,95,0.0,0.0,0.0,0.4444444444444444,0.0,0.2962962962962963,0.0,0.18518518518518517,0.0,0.07407407407407407
95,105,0.0,0.0,0.0,0.6896551724137931,0.0,0.0,0.034482758620689655,0.20689655172413793,0.0,0.06896551724137931
95,115,0.0,0.0,0.0,0.7419354838709677,0.0,0.12903225806451613,0.0,0.0967741935483871,0.0,0.03225806451612903
95,125,0.0,0.0,0.0,0.7878787878787878,0.030303030303030304,0.06060606060606061,0.0,0.09090909090909091,0.0,0.030303030303030304
95,135,0.0,0.0,0.0,0.7586206896551724,0.0,0.13793103448275862,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655
95,145,0.0,0.0,0.0,0.6521739130434783,0.0,0.2608695652173913,0.08695652173913043,0.0,0.0,0.0
105,5,0.0,0.02702702702702703,0.0,0.7837837837837838,0.0,0.10810810810810811,0.02702702702702703,0.0,0.0,0.05405405405405406
105,15,0.0,0.0,0.0,0.8333333333333334,0.0,0.06666666666666667,0.0,0.0,0.0,0.1
105,25,0.0,0.0,0.0,0.68,0.0,0.08,0.12,0.12,0.0,0.0
105,35,0.038461538461538464,0.0,0.0,0.6923076923076923,0.0,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.0,0.038461538461538464
105,45,0.0,0.0,0.0,0.8636363636363636,0.0,0.13636363636363635,0.0,0.0,0.0,0.0
105,55,0.0,0.0,0.0,0.7241379310344828,0.06896551724137931,0.10344827586206896,0.0,0.10344827586206896,0.0,0.0
105,65,0.0,0.0,0.0,0.7407407407407407,0.0,0.18518518518518517,0.0,0.07407407407407407,0.0,0.0
105,75,0.0,0.0,0.0,0.68,0.0,0.2,0.04,0.08,0.0,0.0
105,85,0.0,0.0,0.0,0.6785714285714286,0.0,0.32142857142857145,0.0,0.0,0.0,0.0
105,95,0.0,0.0,0.0,0.6666666666666666,0.0,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.0,0.06666666666666667
105,105,0.0,0.0,0.0,0.56,0.0,0.36,0.0,0.04,0.0,0.04
105,115,0.0,0.0,0.0,0.8076923076923077,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.0,0.0
105,125,0.0,0.0,0.0,0.6060606060606061,0.0,0.30303030303030304,0.0,0.06060606060606061,0.0,0.030303030303030304
105,135,0.0,0.0,0.0,0.6551724137931034,0.034482758620689655,0.13793103448275862,0.0,0.06896551724137931,0.034482758620689655,0.06896551724137931
105,145,0.0,0.0,0.0,0.5789473684210527,0.0,0.3684210526315789,0.05263157894736842,0.0,0.0,0.0
115,5,0.0,0.07142857142857142,0.0,0.75,0.0,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.0
115,15,0.0,0.0,0.0,0.76,0.04,0.08,0.0,0.08,0.0,0.04
115,25,0.0,0.0,0.0,0.6,0.0,0.15,0.05,0.1,0.0,0.1
115,35,0.0,0.0,0.0,0.5909090909090909,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0,0.045454545454545456
115,45,0.0,0.047619047619047616,0.0,0.7142857142857143,0.0,0.23809523809523808,0.0,0.0,0.0,0.0
115,55,0.0,0.0,0.0,0.7241379310344828,0.0,0.13793103448275862,0.0,0.10344827586206896,0.0,0.034482758620689655
115,65,0.0,0.0,0.0,0.7666666666666667,0.0,0.2,0.0,0.03333333333333333,0.0,0.0
115,75,0.0,0.0,0.0,0.8181818181818182,0.0,0.030303030303030304,0.0,0.06060606060606061,0.0,0.09090909090909091
115,85,0.0,0.0,0.0,0.6428571428571429,0.0,0.35714285714285715,0.0,0.0,0.0,0.0
115,95,0.0,0.0,0.0,0.6451612903225806,0.0,0.3225806451612903,0.0,0.03225806451612903,0.0,0.0
115,105,0.0,0.0,0.0,0.75,0.0,0.125,0.0,0.0625,0.0,0.0625
115,115,0.0,0.0,0.0,0.7307692307692307,0.0,0.19230769230769232,0.0,0.07692307692307693,0.0,0.0
115,125,0.0,0.0,0.0,0.78125,0.0,0.125,0.03125,0.03125,0.0,0.03125
115,135,0.0,0.0,0.0,0.6764705882352942,0.0,0.17647058823529413,0.0,0.08823529411764706,0.0,0.058823529411764705
115,145,0.0,0.047619047619047616,0.0,0.47619047619047616,0.0,0.42857142857142855,0.0,0.0,0.0,0.047619047619047616
125,5,0.0,0.0,0.0,0.8055555555555556,0.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.027777777777777776
125,15,0.0,0.0,0.0,0.8,0.0,0.12,0.08,0.0,0.0,0.0
125,25,0.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
125,35,0.0,0.043478260869565216,0.0,0.8260869565217391,0.0,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.0
125,45,0.0,0.0,0.0,0.7777777777777778,0.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.05555555555555555
125,55,0.0,0.0,0.0,0.6774193548387096,0.03225806451612903,0.22580645161290322,0.03225806451612903,0.0,0.0,0.03225806451612903
125,65,0.0,0.0,0.0,0.5416666666666666,0.041666666666666664,0.3333333333333333,0.041666666666666664,0.0,0.041666666666666664,0.0
125,75,0.0,0.0,0.0,0.8064516129032258,0.0,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.0,0.03225806451612903
125,85,0.0,0.0,0.0,0.6206896551724138,0.0,0.27586206896551724,0.0,0.034482758620689655,0.0,0.06896551724137931
125,95,0.0,0.0,0.0,0.8636363636363636,0.0,0.09090909090909091,0.0,0.0,0.0,0.045454545454545456
125,105,0.0,0.0,0.0,0.7777777777777778,0.0,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035
125,115,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
125,125,0.0,0.0,0.03333333333333333,0.4666666666666667,0.03333333333333333,0.36666666666666664,0.0,0.1,0.0,0.0
125,135,0.0,0.0,0.0,0.5882352941176471,0.029411764705882353,0.23529411764705882,0.0,0.14705882352941177,0.0,0.0
125,145,0.0,0.0,0.0,0.7727272727272727,0.0,0.18181818181818182,0.0,0.045454545454545456,0.0,0.0
135,5,0.0,0.0,0.0,0.76,0.0,0.16,0.0,0.04,0.0,0.04
135,15,0.0,0.0,0.0,0.8,0.0,0.14285714285714285,0.0,0.02857142857142857,0.0,0.02857142857142857
135,25,0.0,0.0,0.0,0.84,0.0,0.08,0.0,0.04,0.0,0.04
135,35,0.0,0.0,0.0,0.7272727272727273,0.0,0.13636363636363635,0.0,0.13636363636363635,0.0,0.0
135,45,0.0,0.0,0.0,0.8461538461538461,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464
135,55,0.0,0.0,0.0,0.7142857142857143,0.03571428571428571,0.21428571428571427,0.0,0.0,0.03571428571428571,0.0
135,65,0.0,0.0,0.0,0.7741935483870968,0.03225806451612903,0.16129032258064516,0.0,0.0,0.03225806451612903,0.0
135,75,0.0,0.0,0.0,0.5517241379310345,0.0,0.3103448275862069,0.034482758620689655,0.10344827586206896,0.0,0.0
135,85,0.0,0.037037037037037035,0.0,0.7037037037037037,0.0,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.0,0.037037037037037035
135,95,0.0,0.0,0.0,0.68,0.0,0.12,0.08,0.04,0.0,0.08
135,105,0.0,0.0,0.0,0.65,0.05,0.25,0.05,0.0,0.0,0.0
135,115,0.0,0.0,0.0,0.5833333333333334,0.0,0.25,0.0,0.125,0.0,0.041666666666666664
135,125,0.0,0.15384615384615385,0.0,0.5384615384615384,0.038461538461538464,0.11538461538461539,0.11538461538461539,0.038461538461538464,0.0,0.0
135,135,0.0,0.07407407407407407,0.0,0.5925925925925926,0.0,0.1111111111111111,0.07407407407407407,0.1111111111111111,0.0,0.037037037037037035
135,145,0.0,0.0,0.0,0.7619047619047619,0.0,0.09523809523809523,0.0,0.14285714285714285,0.0,0.0
145,5,0.0,0.0,0.0,0.7916666666666666,0.0,0.125,0.041666666666666664,0.041666666666666664,0.0,0.0
145,15,0.0,0.0,0.0,0.6666666666666666,0.0,0.23809523809523808,0.0,0.09523809523809523,0.0,0.0
145,25,0.0,0.0,0.0,0.7391304347826086,0.0,0.17391304347826086,0.043478260869565216,0.043478260869565216,0.0,0.0
145,35,0.03571428571428571,0.0,0.0,0.5714285714285714,0.03571428571428571,0.17857142857142858,0.0,0.17857142857142858,0.0,0.0
145,45,0.0,0.0,0.0,0.64,0.04,0.2,0.04,0.04,0.0,0.04
145,55,0.0,0.0,0.0,0.8095238095238095,0.0,0.14285714285714285,0.0,0.047619047619047616,0.0,0.0
145,65,0.0,0.0,0.0,0.7741935483870968,0.0,0.12903225806451613,0.0,0.03225806451612903,0.03225806451612903,0.03225806451612903
145,75,0.0,0.0,0.0,0.7777777777777778,0.0,0.037037037037037035,0.0,0.1111111111111111,0.0,0.07407407407407407
145,85,0.0,0.0,0.0,0.7083333333333334,0.0,0.08333333333333333,0.041666666666666664,0.16666666666666666,0.0,0.0
145,95,0.0,0.0,0.0,0.6666666666666666,0.0,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.0
145,105,0.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
145,115,0.0,0.0,0.0,0.6666666666666666,0.041666666666666664,0.16666666666666666,0.0,0.041666666666666664,0.0,0.08333333333333333
145,125,0.0,0.0,0.0,0.6,0.08,0.12,0.0,0.12,0.0,0.08
145,135,0.0,0.0,0.0,0.6666666666666666,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.18518518518518517,0.0,0.037037037037037035
145,145,0.0,0.0,0.0,0.8620689655172413,0.0,0.10344827586206896,0.0,0.034482758620689655,0.0,0.0
